claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key,driver_key
7220172,0,389.62,37,9/28/2015,Monday,Broker,15007,N,1,yes,1.0,12910.0,16571.0,14162.0
4170322,1,425.54,34,11/16/2015,Monday,Broker,50009,Y,1,no,10.0,6640.0,16572.0,14163.0
2752190,0,2864.17,46,11/8/2016,Friday,Online,20110,N,1,yes,6.0,12911.0,16573.0,2127.0
8730470,0,3241.91,49,2/5/2015,Monday,Broker,15022,Y,0,yes,2.0,12912.0,16574.0,14164.0
9609231,0,1088.46,47,11/10/2016,Thursday,Phone,20112,Y,1,yes,1.0,12913.0,16575.0,14165.0
5752251,1,1260.04,34,6/17/2015,Tuesday,Broker,85054,N,1,no,6.0,12914.0,16576.0,408.0
3915239,0,2252.98,28,7/3/2015,Wednesday,Online,80033,N,1,no,3.0,12915.0,16577.0,14166.0
5485797,1,1201.08,26,3/18/2015,Friday,Broker,50012,Y,0,yes,8.0,12916.0,16578.0,14167.0
7376833,0,2347.23,35,5/31/2015,Saturday,Broker,85036,N,1,yes,9.0,12917.0,16579.0,14168.0
6575593,0,3014.88,42,6/29/2015,Friday,Broker,15060,Y,1,yes,3.0,36.0,16580.0,371.0
1801650,1,2700.68,37,9/30/2015,Thursday,Broker,20163,N,1,no,8.0,355.0,16581.0,14169.0
5534756,0,2637.23,42,9/30/2016,Sunday,Phone,20104,N,1,yes,6.0,12918.0,16582.0,13407.0
9486756,0,1367.72,43,4/7/2015,Friday,Broker,50001,Y,1,yes,7.0,12919.0,16583.0,14170.0
9275425,1,7365.12,41,11/14/2015,Friday,Broker,20137,N,1,yes,1.0,12920.0,16584.0,14171.0
1090389,0,4266.16,23,2/9/2015,Monday,Phone,85030,N,1,yes,2.0,12921.0,16585.0,14172.0
4548178,1,890.52,48,12/17/2016,Thursday,Broker,85013,N,0,yes,3.0,12922.0,16586.0,1774.0
1239851,0,3724.76,47,3/5/2016,Friday,Online,15053,N,0,no,4.0,12923.0,16587.0,9941.0
3028244,0,1820.68,50,1/1/2015,Thursday,Phone,80020,N,1,yes,4.0,355.0,16588.0,194.0
5901510,1,2050.66,29,11/19/2016,Saturday,Online,80041,Y,1,no,10.0,4057.0,16589.0,10614.0
9605795,0,618.65,39,12/27/2015,Friday,Broker,15027,Y,0,yes,10.0,610.0,16590.0,14173.0
9677192,1,1822.58,42,4/1/2016,Friday,Online,80023,N,1,no,1.0,12924.0,16591.0,14174.0
4547790,0,4503.26,25,1/2/2016,Saturday,Broker,50032,N,1,yes,3.0,12925.0,16592.0,217.0
9652534,1,905.34,45,3/11/2015,Thursday,Broker,20164,Y,1,yes,10.0,12926.0,16593.0,14175.0
1737604,0,1369.33,36,1/27/2015,Thursday,Phone,80046,N,1,no,2.0,12927.0,16594.0,14176.0
9439178,0,1760.66,40,5/25/2016,Tuesday,Online,50005,N,1,no,11.0,37.0,16595.0,11632.0
9772447,0,1538.2,22,3/30/2016,Monday,Broker,15022,N,1,no,2.0,12928.0,16596.0,14177.0
4762116,0,3382.48,41,1/5/2015,Wednesday,Phone,20149,N,0,yes,9.0,12929.0,16597.0,2363.0
7055171,1,1891.18,35,2/6/2015,Friday,Broker,20142,Y,0,yes,7.0,12930.0,16598.0,14178.0
6264357,0,1418.26,24,10/24/2016,Thursday,Broker,85074,Y,1,no,9.0,12931.0,16599.0,14179.0
1614981,0,3357.26,35,5/25/2016,Wednesday,Broker,85006,Y,1,yes,1.0,12932.0,16600.0,14180.0
8270997,0,2544.47,53,12/28/2016,Monday,Phone,85023,Y,1,yes,5.0,1076.0,16601.0,14181.0
9829570,0,2687.73,41,8/6/2016,Monday,Broker,50012,N,0,yes,2.0,12933.0,16602.0,874.0
7909564,0,2539.77,38,11/4/2015,Monday,Phone,15046,Y,0,yes,3.0,64.0,16603.0,14182.0
1367588,0,6663.83,33,12/14/2015,Thursday,Broker,20128,Y,1,yes,2.0,12934.0,16604.0,14183.0
3007294,0,653.24,31,2/19/2016,Thursday,Broker,50037,N,1,yes,2.0,36.0,16605.0,3066.0
5412763,0,5417.76,39,5/4/2016,Friday,Online,50022,Y,1,yes,10.0,12935.0,16606.0,3478.0
2435303,1,368.81,32,10/27/2015,Friday,Phone,20129,Y,0,yes,2.0,12936.0,16607.0,4448.0
2324022,0,1624.56,38,7/2/2016,Wednesday,Broker,50047,N,0,no,2.0,12937.0,16608.0,14184.0
7895581,1,1210.09,41,10/23/2016,Monday,Phone,15010,N,0,yes,9.0,12938.0,16609.0,14185.0
9697775,1,2249.63,29,5/12/2015,Saturday,Phone,80108,Y,0,yes,10.0,1592.0,16610.0,7212.0
7651684,0,3040.3,28,9/29/2015,Saturday,Broker,50058,N,1,yes,5.0,12939.0,16611.0,14186.0
3956252,1,2427.12,31,2/14/2016,Monday,Broker,15043,Y,1,yes,1.0,12940.0,16612.0,14187.0
8804291,0,3703.65,25,4/21/2016,Monday,Broker,80030,N,1,no,4.0,236.0,16613.0,14188.0
5114883,0,2715.75,54,5/27/2016,Wednesday,Broker,20103,Y,1,yes,12.0,12941.0,16614.0,14189.0
9344593,0,2646.85,31,11/14/2015,Sunday,Broker,50002,Y,0,yes,12.0,12942.0,16615.0,14190.0
4743247,0,3048.83,41,1/22/2015,Thursday,Broker,85003,N,0,yes,7.0,12943.0,16616.0,14191.0
1925545,0,4573.28,34,10/17/2015,Sunday,Broker,50049,N,1,yes,10.0,12944.0,16617.0,14192.0
2079704,1,5910.08,33,6/23/2015,Thursday,Online,20109,Y,0,yes,1.0,12945.0,16618.0,14193.0
1368780,0,4592.65,39,7/10/2015,Tuesday,Phone,80033,N,0,no,2.0,12946.0,16619.0,14194.0
8167985,1,3733.28,35,5/12/2015,Friday,Broker,15057,Y,0,yes,5.0,87.0,16620.0,14195.0
7161352,0,5174.09,52,8/3/2016,Sunday,Online,50012,Y,1,yes,1.0,183.0,16621.0,14196.0
4448701,0,2008.37,47,7/15/2015,Saturday,Broker,80033,N,1,yes,4.0,227.0,16622.0,1082.0
2030384,0,1793.75,37,12/10/2016,Thursday,Online,85077,Y,1,yes,1.0,12947.0,16623.0,14197.0
7958705,1,7588.54,42,5/3/2016,Tuesday,Phone,20131,Y,0,yes,7.0,12948.0,16624.0,14198.0
6712901,0,3606.98,40,12/7/2016,Tuesday,Broker,85004,N,0,yes,12.0,1414.0,16625.0,14199.0
8193521,0,787.61,31,8/7/2016,Thursday,Broker,80105,Y,1,yes,2.0,12949.0,16626.0,11512.0
9162812,0,3391.86,27,3/18/2015,Thursday,Online,20122,Y,1,no,1.0,12950.0,16627.0,3256.0
1413667,0,5324.6,42,4/19/2015,Tuesday,Online,20117,N,1,no,6.0,12951.0,16628.0,14200.0
1751825,0,8012.6,44,11/30/2015,Saturday,Online,15010,Y,1,no,3.0,12952.0,16629.0,14201.0
7991976,0,4737.56,36,9/22/2015,Tuesday,Broker,20116,N,1,yes,5.0,12953.0,16630.0,6333.0
5345238,0,1840.72,42,8/8/2016,Saturday,Broker,20160,N,1,yes,9.0,12954.0,16631.0,14202.0
8240813,0,7406.47,41,6/8/2015,Wednesday,Broker,50055,N,0,yes,11.0,12955.0,16632.0,9967.0
5315482,0,3302.45,34,12/12/2016,Monday,Phone,20119,N,1,no,8.0,12956.0,16633.0,14203.0
2364079,0,3505.7,30,11/20/2015,Wednesday,Broker,15022,N,1,yes,8.0,12957.0,16634.0,14204.0
3549901,1,2512.54,41,8/25/2016,Sunday,Broker,15060,Y,0,yes,2.0,36.0,16635.0,14205.0
7174746,0,3704.74,40,8/8/2015,Tuesday,Broker,15001,N,1,no,3.0,12958.0,16636.0,14206.0
3707068,0,928.06,36,6/24/2016,Tuesday,Broker,85001,N,1,yes,9.0,12959.0,16637.0,14207.0
2685240,0,2542.89,47,10/21/2016,Monday,Online,15025,Y,1,yes,7.0,866.0,16638.0,14208.0
2128619,1,1175.37,22,5/29/2016,Wednesday,Online,80017,N,1,yes,11.0,36.0,16639.0,11027.0
6656688,0,1535,47,1/6/2015,Sunday,Broker,80101,N,0,yes,7.0,12960.0,16640.0,14209.0
9907147,1,1266.11,25,10/12/2015,Monday,Phone,80014,N,1,no,10.0,12961.0,16641.0,14210.0
1652782,0,702.13,44,6/3/2015,Friday,Broker,15054,N,1,no,9.0,12962.0,16642.0,14211.0
3461851,0,8165.06,50,2/7/2015,Tuesday,Online,80036,N,0,no,10.0,12963.0,16643.0,11368.0
4833797,1,909.67,20,3/3/2016,Monday,Online,15018,Y,0,yes,11.0,12964.0,16644.0,14212.0
1377226,1,4233.08,40,11/2/2015,Monday,Phone,20136,Y,1,yes,1.0,185.0,16645.0,14213.0
5112146,1,851.91,40,1/29/2015,Sunday,Online,80019,Y,1,yes,1.0,12965.0,16646.0,14214.0
3544783,0,6073.59,47,3/3/2016,Monday,Broker,15005,N,1,yes,2.0,12966.0,16647.0,14215.0
8686144,0,8226.05,46,8/30/2016,Wednesday,Phone,85008,N,1,no,3.0,12967.0,16648.0,6076.0
5096471,0,3480.05,47,8/2/2016,Saturday,Broker,50010,N,1,no,10.0,12968.0,16649.0,14216.0
7070888,0,1588.08,51,5/10/2015,Wednesday,Broker,85013,N,1,no,5.0,36.0,16650.0,5877.0
6869244,0,966.62,46,9/23/2015,Friday,Online,50046,Y,1,yes,9.0,12969.0,16651.0,14217.0
5171124,0,2455.79,40,7/8/2016,Sunday,Phone,50047,N,0,yes,8.0,12970.0,16652.0,14218.0
9435817,1,1896.06,46,2/6/2015,Tuesday,Online,50023,N,1,yes,5.0,12971.0,16653.0,14219.0
7331809,0,1717.59,34,5/31/2016,Monday,Broker,80006,N,1,yes,4.0,1273.0,16654.0,5929.0
8464239,0,3541.81,24,12/8/2015,Tuesday,Broker,50012,N,0,yes,4.0,12972.0,16655.0,14220.0
1344718,0,21504.28,34,3/4/2016,Saturday,Broker,50056,Y,0,yes,2.0,12973.0,16656.0,14221.0
7030923,0,999.77,53,3/15/2016,Tuesday,Broker,80013,Y,0,yes,8.0,12974.0,16657.0,14222.0
8230485,0,5179.4,41,11/8/2016,Wednesday,Online,50012,N,1,yes,6.0,12975.0,16658.0,14223.0
2387559,0,1145.08,48,12/31/2016,Tuesday,Phone,15051,Y,1,no,8.0,12976.0,16659.0,14224.0
6510742,0,5758.5,44,6/20/2016,Sunday,Broker,80025,N,0,yes,5.0,87.0,16660.0,14225.0
8453180,0,3423.86,56,7/12/2016,Tuesday,Broker,15007,N,1,yes,3.0,12977.0,16661.0,2269.0
7907097,0,4553.93,39,11/1/2015,Sunday,Online,50052,N,0,yes,8.0,43.0,16662.0,14226.0
7680192,0,1739.55,35,5/8/2015,Wednesday,Phone,15042,N,1,yes,7.0,947.0,16663.0,14227.0
5441250,0,10908.07,55,11/30/2015,Thursday,Phone,15025,N,0,yes,3.0,8454.0,16664.0,14228.0
5310502,0,10017.25,35,10/26/2016,Sunday,Broker,50057,N,1,no,11.0,12978.0,16665.0,14229.0
5875153,1,3521.91,29,10/23/2016,Sunday,Phone,80022,Y,1,yes,11.0,12979.0,16666.0,14230.0
8024361,0,11291.92,31,7/27/2016,Friday,Phone,20102,N,1,yes,3.0,12980.0,16667.0,14231.0
5819653,0,1353.88,37,10/22/2016,Thursday,Broker,20103,Y,1,yes,9.0,12981.0,16668.0,14232.0
9961445,0,4324.43,47,4/24/2016,Tuesday,Phone,50055,Y,0,yes,4.0,12982.0,16669.0,14233.0
9340795,0,748.25,59,5/29/2016,Saturday,Broker,80021,N,0,yes,4.0,12983.0,16670.0,14234.0
4692942,0,1096.3,24,3/20/2015,Saturday,Broker,15012,N,0,no,7.0,12984.0,16671.0,957.0
5158310,0,17764.78,36,9/11/2015,Sunday,Phone,20121,Y,1,yes,9.0,12985.0,16672.0,1308.0
3178853,0,1600.05,56,6/30/2015,Monday,Phone,20109,N,0,yes,6.0,12986.0,16673.0,14235.0
5473131,1,197.12,24,5/12/2016,Friday,Broker,80011,N,1,no,3.0,5726.0,16674.0,14236.0
3208853,0,2040.36,22,7/16/2015,Friday,Broker,50057,N,1,no,11.0,141.0,16675.0,14237.0
2570507,0,1779.47,39,10/17/2015,Thursday,Broker,85003,Y,1,yes,8.0,12987.0,16676.0,14238.0
1375847,0,6281.5,19,6/15/2015,Sunday,Broker,85077,Y,1,no,4.0,12988.0,16677.0,14239.0
3627181,0,2199,39,12/6/2016,Saturday,Phone,85013,N,1,no,9.0,12989.0,16678.0,14240.0
7680204,0,1527.61,41,11/8/2016,Wednesday,Broker,15054,Y,1,yes,9.0,36.0,16679.0,14241.0
4907199,0,1254.98,50,2/14/2016,Tuesday,Broker,85054,Y,0,yes,3.0,12990.0,16680.0,13697.0
3633210,0,5988.52,36,1/8/2016,Thursday,Broker,15001,N,1,no,3.0,12991.0,16681.0,14242.0
2268424,0,5521.55,34,3/17/2015,Tuesday,Broker,50009,Y,1,no,10.0,12992.0,16682.0,14243.0
5661955,0,6062.12,35,9/4/2016,Thursday,Broker,80022,N,0,no,8.0,12993.0,16683.0,14244.0
1067305,0,7489.53,50,2/23/2016,Monday,Broker,50039,N,0,yes,10.0,12994.0,16684.0,14245.0
4688993,0,4915.94,39,11/10/2016,Monday,Broker,20138,N,1,no,9.0,36.0,16685.0,9412.0
6723965,0,5966.36,59,5/19/2016,Tuesday,Broker,80021,Y,0,yes,6.0,91.0,16686.0,14246.0
9692590,0,14382.88,28,1/1/2016,Thursday,Phone,80024,N,1,yes,10.0,12995.0,16687.0,14247.0
8937342,0,21504.28,35,11/15/2016,Thursday,Online,85027,Y,0,yes,1.0,36.0,16688.0,5786.0
4643002,0,1726.88,32,6/5/2016,Thursday,Phone,85010,Y,1,yes,11.0,12996.0,16689.0,6126.0
4223050,0,1849.95,38,1/8/2015,Thursday,Broker,15010,Y,0,no,10.0,12997.0,16690.0,14248.0
7366672,0,2892.38,39,6/12/2015,Wednesday,Online,50034,N,1,yes,10.0,12998.0,16691.0,7584.0
5757942,1,605.24,35,4/20/2015,Wednesday,Broker,20153,Y,0,yes,7.0,12999.0,16692.0,14249.0
4047143,1,6668.87,24,2/6/2016,Monday,Broker,50035,Y,0,yes,4.0,13000.0,16693.0,14250.0
7283425,0,14604.91,59,10/10/2016,Thursday,Broker,20148,N,0,no,4.0,13001.0,16694.0,5174.0
2870539,0,14352.51,37,10/30/2016,Friday,Phone,50021,N,1,yes,2.0,13002.0,16695.0,14251.0
8110318,0,7408.99,26,9/9/2015,Saturday,Broker,15012,Y,0,no,12.0,13003.0,16696.0,14252.0
4523185,0,4959.22,55,10/16/2015,Sunday,Phone,80033,N,1,yes,12.0,13004.0,16697.0,14253.0
9310224,1,980.16,22,11/13/2016,Tuesday,Phone,20153,Y,1,yes,11.0,13005.0,16698.0,14254.0
5873782,0,9910.82,44,4/26/2015,Thursday,Phone,50036,Y,0,no,6.0,13006.0,16699.0,4759.0
4761935,1,897.92,22,2/8/2015,Wednesday,Broker,15059,Y,1,yes,10.0,13007.0,16700.0,4262.0
8262432,0,679.39,53,2/1/2015,Saturday,Broker,15025,Y,1,yes,12.0,49.0,16701.0,6256.0
9229707,0,3462.07,44,10/14/2016,Saturday,Online,85019,N,1,yes,2.0,13008.0,16702.0,14255.0
9745791,1,831.64,39,10/6/2015,Thursday,Online,15034,Y,0,yes,6.0,13009.0,16703.0,2536.0
6606941,1,3639.22,34,1/6/2015,Thursday,Broker,80022,Y,0,yes,5.0,13010.0,16704.0,14256.0
5417431,1,1087.5,23,7/5/2015,Thursday,Broker,15001,Y,1,yes,10.0,427.0,16705.0,14257.0
7942903,0,1441.63,42,3/18/2015,Thursday,Broker,20155,Y,1,yes,9.0,64.0,16706.0,14258.0
6744065,1,18740.51,33,10/2/2016,Friday,Broker,20102,Y,1,yes,10.0,13011.0,16707.0,14259.0
4135265,0,4393.27,55,4/17/2016,Tuesday,Broker,20103,N,0,yes,9.0,13012.0,16708.0,14260.0
5037875,0,2843.86,40,9/6/2016,Saturday,Phone,50022,Y,1,yes,7.0,13013.0,16709.0,10555.0
3513976,1,2259.29,29,6/25/2015,Monday,Phone,85022,N,1,no,11.0,13014.0,16710.0,14261.0
6930561,1,3658.45,17,3/13/2016,Saturday,Online,20163,Y,1,yes,7.0,13015.0,16711.0,14262.0
5419015,0,6075.14,39,12/30/2016,Saturday,Phone,85055,Y,0,no,9.0,13016.0,16712.0,14263.0
9385207,0,616.91,41,8/18/2015,Saturday,Broker,85077,N,1,no,9.0,13017.0,16713.0,7361.0
8015807,0,4219.44,43,4/23/2015,Wednesday,Phone,80022,N,0,no,10.0,13018.0,16714.0,14264.0
8828859,1,775.01,40,11/15/2015,Sunday,Phone,50054,Y,1,no,2.0,91.0,16715.0,11910.0
9991028,1,1112.43,25,10/22/2016,Tuesday,Phone,85031,N,0,yes,10.0,13019.0,16716.0,14265.0
9948495,0,2781.48,42,7/23/2015,Thursday,Phone,15012,Y,1,yes,1.0,13020.0,16717.0,2537.0
1811864,0,1760.62,33,12/16/2015,Friday,Broker,20155,N,1,yes,10.0,13021.0,16718.0,2140.0
8287786,0,450.06,40,6/18/2016,Sunday,Phone,20115,N,1,no,10.0,183.0,16719.0,4766.0
7875202,0,5119.92,33,7/22/2015,Wednesday,Broker,15034,N,1,yes,4.0,13022.0,16720.0,14266.0
4179933,1,2945.57,35,5/16/2015,Wednesday,Broker,85043,N,0,yes,2.0,13023.0,16721.0,14267.0
8166330,0,3569.89,51,12/2/2015,Wednesday,Broker,85007,N,0,yes,2.0,13024.0,16722.0,1270.0
9582125,0,4114.74,61,4/11/2015,Saturday,Broker,80106,Y,1,no,10.0,13025.0,16723.0,9458.0
8142315,0,5162.47,34,8/11/2016,Saturday,Online,20115,N,0,yes,2.0,13026.0,16724.0,14268.0
9491788,0,1087.35,47,7/28/2016,Wednesday,Online,80003,N,1,yes,8.0,13027.0,16725.0,14269.0
3744512,0,3664.3,24,8/16/2016,Friday,Broker,85079,Y,1,yes,11.0,13028.0,16726.0,14270.0
4856280,0,1331.05,47,2/16/2015,Thursday,Broker,15028,Y,0,yes,12.0,13029.0,16727.0,14271.0
6555398,0,1256.44,44,2/23/2016,Sunday,Phone,85073,N,1,no,3.0,13030.0,16728.0,7338.0
4862179,0,9904.86,37,3/5/2015,Sunday,Phone,20120,N,1,yes,10.0,13031.0,16729.0,4183.0
9263271,0,6738.05,37,2/22/2015,Tuesday,Phone,80024,Y,0,yes,5.0,13032.0,16730.0,5165.0
3930346,0,2930.96,31,2/22/2016,Wednesday,Phone,85010,Y,1,no,9.0,13033.0,16731.0,14272.0
7388519,1,967.27,29,7/13/2016,Sunday,Online,80005,Y,0,yes,3.0,178.0,16732.0,14273.0
9027912,0,1665.13,18,11/27/2016,Wednesday,Broker,15053,N,1,yes,5.0,13034.0,16733.0,1860.0
6321542,0,1413.61,46,9/6/2015,Thursday,Phone,80027,N,0,no,11.0,13035.0,16734.0,14274.0
6379111,1,1068.88,35,8/21/2016,Tuesday,Broker,80031,Y,0,no,11.0,13036.0,16735.0,14275.0
6421546,0,4062.08,32,4/19/2015,Friday,Broker,85082,N,0,no,10.0,13037.0,16736.0,13790.0
2368524,1,2372.21,23,1/28/2015,Wednesday,Broker,85005,N,1,yes,10.0,13038.0,16737.0,14276.0
4149277,1,5498.82,43,2/14/2015,Tuesday,Broker,80022,Y,1,yes,10.0,13039.0,16738.0,14277.0
6435683,0,2686.15,31,5/13/2015,Tuesday,Broker,20102,N,0,yes,12.0,13040.0,16739.0,14278.0
3374403,0,1237.56,39,4/13/2015,Sunday,Phone,80033,N,1,yes,4.0,13041.0,16740.0,9186.0
9468801,0,7523.21,39,12/13/2015,Thursday,Online,15033,N,0,no,8.0,13042.0,16741.0,7178.0
9791876,1,3817.07,45,1/6/2015,Tuesday,Phone,85044,Y,1,no,10.0,49.0,16742.0,14279.0
5450648,0,3607.95,23,7/12/2015,Wednesday,Phone,20165,N,0,no,7.0,13043.0,16743.0,14280.0
8206377,0,1235.67,43,8/25/2016,Monday,Broker,15021,Y,1,yes,1.0,3969.0,16744.0,14281.0
6693234,0,6154.33,37,11/5/2015,Thursday,Broker,80035,N,0,no,9.0,13044.0,16745.0,14282.0
4678237,0,4727.67,18,4/30/2015,Friday,Broker,85062,N,1,yes,6.0,13045.0,16746.0,14283.0
8326024,0,14667.59,38,1/4/2015,Wednesday,Phone,50047,Y,0,no,2.0,13046.0,16747.0,14284.0
4013792,1,4394.06,21,12/12/2015,Sunday,Phone,80003,Y,0,yes,2.0,13047.0,16748.0,14285.0
4850614,0,2365.56,29,8/26/2015,Friday,Online,85083,Y,1,no,2.0,36.0,16749.0,14286.0
9374263,0,2075.86,53,2/7/2015,Sunday,Phone,80027,N,1,yes,8.0,543.0,16750.0,14287.0
3501097,1,709.33,29,1/2/2016,Tuesday,Broker,50001,Y,1,yes,11.0,13048.0,16751.0,13190.0
6064556,0,638.31,37,1/27/2015,Thursday,Broker,50039,Y,1,yes,10.0,13049.0,16752.0,14288.0
8819521,0,1338.22,28,9/22/2015,Monday,Broker,20159,N,1,no,1.0,13050.0,16753.0,297.0
4904423,0,1603.56,57,8/11/2015,Tuesday,Online,80023,N,0,yes,9.0,13051.0,16754.0,5665.0
1534307,0,979.83,40,5/9/2015,Monday,Broker,80002,Y,0,yes,1.0,49.0,16755.0,4770.0
6077575,0,5654.08,51,11/15/2016,Friday,Phone,50013,N,1,yes,5.0,13052.0,16756.0,14289.0
8703856,0,834.56,28,11/25/2016,Wednesday,Broker,50036,Y,0,yes,1.0,13053.0,16757.0,14290.0
5005634,0,4797.2,44,11/24/2016,Tuesday,Online,80014,Y,1,yes,1.0,87.0,16758.0,14291.0
6548038,0,2434.36,54,8/22/2015,Tuesday,Broker,80016,N,1,no,11.0,355.0,16759.0,14292.0
5573241,0,2027.73,45,7/19/2016,Saturday,Phone,85069,N,0,yes,3.0,13054.0,16760.0,14293.0
4188840,0,1010.81,32,8/14/2015,Tuesday,Broker,85033,Y,1,no,4.0,64.0,16761.0,14294.0
4708610,0,1037.71,40,12/10/2015,Monday,Broker,20106,Y,0,yes,7.0,13055.0,16762.0,14295.0
3964462,0,276.25,52,12/31/2015,Monday,Phone,50055,N,1,no,9.0,682.0,16763.0,14296.0
2839504,1,2209.13,25,6/4/2016,Wednesday,Broker,50021,N,0,yes,11.0,13056.0,16764.0,14297.0
3405737,1,7421.07,30,3/22/2015,Wednesday,Broker,20163,Y,1,yes,10.0,13057.0,16765.0,3410.0
2117315,0,4393.67,32,10/8/2015,Saturday,Broker,50005,Y,1,yes,11.0,13058.0,16766.0,14298.0
4695938,0,431.38,51,9/24/2015,Thursday,Broker,50057,Y,0,yes,4.0,183.0,16767.0,14299.0
6948018,0,1964.13,42,6/25/2015,Saturday,Broker,15025,N,0,yes,12.0,13059.0,16768.0,7490.0
9043366,0,13741.59,49,9/20/2015,Thursday,Phone,50010,N,0,yes,12.0,8841.0,16769.0,7252.0
1496333,0,12661.41,33,4/3/2015,Tuesday,Broker,50047,N,1,yes,1.0,13060.0,16770.0,14300.0
2662926,1,4198.56,33,5/26/2015,Monday,Broker,20135,Y,1,yes,11.0,36.0,16771.0,14301.0
7733987,1,3242.99,36,5/9/2016,Friday,Broker,85024,Y,0,yes,2.0,13061.0,16772.0,6788.0
4290354,0,9721.72,48,5/9/2016,Sunday,Phone,15022,N,1,no,6.0,3483.0,16773.0,14302.0
7475918,0,2020.35,53,4/26/2015,Monday,Broker,20163,N,1,yes,2.0,13062.0,16774.0,14303.0
7966820,0,3369.72,50,9/14/2016,Thursday,Broker,20111,N,0,yes,8.0,13063.0,16775.0,7977.0
2902597,0,3501.76,32,4/20/2015,Thursday,Phone,50001,N,1,yes,9.0,13064.0,16776.0,14304.0
1661208,0,6370.11,35,6/3/2016,Thursday,Broker,85027,N,1,yes,7.0,13065.0,16777.0,14305.0
7768331,1,14974.49,24,5/30/2016,Saturday,Broker,15024,Y,0,yes,12.0,13066.0,16778.0,14306.0
5308986,0,1857.95,50,6/8/2015,Thursday,Phone,85021,N,1,no,10.0,13067.0,16779.0,5502.0
9835618,0,1509.31,31,8/8/2015,Saturday,Phone,85038,N,0,yes,7.0,13068.0,16780.0,9174.0
6232595,0,2031.31,44,10/13/2015,Tuesday,Broker,50041,Y,0,no,3.0,13069.0,16781.0,14307.0
2725436,1,848.82,36,6/5/2016,Saturday,Broker,50054,Y,0,no,5.0,13070.0,16782.0,14308.0
4850416,0,4632.55,36,11/3/2016,Wednesday,Phone,15009,N,0,yes,1.0,13071.0,16783.0,14309.0
7832221,0,590.09,36,9/1/2015,Wednesday,Phone,80014,Y,0,yes,2.0,13072.0,16784.0,14310.0
8463389,1,1347.48,38,11/27/2015,Wednesday,Broker,15003,Y,1,yes,11.0,13073.0,16785.0,14311.0
2755595,0,1238.78,49,10/26/2015,Sunday,Broker,80109,N,1,no,3.0,13074.0,16786.0,14312.0
7990239,0,3583.65,30,5/27/2016,Tuesday,Broker,15028,N,0,no,3.0,4406.0,16787.0,14313.0
3958012,0,17139.51,33,12/28/2016,Wednesday,Phone,50011,N,1,yes,3.0,13075.0,16788.0,14314.0
9670313,0,7008.27,42,12/16/2015,Sunday,Broker,80020,N,1,no,2.0,13076.0,16789.0,3903.0
2308362,0,1937.12,45,3/18/2015,Sunday,Phone,50044,N,1,yes,3.0,13077.0,16790.0,14315.0
3567625,0,2449.85,51,8/21/2015,Thursday,Broker,15009,N,1,yes,9.0,13078.0,16791.0,14316.0
8971197,0,2357.44,63,7/30/2015,Tuesday,Broker,80005,Y,1,yes,7.0,13079.0,16792.0,14317.0
1546990,0,2280.68,42,5/18/2015,Thursday,Broker,20104,N,0,yes,11.0,13080.0,16793.0,14318.0
9951754,0,10764.85,50,3/31/2016,Saturday,Broker,80020,N,1,yes,6.0,13081.0,16794.0,14319.0
3933386,0,4120.18,57,3/10/2016,Monday,Broker,85002,Y,1,no,3.0,13082.0,16795.0,14320.0
7585286,0,2672.44,50,10/17/2015,Tuesday,Broker,85065,Y,1,yes,4.0,13083.0,16796.0,14321.0
7020414,1,1683.74,43,8/23/2016,Saturday,Broker,80019,N,0,yes,10.0,13084.0,16797.0,14322.0
4052121,1,1341.04,37,1/7/2016,Monday,Broker,20148,Y,1,yes,10.0,269.0,16798.0,14323.0
2523497,0,4548.33,33,4/23/2016,Thursday,Online,85035,N,0,no,12.0,13085.0,16799.0,14324.0
9032671,1,2667.56,41,1/29/2016,Saturday,Phone,15005,Y,0,yes,1.0,13086.0,16800.0,14325.0
2745361,0,728.45,31,9/12/2016,Thursday,Broker,50002,N,0,yes,3.0,91.0,16801.0,14326.0
7149008,1,3451.75,35,12/1/2016,Monday,Broker,80002,N,0,no,12.0,13087.0,16802.0,1709.0
6129142,0,1811.18,31,9/22/2015,Sunday,Broker,15014,N,1,no,8.0,13088.0,16803.0,8100.0
5925974,1,2907.03,31,2/3/2016,Friday,Phone,20149,Y,1,no,7.0,13089.0,16804.0,14327.0
4224996,0,17975.09,35,5/3/2016,Tuesday,Online,50054,N,0,no,2.0,13090.0,16805.0,14328.0
2648493,0,1547.55,33,7/24/2016,Thursday,Phone,20136,Y,1,yes,12.0,13091.0,16806.0,14329.0
6448620,0,1603.53,30,4/14/2016,Saturday,Phone,80015,N,1,yes,7.0,13092.0,16807.0,14330.0
6700223,0,12919.76,37,1/10/2016,Saturday,Online,20106,N,1,yes,4.0,13093.0,16808.0,14331.0
4577245,0,1293.25,61,3/6/2015,Tuesday,Phone,85031,Y,1,yes,12.0,13094.0,16809.0,14332.0
9807749,0,3812.02,48,10/5/2016,Saturday,Online,15037,N,0,yes,4.0,13095.0,16810.0,14333.0
2776896,1,2515.28,37,7/15/2016,Sunday,Phone,20128,Y,0,yes,3.0,13096.0,16811.0,14334.0
