year_of_born,gender,age_of_DL,safety_rating,driver_key
1982,M,25,68,12815
1947,M,19,77,12816
1975,F,21,75,12817
1985,F,23,85,12818
1996,M,19,69,12819
1961,M,22,96,12820
1964,M,24,78,12821
1978,M,25,56,12822
1967,F,18,90,12823
1992,F,23,72,12824
2002,M,20,61,12825
1953,M,21,85,12826
1973,M,16,78,12827
1984,M,29,93,12828
2002,F,23,69,12829
1985,M,26,55,12830
1992,F,17,83,12831
1988,F,26,74,12832
2002,F,18,56,12833
1975,F,25,65,12834
1993,F,24,77,12835
1983,F,19,44,12836
1980,F,25,85,12837
1994,M,30,70,12838
2001,F,19,89,12839
1977,M,24,72,12840
1983,F,23,63,12841
1997,F,28,55,12842
1989,F,20,79,12843
1973,M,22,99,12844
1995,M,23,78,12845
1998,M,18,63,12846
1983,F,26,80,12847
1970,M,28,64,12848
1989,F,28,84,12849
1989,M,23,79,12850
1991,F,19,71,12851
1975,F,19,54,12852
1994,F,29,56,12853
1989,M,24,78,12854
1967,F,21,69,12855
1971,F,17,70,12856
1986,M,22,53,12857
1988,M,23,54,12858
1980,M,23,78,12859
1995,M,26,79,12860
1990,F,24,78,12861
1986,F,27,62,12862
1986,F,22,87,12863
2001,F,24,34,12864
1963,M,20,89,12865
1972,M,25,41,12866
1941,M,25,100,12867
1971,F,24,100,12868
1977,M,16,83,12869
2001,F,16,100,12870
1984,M,24,83,12871
1954,M,21,77,12872
2004,M,23,99,12873
1972,F,24,35,12874
1987,M,25,80,12875
1985,M,24,41,12876
2005,F,27,65,12877
1961,M,21,90,12878
1979,M,27,68,12879
1969,M,23,60,12880
1986,F,27,92,12881
1979,M,22,58,12882
1973,M,25,69,12883
1991,M,18,66,12884
1993,F,28,75,12885
1964,F,24,78,12886
1977,M,24,88,12887
1988,M,18,59,12888
1984,F,23,79,12889
1970,M,17,54,12890
1984,M,22,71,12891
1995,M,18,74,12892
2003,F,24,64,12893
1959,M,28,92,12894
1969,F,28,74,12895
1994,M,20,64,12896
1991,F,22,87,12897
1964,F,18,72,12898
1970,F,22,70,12899
1988,M,26,95,12900
1999,M,22,90,12901
1979,F,20,68,12902
1967,F,30,53,12903
1990,F,22,90,12904
1987,M,31,99,12905
1993,F,27,80,12906
1986,M,19,83,12907
1996,F,24,69,12908
1964,M,19,95,12909
1968,F,16,54,12910
1972,F,16,50,12911
1971,M,22,80,12912
1993,M,19,85,12913
1971,M,18,74,12914
1978,M,19,69,12915
1979,M,21,92,12916
1965,M,19,100,12917
1995,M,26,66,12918
1971,M,30,50,12919
1983,F,24,43,12920
1967,F,24,71,12921
2002,F,22,86,12922
1996,M,24,95,12923
1946,F,20,75,12924
1975,M,20,62,12925
1969,M,24,73,12926
1980,M,24,100,12927
1987,F,20,57,12928
1986,M,17,64,12929
1994,F,22,88,12930
1978,F,25,84,12931
1973,F,26,67,12932
1970,F,29,53,12933
1982,M,25,100,12934
1973,M,23,81,12935
1982,F,25,78,12936
1981,F,28,74,12937
1972,M,26,86,12938
1974,M,24,50,12939
1983,F,22,72,12940
1968,F,23,76,12941
1984,M,23,84,12942
1979,M,21,76,12943
1970,F,23,52,12944
1990,M,22,70,12945
1961,M,20,60,12946
1961,M,19,64,12947
1939,F,25,72,12948
1998,M,22,60,12949
1970,F,18,77,12950
1991,F,25,68,12951
1983,F,17,75,12952
1962,M,17,89,12953
1972,F,23,62,12954
1975,M,24,64,12955
1941,M,27,80,12956
1982,F,20,67,12957
1967,F,22,56,12958
1978,F,18,87,12959
1981,F,19,74,12960
1985,M,20,58,12961
1993,F,16,81,12962
1974,F,22,92,12963
1974,M,24,86,12964
1961,F,24,58,12965
1993,F,17,75,12966
1998,M,18,74,12967
1982,M,18,84,12968
1939,F,23,69,12969
1972,M,21,79,12970
1970,F,23,54,12971
1986,F,26,98,12972
1982,M,25,62,12973
1983,F,18,99,12974
1975,M,21,71,12975
1975,M,23,100,12976
1971,M,17,57,12977
1977,F,23,54,12978
1976,F,23,67,12979
1952,F,24,91,12980
2005,F,18,48,12981
1998,F,24,97,12982
1994,F,26,67,12983
1982,F,23,87,12984
1964,M,28,62,12985
1995,M,23,75,12986
1999,M,27,52,12987
1979,F,22,73,12988
1984,F,21,51,12989
1975,M,27,100,12990
1986,F,16,56,12991
1976,M,27,91,12992
1985,F,20,88,12993
1974,F,22,72,12994
1979,M,17,100,12995
1973,F,16,99,12996
1987,F,20,61,12997
1975,M,25,95,12998
1970,M,24,94,12999
1997,M,18,56,13000
1988,M,18,96,13001
1978,M,21,69,13002
1951,M,26,63,13003
1998,M,16,78,13004
1990,M,21,73,13005
1995,M,24,60,13006
1968,M,18,82,13007
1981,M,25,65,13008
1980,F,27,92,13009
1969,F,21,62,13010
1971,F,23,97,13011
1990,M,18,62,13012
1983,F,19,66,13013
1989,M,28,83,13014
1982,M,23,69,13015
1973,M,25,85,13016
1989,F,25,73,13017
1984,M,20,100,13018
1985,M,24,95,13019
1989,F,22,88,13020
1957,M,28,44,13021
1976,M,16,99,13022
1987,M,25,65,13023
1982,F,23,79,13024
1988,M,19,75,13025
1978,M,22,85,13026
1965,M,26,54,13027
1988,F,22,73,13028
1977,M,22,61,13029
1987,F,25,89,13030
1992,M,22,80,13031
1986,M,21,74,13032
1967,F,24,88,13033
1981,F,31,95,13034
1968,M,22,76,13035
1977,F,18,92,13036
1979,F,24,75,13037
1991,F,24,90,13038
1967,F,20,56,13039
2001,F,20,74,13040
1982,F,26,82,13041
1998,M,25,72,13042
1968,F,24,66,13043
1981,M,21,89,13044
1971,M,21,91,13045
1976,F,30,54,13046
1993,F,28,65,13047
1968,F,26,68,13048
1973,M,21,78,13049
1979,M,21,43,13050
1965,M,21,54,13051
1964,F,22,58,13052
1994,M,22,67,13053
1965,F,21,100,13054
1972,F,18,71,13055
1991,F,20,75,13056
1988,M,25,78,13057
1972,M,16,66,13058
1975,F,20,71,13059
1975,M,16,84,13060
1960,M,23,83,13061
1999,F,27,73,13062
1961,F,21,63,13063
1958,F,23,75,13064
1979,F,16,64,13065
1992,M,26,59,13066
1961,F,32,100,13067
1968,M,25,77,13068
1947,M,23,67,13069
1968,M,24,100,13070
1964,F,21,87,13071
1980,F,26,64,13072
2001,M,21,83,13073
1993,F,24,84,13074
1994,F,22,98,13075
1987,F,24,60,13076
2000,M,19,53,13077
1972,M,22,55,13078
1977,F,26,75,13079
1977,F,24,78,13080
1971,F,22,79,13081
1996,F,18,97,13082
1982,F,21,93,13083
1991,F,22,43,13084
1968,F,26,55,13085
1991,F,21,97,13086
1954,M,21,94,13087
1971,F,21,79,13088
1977,F,19,64,13089
1976,M,24,72,13090
1990,F,17,100,13091
1953,M,25,83,13092
1991,F,23,86,13093
1979,M,18,82,13094
1976,M,25,99,13095
1990,F,19,85,13096
1986,F,24,99,13097
1990,F,19,48,13098
1973,F,16,47,13099
1971,F,19,73,13100
1997,F,19,56,13101
2001,M,21,87,13102
1994,M,25,73,13103
2002,F,24,49,13104
1979,F,25,84,13105
1976,M,27,78,13106
1970,M,23,61,13107
1998,F,25,92,13108
1985,M,23,38,13109
1972,F,26,52,13110
1966,F,23,59,13111
1979,M,31,96,13112
1983,M,23,37,13113
1961,M,24,70,13114
1987,F,24,74,13115
1980,F,18,57,13116
1949,M,18,87,13117
2002,M,20,69,13118
1995,M,20,99,13119
1976,M,20,75,13120
1993,F,18,50,13121
1990,F,27,84,13122
1987,F,22,75,13123
1995,M,24,59,13124
1951,F,23,98,13125
1995,F,21,81,13126
1983,F,24,83,13127
1989,F,24,76,13128
1998,M,24,64,13129
1993,F,26,61,13130
1963,M,22,73,13131
1987,M,22,65,13132
1978,F,16,74,13133
1995,M,19,66,13134
1972,F,20,51,13135
2000,F,21,68,13136
2001,F,21,65,13137
1983,M,24,52,13138
2000,M,19,57,13139
1971,M,27,61,13140
1971,M,23,66,13141
1981,M,26,70,13142
1995,F,19,80,13143
1990,F,18,58,13144
1993,M,21,70,13145
1975,F,26,99,13146
1974,M,16,83,13147
1977,M,23,90,13148
1974,M,20,61,13149
1974,F,28,41,13150
1981,M,21,41,13151
1969,M,23,72,13152
1994,F,21,80,13153
1985,F,18,48,13154
1997,M,23,84,13155
1990,M,27,76,13156
1986,F,23,63,13157
1950,F,20,100,13158
1977,M,20,92,13159
1940,M,25,91,13160
1978,F,24,69,13161
1978,F,20,74,13162
1979,F,24,20,13163
1978,F,23,59,13164
1991,F,21,53,13165
1979,M,29,88,13166
1974,F,21,80,13167
1981,M,23,70,13168
1973,F,16,57,13169
1987,M,23,57,13170
1980,F,20,83,13171
1988,F,19,67,13172
1991,M,18,85,13173
1977,M,17,87,13174
1955,M,27,100,13175
1977,F,24,58,13176
1981,M,19,65,13177
1993,F,23,73,13178
1953,M,24,66,13179
1976,M,21,78,13180
1968,F,26,74,13181
1983,M,28,81,13182
1973,M,17,69,13183
1975,F,23,85,13184
1970,M,27,87,13185
1999,M,21,71,13186
1973,M,20,83,13187
1966,M,28,55,13188
1979,F,25,96,13189
1988,M,25,92,13190
1993,F,23,64,13191
1997,M,18,62,13192
1980,M,17,84,13193
1968,M,16,82,13194
1955,F,17,82,13195
1995,M,23,64,13196
1983,F,18,100,13197
1999,F,24,86,13198
1988,M,18,88,13199
1994,F,21,73,13200
1973,M,20,79,13201
2003,M,19,70,13202
1984,F,26,88,13203
1976,M,18,80,13204
1991,M,17,90,13205
1966,M,29,54,13206
1984,M,16,89,13207
1957,F,22,83,13208
1977,M,19,97,13209
1969,M,20,69,13210
1934,F,22,91,13211
1987,M,19,52,13212
1972,F,21,66,13213
2000,F,23,86,13214
1986,M,29,51,13215
1967,M,22,94,13216
1991,F,29,77,13217
1989,M,22,89,13218
1988,M,16,68,13219
2001,M,25,84,13220
1984,F,25,75,13221
2000,M,21,66,13222
1991,M,17,97,13223
1983,M,26,87,13224
1953,M,33,67,13225
1998,M,21,57,13226
1945,M,23,53,13227
1997,M,26,80,13228
1998,M,26,64,13229
1994,F,22,72,13230
2000,M,24,65,13231
1983,M,21,97,13232
1985,M,24,77,13233
1946,F,23,69,13234
1986,F,26,55,13235
1986,F,16,77,13236
1972,F,16,47,13237
1971,M,19,76,13238
1979,M,21,72,13239
1969,F,24,58,13240
1968,M,22,77,13241
1984,F,26,66,13242
1980,F,21,98,13243
1986,F,18,60,13244
1972,F,22,61,13245
1971,F,24,70,13246
1998,F,27,50,13247
1968,M,17,84,13248
1955,M,25,66,13249
1986,F,16,47,13250
1993,M,19,91,13251
1983,F,21,58,13252
1972,M,25,77,13253
1966,M,24,31,13254
1962,F,21,59,13255
1981,F,29,74,13256
1965,M,26,100,13257
1985,M,26,59,13258
1986,F,24,79,13259
1991,F,22,69,13260
1993,F,21,67,13261
1975,F,20,72,13262
1989,F,19,83,13263
1989,M,26,79,13264
1970,F,29,84,13265
2003,F,23,47,13266
1964,M,21,73,13267
1988,F,18,66,13268
1972,F,16,100,13269
1976,F,20,96,13270
1988,F,22,86,13271
1981,F,29,86,13272
1985,F,26,76,13273
1973,F,28,90,13274
1980,M,20,83,13275
1984,F,20,81,13276
1990,F,19,90,13277
1986,M,18,79,13278
1997,M,18,67,13279
1969,M,24,82,13280
1984,F,24,65,13281
1955,F,18,81,13282
1966,M,16,61,13283
1988,M,18,95,13284
1978,F,19,59,13285
1971,F,26,96,13286
1979,F,19,55,13287
1958,M,21,72,13288
1975,F,27,93,13289
1982,F,26,55,13290
1989,M,21,70,13291
1990,M,25,82,13292
1984,F,23,57,13293
1986,M,22,57,13294
1965,M,18,54,13295
1977,F,25,45,13296
1992,M,23,68,13297
1983,M,32,88,13298
1981,M,18,83,13299
1984,M,18,80,13300
1977,M,18,99,13301
1964,M,25,80,13302
2005,F,25,80,13303
1995,F,21,49,13304
1978,F,33,54,13305
1984,M,17,62,13306
1982,M,19,46,13307
1935,M,22,69,13308
1987,M,21,83,13309
1981,M,21,100,13310
1970,F,18,70,13311
1995,M,21,61,13312
1990,M,19,87,13313
1966,F,24,83,13314
1989,F,20,49,13315
1983,M,20,86,13316
1971,F,23,95,13317
1987,F,23,65,13318
1992,F,16,82,13319
1977,M,16,99,13320
1973,F,27,68,13321
1970,M,23,93,13322
1978,M,25,77,13323
1986,F,26,78,13324
1995,M,25,73,13325
1953,F,27,87,13326
1999,F,20,65,13327
1972,F,25,58,13328
1942,F,24,100,13329
1991,M,18,76,13330
1969,M,24,88,13331
1961,M,20,93,13332
1975,M,23,97,13333
1966,M,20,70,13334
1996,F,26,60,13335
1980,F,18,47,13336
1985,M,22,78,13337
1983,F,17,84,13338
1995,M,23,89,13339
1986,F,19,67,13340
1981,F,25,50,13341
1969,F,19,46,13342
2003,M,19,60,13343
1985,M,22,35,13344
1984,F,23,95,13345
1974,M,18,70,13346
1967,F,22,53,13347
1976,M,21,65,13348
1975,F,24,87,13349
1974,F,27,67,13350
1982,M,30,66,13351
1984,M,23,58,13352
1977,M,23,81,13353
1977,M,20,100,13354
1983,M,16,72,13355
1994,F,22,85,13356
1979,M,22,45,13357
1953,M,20,100,13358
1977,F,21,66,13359
1997,M,21,95,13360
1971,F,26,67,13361
1982,F,24,59,13362
1973,F,19,91,13363
1975,F,25,68,13364
1969,M,26,69,13365
1982,M,19,68,13366
1984,M,16,87,13367
1986,M,29,72,13368
1986,M,24,81,13369
1975,F,21,100,13370
1956,M,28,64,13371
1970,F,30,80,13372
1998,F,25,85,13373
1973,M,20,61,13374
1974,M,31,54,13375
1954,F,26,100,13376
1953,F,19,81,13377
1995,M,22,62,13378
1977,F,30,67,13379
1990,M,22,69,13380
1969,F,18,69,13381
1985,M,26,85,13382
1975,M,16,48,13383
1972,M,21,86,13384
1981,M,24,100,13385
1991,M,16,63,13386
1987,M,20,90,13387
1979,M,25,46,13388
1994,F,16,63,13389
1976,M,21,98,13390
1967,F,17,79,13391
1982,F,17,89,13392
1955,M,23,92,13393
1978,F,20,47,13394
1973,F,25,35,13395
1990,F,18,83,13396
1978,M,26,78,13397
1997,M,18,77,13398
1973,F,23,85,13399
1964,F,26,80,13400
1992,F,20,60,13401
1995,F,27,100,13402
1989,M,22,95,13403
1991,F,21,42,13404
1983,F,21,70,13405
1979,M,28,67,13406
1986,M,23,83,13407
1978,M,23,55,13408
1991,F,26,73,13409
1975,F,22,88,13410
1970,M,22,92,13411
1992,M,29,53,13412
1984,M,28,91,13413
1972,F,25,71,13414
1990,M,24,87,13415
1988,M,22,66,13416
1996,M,20,48,13417
1979,F,24,68,13418
1981,F,21,93,13419
1999,M,22,81,13420
1978,M,22,51,13421
1977,M,16,86,13422
1983,M,24,73,13423
1986,M,21,82,13424
1950,F,20,99,13425
1963,F,18,80,13426
1982,M,24,61,13427
1994,M,27,77,13428
1989,M,24,92,13429
1980,M,23,60,13430
1967,M,25,90,13431
1975,F,21,52,13432
1996,F,16,84,13433
1969,F,20,100,13434
1982,M,22,44,13435
1977,F,16,73,13436
1991,M,18,88,13437
1980,F,20,80,13438
1971,F,23,39,13439
1973,F,21,99,13440
1972,M,20,61,13441
2001,F,25,52,13442
1965,M,20,73,13443
1984,M,28,75,13444
1977,M,16,57,13445
1985,F,25,87,13446
1973,M,18,69,13447
1977,M,27,58,13448
1978,M,22,72,13449
1990,M,20,54,13450
2000,F,21,73,13451
1989,M,24,72,13452
1984,F,17,73,13453
1972,M,28,73,13454
1989,F,24,100,13455
1993,F,25,72,13456
1965,M,19,74,13457
1988,M,20,75,13458
1998,F,29,47,13459
1988,M,25,68,13460
1989,F,17,71,13461
1985,M,21,67,13462
1990,F,25,87,13463
1987,M,16,79,13464
1997,F,23,69,13465
1984,M,16,58,13466
1991,F,20,83,13467
1961,M,26,60,13468
1984,F,25,71,13469
1979,F,22,53,13470
1987,M,23,63,13471
1994,M,24,91,13472
1972,F,26,47,13473
1960,F,17,79,13474
1983,F,17,94,13475
1988,F,19,78,13476
1994,F,18,62,13477
1984,M,16,62,13478
1980,F,27,93,13479
1972,M,26,59,13480
1977,M,17,81,13481
1981,F,25,63,13482
1998,F,21,68,13483
1980,M,19,65,13484
1997,F,32,80,13485
1977,M,31,74,13486
1973,F,18,84,13487
1975,F,22,84,13488
1980,F,26,100,13489
1992,M,29,59,13490
1986,M,27,60,13491
1979,M,22,71,13492
1975,M,16,63,13493
1992,M,23,76,13494
1984,M,25,94,13495
1947,M,20,69,13496
1994,M,24,99,13497
1968,M,16,97,13498
1982,F,21,55,13499
1995,F,24,82,13500
1982,F,18,71,13501
1992,M,26,90,13502
1973,M,18,84,13503
1994,M,21,64,13504
1987,M,19,67,13505
1974,M,24,70,13506
1982,F,27,85,13507
1976,M,23,87,13508
1983,M,21,73,13509
1965,F,18,66,13510
1981,F,27,40,13511
1962,F,22,60,13512
1975,F,16,64,13513
1978,F,22,54,13514
1988,F,20,89,13515
1975,F,17,79,13516
1980,M,26,77,13517
2001,F,21,89,13518
1976,M,20,61,13519
1961,M,19,77,13520
1994,F,22,43,13521
1988,M,22,100,13522
1982,M,20,82,13523
1991,F,22,70,13524
1990,F,19,73,13525
1981,F,19,85,13526
1949,M,31,66,13527
1981,F,23,60,13528
1983,M,16,81,13529
1991,M,29,58,13530
1973,F,25,95,13531
1954,F,21,45,13532
1989,F,17,81,13533
1971,F,28,91,13534
1966,M,19,79,13535
1975,M,20,87,13536
1979,F,20,77,13537
1967,M,22,100,13538
1985,M,20,81,13539
1996,F,17,88,13540
1985,F,16,96,13541
1978,F,24,80,13542
1993,M,23,75,13543
1985,F,20,85,13544
1986,F,26,69,13545
1948,M,21,79,13546
1985,F,22,64,13547
1962,M,27,97,13548
1963,M,21,98,13549
1970,M,19,75,13550
2001,F,23,61,13551
1974,M,22,69,13552
1949,F,23,87,13553
1990,M,28,66,13554
2000,F,22,76,13555
1971,M,20,51,13556
1953,M,20,72,13557
1966,F,28,71,13558
1959,M,21,76,13559
1964,F,25,80,13560
1975,M,23,81,13561
1993,F,26,47,13562
1975,F,16,66,13563
1969,F,17,86,13564
1967,F,27,86,13565
1995,M,23,84,13566
1973,F,25,42,13567
1997,F,26,73,13568
1963,F,18,77,13569
1995,F,24,70,13570
1996,M,16,52,13571
1980,F,21,56,13572
2006,F,22,86,13573
1975,F,23,78,13574
1967,M,25,72,13575
1991,F,23,81,13576
1998,F,25,51,13577
1984,F,22,84,13578
1980,M,24,58,13579
1966,F,28,76,13580
1967,M,22,72,13581
1968,M,23,67,13582
1981,F,17,64,13583
1988,M,23,92,13584
1964,F,19,79,13585
1995,F,18,66,13586
1987,M,22,55,13587
1957,M,21,84,13588
1974,F,20,58,13589
1981,M,20,72,13590
1985,M,24,37,13591
1996,M,25,58,13592
1995,F,29,60,13593
1981,M,21,62,13594
1995,F,19,75,13595
1980,F,16,74,13596
1981,F,22,75,13597
1971,M,20,82,13598
1951,M,16,78,13599
1983,F,31,77,13600
1973,F,19,61,13601
1976,M,22,85,13602
1973,M,23,94,13603
1966,M,16,71,13604
1967,F,20,43,13605
1973,M,21,97,13606
1992,F,23,56,13607
1993,M,23,95,13608
1936,F,27,60,13609
1969,M,28,87,13610
1980,F,21,73,13611
1994,F,16,98,13612
1968,F,19,76,13613
1961,M,20,84,13614
1957,F,18,75,13615
1974,M,25,94,13616
1983,M,19,77,13617
1990,M,16,82,13618
1982,F,16,67,13619
1964,F,22,59,13620
1980,M,20,56,13621
1966,F,27,66,13622
1982,M,20,79,13623
1966,F,18,41,13624
1969,M,23,68,13625
1973,M,19,48,13626
1985,M,22,57,13627
1970,F,23,58,13628
1975,M,19,57,13629
1999,F,19,76,13630
1986,M,19,73,13631
1989,M,18,86,13632
1971,M,19,51,13633
1982,M,26,76,13634
1964,M,24,91,13635
1976,F,25,70,13636
1965,M,25,90,13637
1962,M,16,96,13638
1957,F,21,67,13639
2002,M,26,78,13640
1971,M,29,50,13641
1999,M,19,89,13642
1988,M,25,74,13643
1987,M,28,75,13644
1982,F,16,97,13645
1981,F,28,56,13646
1980,M,19,91,13647
1998,F,23,65,13648
1991,M,23,49,13649
1996,F,25,90,13650
1963,F,17,63,13651
1984,M,23,89,13652
1971,F,24,68,13653
1990,F,26,90,13654
1992,M,16,62,13655
1990,M,17,65,13656
1970,M,20,86,13657
1970,F,19,96,13658
1992,M,27,73,13659
1952,F,25,76,13660
1987,M,27,80,13661
1973,M,29,99,13662
1986,F,25,98,13663
1999,F,20,80,13664
1993,M,28,67,13665
1972,F,24,69,13666
1978,M,22,86,13667
1956,M,28,80,13668
1968,M,23,80,13669
1974,F,22,78,13670
1979,F,25,76,13671
1980,F,23,52,13672
1979,F,24,87,13673
1952,F,22,77,13674
1984,M,20,71,13675
1984,F,20,97,13676
1982,F,29,67,13677
1976,F,18,70,13678
1978,M,16,84,13679
1983,F,22,44,13680
1964,F,24,81,13681
1984,M,21,71,13682
1964,M,23,75,13683
1983,F,24,85,13684
1994,F,19,75,13685
1981,M,21,75,13686
1990,F,17,80,13687
1999,M,29,61,13688
1992,M,24,61,13689
1984,M,23,83,13690
1978,M,24,89,13691
1979,M,24,85,13692
1980,F,22,80,13693
1982,F,22,89,13694
1999,M,24,54,13695
1960,M,27,67,13696
1976,M,23,57,13697
1985,F,18,93,13698
1965,M,18,68,13699
1941,F,27,29,13700
1973,M,23,63,13701
1984,F,25,85,13702
1992,M,25,74,13703
1976,M,21,93,13704
1976,F,18,54,13705
1973,F,26,43,13706
1953,M,19,84,13707
1984,F,27,47,13708
1992,M,19,77,13709
1974,M,25,60,13710
1994,M,24,61,13711
1978,F,19,93,13712
1975,F,18,55,13713
1966,F,19,80,13714
1995,F,20,56,13715
1983,F,24,69,13716
1982,F,27,58,13717
1996,F,21,63,13718
1985,F,18,88,13719
1992,M,27,93,13720
1975,M,26,58,13721
1982,M,24,95,13722
1958,M,20,57,13723
1966,M,25,53,13724
1997,M,19,60,13725
1998,F,24,67,13726
1962,F,27,69,13727
1973,F,25,73,13728
1970,M,21,86,13729
1979,F,18,80,13730
1989,F,22,52,13731
2004,F,25,51,13732
1954,F,27,100,13733
1974,M,22,98,13734
1967,F,27,73,13735
1967,M,24,88,13736
1962,M,23,68,13737
1983,M,29,100,13738
1999,M,21,67,13739
1979,M,25,54,13740
1994,F,25,96,13741
1977,F,25,90,13742
1987,M,23,79,13743
1984,M,27,76,13744
1977,F,22,46,13745
1971,F,18,76,13746
2002,F,25,83,13747
1950,F,21,88,13748
2001,F,23,77,13749
1973,F,24,58,13750
1999,M,16,81,13751
1993,F,23,90,13752
1962,M,20,72,13753
1995,F,26,46,13754
2003,M,25,74,13755
1986,M,26,85,13756
1986,M,25,85,13757
1995,M,26,80,13758
1991,M,26,76,13759
1965,M,26,66,13760
1966,M,22,78,13761
1987,M,17,61,13762
1980,F,17,90,13763
2002,M,18,58,13764
1968,M,21,62,13765
1967,F,25,74,13766
1977,M,23,78,13767
1986,M,24,60,13768
1993,M,17,79,13769
1948,M,16,100,13770
1963,F,29,78,13771
1956,M,25,32,13772
1981,F,16,84,13773
1968,F,21,60,13774
1969,M,22,89,13775
1975,M,26,79,13776
1967,M,18,100,13777
2000,M,24,71,13778
1984,M,23,97,13779
1972,M,16,64,13780
1979,F,16,52,13781
1987,F,27,61,13782
1994,M,22,73,13783
1980,F,27,69,13784
1975,F,16,45,13785
1978,M,27,51,13786
1955,M,32,88,13787
1985,F,27,85,13788
1962,F,24,98,13789
1979,M,20,83,13790
1990,F,29,54,13791
1996,M,19,45,13792
1978,F,25,73,13793
1995,M,17,87,13794
1969,F,28,43,13795
1996,F,19,41,13796
1992,M,20,64,13797
1993,F,23,78,13798
1983,M,26,62,13799
1997,M,20,56,13800
1967,F,27,80,13801
1997,F,19,69,13802
1982,M,24,49,13803
1972,M,24,66,13804
2001,M,26,61,13805
1977,F,26,83,13806
1987,F,23,72,13807
1966,F,23,62,13808
1980,F,16,78,13809
1978,F,28,58,13810
1979,M,25,88,13811
2002,M,18,69,13812
1998,F,26,90,13813
1994,F,21,54,13814
1992,M,18,84,13815
1985,F,21,65,13816
1967,F,20,86,13817
1986,M,25,77,13818
1974,F,19,64,13819
1966,F,26,66,13820
1968,M,25,66,13821
1962,M,20,70,13822
1978,M,18,98,13823
1948,M,20,93,13824
1988,M,31,78,13825
1966,M,24,58,13826
1961,F,25,78,13827
1960,M,19,79,13828
1977,M,27,54,13829
1954,M,21,73,13830
1990,M,18,88,13831
1957,M,25,67,13832
1978,M,20,54,13833
1986,M,25,49,13834
1990,M,16,73,13835
1967,F,23,78,13836
1992,M,29,61,13837
1987,M,19,60,13838
1967,M,23,78,13839
1989,F,16,73,13840
1990,F,21,71,13841
1977,F,22,49,13842
1981,F,17,75,13843
2000,M,23,100,13844
1970,F,16,79,13845
1986,M,26,95,13846
1971,M,20,95,13847
1966,M,29,94,13848
1970,M,16,76,13849
1976,M,21,70,13850
1995,M,24,90,13851
1963,F,22,83,13852
1997,F,20,85,13853
1988,F,16,60,13854
1982,F,18,67,13855
1990,F,27,67,13856
1978,F,27,66,13857
1988,M,27,63,13858
1998,F,17,66,13859
1956,F,26,61,13860
1987,M,27,55,13861
1968,F,25,69,13862
1997,M,26,76,13863
1989,F,28,91,13864
1987,F,16,91,13865
1987,F,19,83,13866
1983,F,20,89,13867
1994,F,26,69,13868
1982,M,24,54,13869
1974,F,26,81,13870
1993,F,29,65,13871
1981,M,22,63,13872
1951,F,23,51,13873
1989,M,20,48,13874
1954,M,23,90,13875
1976,M,21,95,13876
1983,F,34,87,13877
2004,M,22,89,13878
1964,F,24,72,13879
1997,M,23,92,13880
1967,M,22,78,13881
1985,M,24,80,13882
1997,F,25,81,13883
1982,F,17,83,13884
1972,F,20,80,13885
1971,M,24,58,13886
1987,M,23,58,13887
1975,M,26,86,13888
1982,F,26,100,13889
1993,M,23,69,13890
1993,F,23,92,13891
1961,F,21,72,13892
2003,F,26,56,13893
1966,F,22,73,13894
1981,F,23,86,13895
1992,F,24,51,13896
2003,F,20,83,13897
2001,M,18,77,13898
1967,M,22,92,13899
1979,M,19,90,13900
1991,M,28,65,13901
1973,F,18,72,13902
1994,M,23,76,13903
1968,M,22,96,13904
1999,F,24,60,13905
2000,M,17,95,13906
1969,F,26,55,13907
1978,M,17,64,13908
1973,M,24,65,13909
1976,F,25,90,13910
1979,M,27,78,13911
1984,M,20,88,13912
1960,F,23,81,13913
1980,M,28,98,13914
1971,M,24,45,13915
1981,M,17,73,13916
1975,M,30,89,13917
1969,F,24,71,13918
1990,F,21,84,13919
1993,M,19,87,13920
1996,M,23,73,13921
1995,M,26,82,13922
2001,F,17,88,13923
1975,F,26,76,13924
1968,F,21,67,13925
1978,M,19,75,13926
1981,F,21,59,13927
1954,M,21,65,13928
1969,M,18,85,13929
1997,F,26,71,13930
1967,F,19,81,13931
1978,M,23,65,13932
1993,F,18,69,13933
2002,F,18,64,13934
1980,M,22,91,13935
1975,M,16,88,13936
1980,F,20,74,13937
1972,M,28,53,13938
1972,F,30,77,13939
1976,F,21,67,13940
1973,F,17,100,13941
1972,F,17,78,13942
1983,M,17,75,13943
1986,F,23,62,13944
1992,F,28,74,13945
1978,M,27,78,13946
1985,M,26,94,13947
1987,F,25,88,13948
1973,M,22,88,13949
1984,F,20,80,13950
1990,M,24,69,13951
1942,M,27,83,13952
1972,F,19,56,13953
1993,F,23,74,13954
1990,M,24,53,13955
1972,M,20,97,13956
1994,F,25,53,13957
1997,M,16,83,13958
1981,F,21,86,13959
1991,F,21,64,13960
1981,M,19,61,13961
1976,F,21,80,13962
1989,F,25,78,13963
1961,M,28,58,13964
1973,M,23,61,13965
1961,M,24,54,13966
1968,M,19,88,13967
1995,F,25,81,13968
1967,M,24,91,13969
1970,M,21,100,13970
1963,M,19,89,13971
1934,F,28,55,13972
1981,M,25,48,13973
1998,F,26,55,13974
1969,F,24,67,13975
1988,M,23,52,13976
1981,M,17,76,13977
1967,F,16,66,13978
