subrogation,claim_number,year_of_born,gender,email_or_tel_available,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,age_of_DL,accident_type,in_network_bodyshop,vehicle_mileage
0,9655430,1975,F,1,66,36193,0,1,Own,15034,9/13/2015,Friday,Local,1,N,37,Phone,1,3044.4,2025,Compact,15000,gray,18601.08915,16,multi_vehicle_clear,yes,52191
0,4294234,1968,M,1,77,31853,1,0,Own,20163,9/15/2016,Wednesday,Local,3,N,25,Broker,1,4069.28,2026,Medium,15000,black,14926.23874,23,multi_vehicle_clear,yes,98874
1,1157246,1969,F,1,86,50089,1,1,Own,80106,12/19/2016,Wednesday,Local,0,Y,32,Online,0,1207.17,2024,Medium,15000,silver,20431.56248,17,multi_vehicle_unclear,yes,67811
0,7554827,1967,F,0,86,35534,1,0,Own,50005,1/21/2015,Sunday,Parking Area,9,Y,41,Online,1,4875.67,2021,Medium,15000,gray,27352.10871,27,multi_vehicle_clear,no,49920
0,9078464,1995,M,1,84,47491,1,0,Own,80030,1/8/2015,Saturday,Local,8,N,30,Phone,1,8548.08,2024,Medium,48977.08875,gray,20423.71115,23,single_car,no,93964
0,7384677,1973,F,0,42,30015,0,1,Rent,15030,6/26/2016,Tuesday,Unknown,5,Y,46,Phone,0,2142.83,2023,Medium,76336.81307,silver,15876.6849,25,multi_vehicle_unclear,no,49020
0,3800010,1982,M,1,67,66403,1,1,Rent,80102,4/22/2016,Sunday,Unknown,2,N,40,Phone,0,6599.8,2013,Medium,15000,white,10086.82991,26,multi_vehicle_clear,yes,114759
0,4376059,1997,F,1,73,56606,1,0,Rent,15035,8/5/2015,Wednesday,Parking Area,0,Y,49,Broker,1,618.7,2027,Medium,15000,silver,10653.10708,26,single_car,no,40681
0,3428206,1963,F,1,77,30015,1,0,Rent,15059,1/8/2016,Monday,Highway/Intersection,0,N,51,Broker,1,21504.28,2023,Large,15848.5019,other,37274.13276,18,multi_vehicle_unclear,no,94183
0,1206683,1995,F,1,70,124993,1,0,Rent,85083,8/6/2016,Thursday,Local,0,N,22,Phone,1,1856.47,2022,Medium,48310.98164,black,15605.95976,24,multi_vehicle_clear,no,53899
0,8854714,1982,M,0,83,42008,0,0,Rent,20111,3/26/2016,Saturday,Highway/Intersection,1,N,45,Phone,1,6690.47,2023,Compact,52873.73029,other,14094.21006,16,single_car,no,127753
0,1107206,1996,M,1,52,66032,0,0,Rent,15032,6/2/2015,Wednesday,Local,11,Y,19,Broker,0,2918.12,2025,Compact,111834.1454,blue,30346.36627,16,single_car,no,108210
0,6596013,1980,F,0,56,45367,1,1,Own,15019,2/18/2016,Thursday,Local,5,Y,27,Phone,1,6423.08,2020,Medium,15000,blue,21249.2847,21,single_car,yes,27512
0,9278694,2006,F,0,86,31952,1,0,Own,85069,9/5/2015,Thursday,Parking Area,0,N,39,Broker,0,3556.28,2023,Compact,15000,blue,25678.20027,22,multi_vehicle_clear,yes,75668
1,4182855,1988,F,0,91,43387,0,1,Own,85002,10/11/2016,Friday,Parking Area,0,Y,30,Broker,1,3194.71,2025,Compact,15561.87643,white,32475.30296,21,multi_vehicle_unclear,yes,98709
1,8555583,1975,F,1,78,33844,1,1,Rent,15038,4/8/2016,Friday,Parking Area,22,N,31,Broker,0,524.7,2025,Large,15000,white,5748.555561,23,multi_vehicle_clear,no,108925
0,9338137,1967,M,0,72,57358,1,0,Own,85006,12/26/2015,Wednesday,Local,6,Y,19,Online,0,4886.98,2018,Compact,15000,red,19221.50069,25,multi_vehicle_clear,yes,124578
0,2185385,1991,F,1,81,82455,0,1,Own,50040,5/10/2016,Saturday,Parking Area,10,Y,39,Broker,0,11809.48,2022,Medium,26412.38356,black,15365.28918,23,multi_vehicle_unclear,yes,45229
0,4860114,1998,F,1,51,30015,1,0,Rent,50009,1/2/2015,Sunday,Parking Area,0,N,47,Phone,1,632.86,2026,Medium,15000,black,21236.34427,25,single_car,yes,61492
0,7732894,1990,M,1,77,61170,1,0,Own,85026,8/10/2015,Sunday,Unknown,11,Y,41,Online,1,2867.45,2025,Medium,15000,other,34272.13486,21,single_car,yes,58377
0,3931338,1984,F,0,84,75417,1,1,Own,15046,11/14/2016,Monday,Unknown,0,Y,43,Broker,0,1080.85,2022,Compact,70127.13414,red,17709.0342,22,single_car,yes,106424
1,8552636,1980,M,1,58,101355,1,0,Rent,20144,2/3/2015,Saturday,Local,0,N,35,Broker,1,1228.42,2022,Compact,32418.34094,red,14646.29302,24,multi_vehicle_unclear,yes,112015
0,9025225,1966,F,1,76,31733,1,1,Rent,20105,11/8/2015,Saturday,Unknown,10,N,50,Broker,0,17208.99,2027,Large,22845.90607,gray,35047.54354,28,multi_vehicle_clear,no,36396
0,8278221,1967,M,1,72,88703,0,1,Own,15018,5/24/2015,Friday,Parking Area,0,N,33,Broker,0,2125.07,2022,Large,36748.94652,blue,21076.06831,22,multi_vehicle_clear,yes,91013
0,1665829,1968,M,1,67,50596,0,0,Own,85002,3/20/2015,Thursday,Parking Area,0,Y,40,Online,0,1003.01,2019,Compact,27500.1954,gray,27968.49982,23,multi_vehicle_clear,yes,80002
0,9033538,1981,F,1,64,92941,1,1,Rent,20119,4/24/2016,Tuesday,Parking Area,0,N,49,Phone,1,1003,2021,Medium,42670.69411,black,25585.5291,17,multi_vehicle_unclear,yes,67959
0,8211305,1988,M,0,92,70357,0,0,Own,20119,4/29/2016,Monday,Unknown,0,N,31,Online,0,5154.56,2023,Medium,15000,red,26722.22673,23,multi_vehicle_clear,yes,66289
1,9066295,1964,F,1,79,45348,0,0,Rent,80045,4/24/2015,Monday,Highway/Intersection,6,Y,33,Broker,1,12752.38,2018,Compact,15000,other,8404.115536,19,multi_vehicle_clear,no,75701
0,8613792,1985,M,1,77,61573,1,0,Rent,50025,12/7/2016,Wednesday,Parking Area,0,N,34,Broker,1,4637.73,2027,Large,15000,blue,61693.2554,24,multi_vehicle_unclear,yes,66880
0,5886423,1990,F,0,68,40621,0,1,Rent,85019,7/26/2016,Sunday,Unknown,0,N,29,Online,0,3762.03,2023,Compact,22780.28939,red,24097.71418,23,single_car,yes,99675
1,8233066,1995,F,1,66,124993,0,0,Rent,50041,11/13/2016,Sunday,Parking Area,0,N,38,Broker,0,1353.98,2023,Medium,38627.68208,silver,9906.362176,18,multi_vehicle_clear,yes,77289
0,5927687,1989,F,1,83,31153,1,1,Own,15009,6/1/2015,Monday,Local,12,N,44,Phone,0,2079.36,2027,Medium,48942.93276,white,33748.47409,21,single_car,yes,112558
0,6144030,1987,M,1,55,119438,1,0,Own,80007,3/26/2016,Wednesday,Highway/Intersection,9,N,51,Online,0,8191.64,2022,Compact,15000,red,15867.51203,22,single_car,yes,78915
0,1271176,1957,M,1,84,92804,0,0,Rent,50040,4/11/2015,Monday,Highway/Intersection,11,N,35,Online,0,1735.15,2024,Large,27144.02755,blue,9327.890326,21,multi_vehicle_unclear,yes,80865
0,4100543,1989,F,1,88,119798,1,1,Own,85015,3/20/2016,Saturday,Highway/Intersection,0,N,42,Online,1,1739.38,2019,Compact,25767.26233,red,20529.52476,22,single_car,yes,97787
0,6588382,1974,F,1,58,33413,0,1,Rent,50052,7/4/2015,Thursday,Parking Area,0,N,41,Broker,0,1095.06,2018,Large,15000,blue,30747.78962,20,multi_vehicle_unclear,yes,79078
0,7135070,1981,M,0,72,49541,1,1,Own,85008,1/25/2015,Wednesday,Local,0,Y,37,Broker,0,8034.79,2024,Medium,26670.62511,black,43419.68978,20,multi_vehicle_unclear,no,72195
1,9466972,1985,M,1,37,91661,1,1,Rent,85023,2/21/2015,Wednesday,Local,0,N,28,Broker,0,2239.35,2021,Compact,43582.9187,silver,13458.68865,24,single_car,no,69540
1,6029855,1996,M,1,58,71602,0,0,Own,50005,8/27/2015,Friday,Unknown,2,Y,34,Broker,0,3765.21,2014,Compact,15000,white,13057.86327,25,multi_vehicle_clear,yes,93902
0,1908933,1995,F,1,60,78346,1,1,Own,85030,1/31/2016,Friday,Parking Area,11,N,37,Broker,1,3314.99,2025,Medium,82329.84307,red,20720.68948,29,multi_vehicle_clear,yes,59553
0,6801909,1981,M,1,62,30015,0,0,Own,15033,6/28/2015,Thursday,Unknown,0,N,41,Broker,0,10091.9,2025,Large,37264.85842,blue,31452.11379,21,multi_vehicle_clear,yes,40970
1,1303557,1995,F,1,75,60608,0,1,Own,85032,3/9/2015,Monday,Highway/Intersection,8,N,37,Phone,0,5859.02,2023,Large,36517.6666,white,21374.33583,19,multi_vehicle_unclear,yes,107665
0,4133312,1980,F,1,74,30015,1,1,Own,20149,9/25/2015,Monday,Local,0,N,46,Phone,1,10586.5,2026,Medium,15000,gray,10559.60003,16,multi_vehicle_clear,no,13899
0,9152250,1981,F,0,75,31919,1,0,Rent,85044,6/26/2015,Thursday,Unknown,0,N,35,Broker,1,819.57,2027,Compact,15000,blue,25515.8919,22,multi_vehicle_clear,yes,73771
0,5271549,1971,M,1,82,32261,1,0,Own,50048,3/14/2016,Monday,Local,8,N,52,Broker,1,6017.95,2024,Large,30612.40831,blue,40075.62713,20,multi_vehicle_clear,yes,111413
0,9425876,1951,M,1,78,30015,1,1,Rent,15012,1/11/2015,Wednesday,Parking Area,0,N,30,Phone,1,998.16,2027,Large,53588.15104,other,11908.59459,16,single_car,yes,124858
0,7118750,1983,F,1,77,33407,0,1,Own,80024,10/23/2016,Wednesday,Unknown,0,N,37,Broker,0,368.98,2023,Compact,15000,gray,16404.93263,31,multi_vehicle_unclear,yes,78736
0,9301917,1973,F,0,61,30015,1,1,Own,20104,8/26/2015,Wednesday,Local,0,Y,18,Broker,1,10317.38,2025,Compact,43104.07862,gray,9835.48581,19,multi_vehicle_unclear,yes,60200
0,8178034,1976,M,0,85,73482,0,1,Own,85002,10/14/2015,Friday,Highway/Intersection,0,N,26,Broker,1,7489.67,2022,Compact,23119.88014,white,25066.57999,22,single_car,yes,58887
0,4387945,1973,M,0,94,50405,1,0,Own,50042,12/1/2015,Monday,Highway/Intersection,2,Y,30,Phone,1,9001.93,2021,Compact,52943.88116,black,22074.46898,23,single_car,no,106181
0,5624811,1966,M,1,71,67695,0,0,Own,50009,5/31/2016,Thursday,Local,19,Y,32,Online,0,1646.54,2025,Medium,15000,red,45604.32635,16,single_car,yes,89634
0,4768905,1997,F,1,83,37964,1,1,Own,85023,6/26/2015,Thursday,Parking Area,0,Y,37,Phone,1,2335.85,2026,Large,19347.65349,silver,26361.73421,21,multi_vehicle_clear,yes,124870
0,9844252,1967,F,0,43,30015,1,0,Own,80016,10/28/2015,Sunday,Parking Area,0,Y,35,Broker,1,1050.73,2021,Compact,15000,white,12842.59607,20,multi_vehicle_unclear,no,67179
0,6664387,1973,M,1,97,53190,1,0,Own,80108,8/1/2015,Wednesday,Local,0,Y,41,Phone,0,4434.23,2026,Large,15000,white,25784.57861,21,multi_vehicle_clear,no,54785
0,7698820,1986,F,0,89,30015,1,1,Rent,80016,12/9/2015,Tuesday,Parking Area,0,Y,46,Phone,1,7244.89,2019,Large,49745.25317,silver,24783.04768,27,multi_vehicle_unclear,yes,59426
0,1613448,1994,F,1,76,34771,1,0,Own,20134,6/30/2016,Thursday,Local,0,N,35,Broker,1,1053.72,2027,Compact,20689.41232,silver,8296.787233,22,multi_vehicle_clear,no,74106
0,9744375,1992,F,1,56,55502,1,1,Own,50036,7/24/2015,Wednesday,Highway/Intersection,0,N,50,Broker,1,1936.08,2026,Large,32972.04581,gray,14397.78409,23,single_car,yes,94270
0,5805946,1978,M,1,100,35500,1,1,Rent,85035,6/20/2016,Thursday,Unknown,0,N,31,Broker,0,3299.59,2012,Compact,15000,red,19074.84862,22,multi_vehicle_clear,no,74770
0,3556880,1993,M,1,95,42131,1,1,Own,50054,7/27/2016,Wednesday,Unknown,5,N,51,Broker,0,793.02,2024,Medium,15000,white,35179.79336,23,single_car,yes,37910
0,5803419,1936,F,1,60,36047,1,0,Rent,20120,8/21/2016,Tuesday,Unknown,0,N,43,Broker,1,2007.99,2024,Medium,15000,white,26008.1004,27,single_car,yes,94077
0,5419176,1969,M,0,87,93123,0,0,Own,20103,4/19/2015,Tuesday,Local,7,Y,37,Phone,1,2918.29,2023,Large,15000,gray,37251.18359,28,single_car,yes,64200
0,4052110,1980,F,1,73,30015,1,1,Rent,85045,5/29/2016,Sunday,Local,10,N,39,Phone,0,2352.8,2026,Large,36176.35366,red,13228.70885,21,multi_vehicle_clear,no,55314
0,4594052,1965,F,0,79,50285,1,1,Rent,50031,7/30/2016,Saturday,Unknown,0,N,43,Phone,0,1195.22,2027,Large,15000,silver,20711.01256,18,multi_vehicle_clear,yes,71754
0,1074152,2001,F,1,76,30015,0,1,Rent,15001,9/16/2015,Monday,Parking Area,4,N,22,Broker,1,913.07,2019,Medium,15000,white,21738.15301,20,single_car,no,40083
1,5023759,1994,F,0,98,35199,1,1,Rent,20152,9/29/2016,Friday,Unknown,8,Y,29,Phone,1,748.05,2023,Compact,15000,red,16226.03101,16,multi_vehicle_unclear,yes,79362
1,1599557,1968,F,0,76,32312,0,1,Rent,50027,9/23/2016,Monday,Highway/Intersection,0,N,40,Phone,0,1533.45,2023,Medium,15000,blue,9497.060829,19,multi_vehicle_clear,yes,78415
0,3192955,1961,M,0,84,72675,1,1,Rent,20119,12/5/2016,Thursday,Highway/Intersection,25,N,31,Phone,1,7148.04,2022,Large,15000,silver,12297.30875,20,multi_vehicle_clear,no,47704
0,5018995,1957,F,1,75,43337,1,1,Rent,80027,11/20/2016,Sunday,Highway/Intersection,0,N,32,Online,0,10662.13,2018,Medium,15000,silver,46187.21533,18,multi_vehicle_clear,no,80624
0,5375386,1974,M,0,94,58896,0,0,Rent,85007,8/29/2015,Wednesday,Unknown,0,Y,22,Broker,0,1316.13,2023,Compact,22459.18659,red,10646.45897,25,single_car,yes,77828
0,3626912,1976,F,1,57,34505,0,0,Rent,20136,5/6/2015,Sunday,Unknown,17,Y,36,Phone,0,975.89,2015,Medium,53574.83189,white,9746.469943,20,multi_vehicle_clear,yes,110597
0,1173310,1987,M,0,45,57271,0,0,Rent,80021,12/24/2015,Wednesday,Highway/Intersection,0,N,52,Phone,0,1639.13,2019,Medium,15000,white,32466.26572,22,multi_vehicle_clear,yes,91705
1,2228775,1983,M,1,77,40565,0,0,Rent,15005,12/16/2016,Monday,Highway/Intersection,0,Y,47,Broker,1,3082.09,2024,Large,33083.23365,red,22430.12473,19,multi_vehicle_clear,yes,39506
0,5830320,1990,M,1,82,33986,0,1,Rent,20139,11/9/2015,Wednesday,Parking Area,0,N,35,Broker,1,3176.86,2022,Compact,19561.2335,black,18277.72925,16,multi_vehicle_clear,yes,104003
1,5847615,1982,F,0,67,55894,0,1,Rent,80108,7/11/2015,Wednesday,Local,0,N,36,Phone,0,1422.56,2026,Large,27745.82129,blue,19805.48311,16,multi_vehicle_clear,yes,86091
0,2174485,1964,F,1,59,30015,1,1,Rent,85077,10/12/2016,Friday,Unknown,0,N,27,Broker,0,1101.44,2022,Medium,27960.47021,gray,12600.76119,22,multi_vehicle_clear,yes,106962
0,1505415,1983,M,1,100,100465,1,0,Own,80002,10/6/2015,Monday,Local,0,Y,30,Phone,0,1060.88,2022,Large,15000,blue,14573.04637,26,multi_vehicle_unclear,yes,124338
0,6761285,1980,M,1,56,66612,1,1,Own,15025,7/20/2015,Sunday,Parking Area,17,N,52,Broker,0,1467.55,2025,Medium,39434.83261,black,9274.155881,20,multi_vehicle_clear,yes,79570
0,3044064,1966,F,1,66,66802,1,1,Rent,50037,6/13/2015,Sunday,Parking Area,0,N,48,Broker,1,2573.61,2024,Medium,35924.19025,blue,43159.60878,27,single_car,yes,32882
0,6155406,1988,M,1,91,42480,0,0,Rent,85045,3/17/2015,Saturday,Local,0,Y,26,Online,1,1686.79,2022,Large,50967.32166,red,10837.54293,20,multi_vehicle_clear,yes,49785
0,4383273,1984,M,1,100,30015,1,1,Rent,85067,7/20/2016,Thursday,Parking Area,0,N,50,Broker,1,1655.03,2023,Large,69253.10769,white,28743.87355,26,multi_vehicle_unclear,yes,80002
0,4580177,1991,M,0,79,39938,0,1,Rent,15021,8/20/2016,Saturday,Unknown,0,Y,57,Broker,1,5533.39,2025,Large,15000,black,24934.75603,24,multi_vehicle_unclear,no,51749
1,8274719,1991,M,1,58,38038,1,1,Rent,20135,11/14/2016,Tuesday,Highway/Intersection,15,N,34,Phone,1,4430.75,2023,Compact,91259.36317,other,21404.37545,29,multi_vehicle_clear,no,86649
0,3779433,1982,M,0,79,30015,0,1,Rent,50002,8/22/2016,Thursday,Unknown,0,N,54,Broker,1,3996.25,2024,Medium,53581.6539,blue,31384.90468,20,multi_vehicle_clear,yes,96037
0,3713200,1980,M,0,79,63308,1,1,Rent,20120,7/11/2016,Monday,Parking Area,0,N,32,Broker,1,4043.4,2027,Large,43031.39652,other,29972.46715,23,multi_vehicle_clear,yes,100976
0,2519787,1981,F,1,75,37124,0,1,Own,85015,10/13/2015,Saturday,Highway/Intersection,7,Y,46,Phone,1,3040.39,2026,Medium,15000,gray,19211.33976,20,multi_vehicle_clear,yes,81977
0,4504993,1979,M,1,39,124993,0,1,Rent,15047,8/13/2015,Tuesday,Unknown,0,Y,48,Broker,0,5350.76,2027,Medium,15000,red,41500.08967,23,multi_vehicle_clear,yes,119359
0,6875814,1994,M,1,93,74132,1,1,Rent,15052,5/12/2015,Sunday,Unknown,0,N,40,Broker,0,458.24,2010,Medium,15000,white,29168.71885,23,multi_vehicle_clear,no,133490
1,5467780,1966,F,0,41,68578,1,1,Rent,15028,4/1/2015,Wednesday,Local,2,N,28,Broker,1,1688.41,2025,Compact,34402.42542,blue,19277.28839,18,multi_vehicle_clear,yes,88319
0,6843918,1969,M,1,68,53473,1,1,Rent,80006,10/22/2016,Monday,Parking Area,7,N,48,Phone,1,1670.33,2023,Large,15000,other,6949.490413,23,single_car,yes,86416
0,6330428,1973,M,1,48,38551,1,1,Own,15022,9/9/2016,Monday,Parking Area,0,N,27,Broker,0,811.79,2020,Large,24180.06529,gray,16853.51598,19,multi_vehicle_clear,no,59275
0,9506060,1985,F,1,68,124993,0,1,Own,85027,8/6/2015,Monday,Local,1,Y,42,Online,0,1912.04,2023,Large,38692.37344,silver,17466.94576,19,single_car,yes,500
1,8839469,1985,M,1,57,124993,0,0,Rent,50047,2/16/2015,Saturday,Highway/Intersection,2,N,29,Broker,0,4590.22,2019,Medium,21158.26272,black,19253.59418,22,single_car,yes,110297
1,8637497,1970,F,1,58,30015,0,1,Rent,50014,1/21/2016,Wednesday,Unknown,7,N,30,Online,1,1517.5,2022,Compact,15000,red,16474.54344,23,multi_vehicle_unclear,no,102660
0,9826612,1987,M,1,65,30015,0,0,Rent,85050,5/25/2015,Wednesday,Unknown,10,Y,44,Phone,1,1589.13,2027,Compact,77257.43793,gray,19397.54392,25,single_car,no,104110
0,9239371,1975,M,0,57,52575,1,0,Own,50012,3/24/2016,Sunday,Highway/Intersection,7,N,42,Phone,0,1421.21,2025,Large,15000,gray,8039.369305,19,multi_vehicle_clear,yes,60220
0,1386096,1971,F,0,62,53387,0,0,Rent,80020,5/13/2015,Monday,Local,0,N,24,Phone,0,8748.73,2023,Large,15000,gray,20133.74388,19,single_car,yes,67875
1,4752866,1999,F,0,76,124993,1,0,Own,85021,5/2/2016,Monday,Highway/Intersection,6,Y,38,Online,1,2791.01,2018,Large,80854.78761,blue,18466.61887,19,multi_vehicle_clear,yes,83194
0,6470619,1958,M,1,51,63144,1,1,Rent,15009,11/15/2015,Saturday,Highway/Intersection,7,N,27,Broker,1,571.15,2023,Large,31537.05089,white,24663.60204,25,multi_vehicle_unclear,yes,62837
1,4072517,1986,M,0,73,124993,0,1,Own,50054,12/26/2016,Thursday,Local,1,Y,22,Online,1,1160.26,2025,Large,58797.05244,black,10460.4278,19,multi_vehicle_unclear,yes,19601
0,5238632,1989,M,0,86,63080,1,1,Own,80036,8/19/2016,Sunday,Highway/Intersection,8,N,43,Broker,1,3121.99,2023,Medium,23119.88014,white,45511.15041,18,single_car,yes,64449
0,7740107,1971,M,1,51,30015,1,0,Rent,20141,11/19/2016,Saturday,Unknown,10,Y,61,Phone,0,609.52,2022,Medium,32214.24797,black,31316.38027,19,multi_vehicle_clear,no,56769
0,5316298,1982,M,1,76,73247,1,0,Rent,50043,1/26/2015,Wednesday,Local,4,Y,29,Online,0,968.42,2024,Medium,15000,red,32986.73524,26,single_car,yes,82744
0,1546674,1984,M,0,74,93818,1,1,Own,15001,4/8/2015,Saturday,Unknown,7,N,21,Broker,1,1253.42,2023,Medium,15000,red,23963.59734,24,multi_vehicle_unclear,yes,107985
0,5717318,1962,M,1,70,99284,1,0,Rent,50001,1/15/2015,Thursday,Unknown,1,Y,49,Broker,0,1514.5,2017,Medium,15000,silver,32311.41344,25,single_car,yes,54172
0,1476214,1964,M,0,91,43919,0,1,Rent,15044,9/21/2015,Friday,Local,4,N,45,Broker,1,6564.4,2023,Compact,15000,other,38208.45387,24,multi_vehicle_unclear,yes,70430
0,8452087,1984,F,1,76,31909,1,0,Rent,20102,12/23/2015,Monday,Parking Area,2,N,43,Online,0,3700.18,2019,Large,34243.67036,gray,32319.77322,16,single_car,yes,81778
0,8982604,1976,F,0,70,124993,1,0,Rent,20146,6/28/2015,Monday,Unknown,0,N,43,Broker,1,2415.46,2026,Compact,15000,gray,13921.97718,25,multi_vehicle_unclear,yes,106120
0,1438974,1965,M,0,90,76415,0,0,Own,80013,8/6/2016,Wednesday,Unknown,10,Y,28,Phone,0,2196.08,2026,Compact,64471.37589,black,13145.54427,25,single_car,no,89205
1,3926465,1962,M,1,96,45939,0,1,Rent,50040,8/4/2015,Thursday,Local,5,Y,40,Phone,1,829.84,2016,Large,15000,blue,18370.09136,16,multi_vehicle_unclear,no,67265
0,4522826,1957,F,1,67,30015,0,0,Rent,80028,3/19/2015,Wednesday,Parking Area,0,N,24,Online,0,7565.5,2014,Large,15000,white,13468.10963,21,single_car,yes,104227
0,8274360,2002,M,1,78,101834,1,0,Rent,20118,7/18/2016,Thursday,Highway/Intersection,0,N,36,Broker,0,697.1,2021,Medium,36013.63137,red,16529.13229,26,multi_vehicle_clear,yes,54765
0,6730854,1971,M,1,50,30015,1,1,Rent,85038,4/19/2016,Sunday,Unknown,3,N,27,Online,1,2165.6,2019,Compact,25029.71112,blue,22031.14389,29,multi_vehicle_unclear,no,70226
0,9967320,1999,M,0,89,30015,0,0,Own,80041,7/28/2015,Wednesday,Highway/Intersection,0,N,49,Phone,1,945.05,2022,Compact,15000,black,21421.8004,19,multi_vehicle_clear,no,77884
0,9906515,1988,M,0,74,77067,1,1,Own,20132,10/19/2016,Thursday,Parking Area,0,N,25,Broker,1,2543.83,2026,Medium,30195.24538,red,27585.90279,25,single_car,yes,96951
0,1167538,1987,M,0,75,64179,0,1,Own,85027,6/4/2016,Friday,Parking Area,0,Y,48,Broker,1,1212.43,2027,Compact,36270.26393,gray,24908.79757,28,single_car,yes,77517
0,9161744,1982,F,1,97,30015,1,1,Own,85070,7/5/2015,Tuesday,Highway/Intersection,10,Y,31,Phone,1,7221.95,2024,Medium,15000,other,78684.52201,16,single_car,yes,119454
0,9469921,1981,F,1,56,63956,1,1,Own,80107,5/18/2015,Wednesday,Highway/Intersection,5,N,38,Broker,0,1861.39,2007,Compact,32609.62317,white,14026.46633,28,multi_vehicle_unclear,no,92597
0,9460984,1980,M,1,91,30015,0,0,Rent,85030,6/21/2016,Wednesday,Highway/Intersection,2,N,41,Phone,1,3333.92,2025,Medium,49427.53308,blue,31252.29201,19,single_car,yes,114724
0,3205452,1998,F,1,65,124993,1,1,Own,80042,11/29/2015,Wednesday,Parking Area,0,Y,46,Broker,1,1610.47,2023,Compact,38044.6289,gray,13818.75346,23,single_car,no,57721
0,7437557,1991,M,0,49,68188,1,0,Rent,20142,4/17/2015,Wednesday,Local,2,N,48,Broker,1,626.76,2022,Medium,48634.28477,white,23344.2287,23,single_car,yes,85460
1,4662545,1984,M,0,70,90067,0,1,Own,85053,6/6/2015,Wednesday,Unknown,18,N,26,Broker,1,5191.55,2021,Medium,27137.93663,other,39851.03176,21,multi_vehicle_unclear,yes,57392
1,3369848,1996,F,1,90,44790,0,1,Rent,50021,1/14/2016,Tuesday,Unknown,0,Y,44,Online,0,2880.67,2011,Medium,42856.87359,blue,39830.68393,25,multi_vehicle_unclear,yes,97147
0,7452473,1963,F,1,63,62521,1,1,Own,15003,5/7/2016,Thursday,Unknown,0,N,32,Broker,0,13334.78,2026,Medium,15000,white,33610.1898,17,single_car,yes,135521
0,8482640,1984,M,1,89,43148,1,0,Own,20148,2/15/2016,Wednesday,Local,0,N,29,Broker,1,8074.81,2025,Compact,29431.48947,other,19246.44067,23,multi_vehicle_clear,yes,87846
0,4187564,1971,F,0,68,43399,1,0,Own,80002,3/10/2015,Tuesday,Parking Area,0,N,38,Broker,0,16962.71,2025,Large,15000,blue,9498.448052,24,multi_vehicle_clear,yes,150640
1,5176774,1990,F,1,90,54674,0,0,Rent,50026,1/25/2015,Friday,Unknown,0,Y,31,Online,1,1782.23,2018,Medium,15000,white,30601.56378,26,multi_vehicle_unclear,yes,95103
0,3066851,1992,M,1,62,110455,1,1,Own,85046,8/7/2015,Monday,Parking Area,0,N,57,Broker,1,3300.2,2025,Medium,64368.79665,silver,28926.48299,16,multi_vehicle_clear,yes,72422
0,7972167,1984,M,1,79,102643,1,1,Own,15014,3/1/2015,Tuesday,Local,0,Y,44,Phone,1,317.12,2027,Large,34053.08987,gray,6530.047628,25,single_car,no,40031
0,7742991,1990,M,0,65,30015,1,1,Own,15004,10/24/2016,Wednesday,Parking Area,0,N,47,Broker,1,4405.67,2024,Compact,15000,white,27505.85664,17,multi_vehicle_unclear,yes,95714
1,3448006,1970,M,0,86,59004,1,0,Own,15025,11/6/2015,Tuesday,Highway/Intersection,0,N,46,Online,1,6378.41,2023,Large,15000,red,20417.31735,20,multi_vehicle_clear,no,145608
0,5025215,1970,F,1,96,99682,1,1,Rent,20148,4/28/2015,Tuesday,Local,0,Y,48,Broker,0,10829.44,2024,Large,15000,gray,21043.03248,19,single_car,no,149593
1,4429388,1992,M,1,73,66640,1,1,Own,80002,3/19/2015,Saturday,Local,1,Y,29,Online,0,2229.29,2022,Compact,29457.03429,silver,17841.65124,27,multi_vehicle_unclear,no,153975
0,6597426,1952,F,1,76,56233,1,1,Own,20148,1/12/2016,Friday,Unknown,2,Y,33,Broker,1,4310.67,2024,Large,64989.84989,black,33135.61728,25,multi_vehicle_clear,yes,114831
0,1065143,1987,M,1,80,67518,0,0,Own,85032,9/24/2015,Saturday,Unknown,11,N,30,Phone,0,9737.45,2022,Large,15000,red,10816.15924,27,multi_vehicle_clear,yes,55503
0,6570786,1979,M,0,73,124993,1,0,Rent,15012,10/5/2015,Sunday,Unknown,19,N,39,Phone,0,2581.03,2023,Medium,15000,red,12738.95862,23,multi_vehicle_clear,no,65739
0,3870640,1973,M,1,99,58858,1,0,Rent,50047,1/17/2016,Monday,Highway/Intersection,0,N,47,Broker,0,3606.55,2026,Medium,15000,black,38025.51779,29,single_car,yes,83242
0,2873783,1980,M,1,92,36016,0,1,Own,80040,8/13/2016,Saturday,Parking Area,1,N,36,Online,1,1098.83,2021,Medium,54572.12385,white,10505.46492,16,multi_vehicle_clear,yes,128995
0,4109039,1986,F,1,98,59038,1,1,Rent,85010,7/26/2015,Friday,Unknown,19,N,32,Broker,0,4791.79,2016,Compact,24626.87777,red,8956.8459,25,multi_vehicle_clear,yes,104810
