claim_number,accident_key,policy_report_filed_ind,witness_present_ind,past_num_of_claims,claim_est_payout
7201377,10.0,1,Y,0.0,2859.13
7217956,11.0,1,Y,8.0,2858.44
9017884,5.0,1,Y,4.0,2858.29
8563210,11.0,1,Y,0.0,2857.49
5051092,11.0,1,Y,0.0,2857.19
3972522,9.0,1,Y,2.0,2857.19
7258928,3.0,1,Y,0.0,2857.07
3399794,1.0,1,Y,0.0,2855.02
7326028,4.0,1,Y,3.0,2854.22
5195770,11.0,1,Y,0.0,2851.91
9276810,3.0,1,Y,0.0,2849.21
8924566,1.0,1,Y,0.0,2845.45
8579574,5.0,1,Y,0.0,2844.86
4301790,12.0,1,Y,13.0,2844.75
5037875,7.0,1,Y,0.0,2843.86
2731281,12.0,1,Y,5.0,2842.2
4883419,2.0,1,Y,0.0,2841.89
6764476,5.0,1,Y,13.0,2841.87
2718432,4.0,1,Y,5.0,2840.72
8892193,11.0,1,Y,0.0,2838.38
5427212,4.0,1,Y,20.0,2837.47
8517997,11.0,1,Y,4.0,2836.05
3712187,8.0,1,Y,0.0,2834.49
8035973,4.0,1,Y,0.0,2834.31
4984981,7.0,1,Y,0.0,2830.01
2110854,8.0,1,Y,14.0,2829.18
8052949,9.0,1,Y,0.0,2825.89
8506714,8.0,1,Y,15.0,2825.3
6712635,6.0,1,Y,0.0,2824.88
1049758,8.0,1,Y,0.0,2823.86
2841959,8.0,1,Y,0.0,2818.13
1763051,9.0,1,Y,2.0,2816.73
9620496,4.0,1,Y,0.0,2815.3
9071249,8.0,1,Y,15.0,2814.82
3981406,5.0,1,Y,0.0,2814.8
2144274,12.0,1,Y,3.0,2812.1
6123173,4.0,1,Y,0.0,2811.9
4036230,3.0,1,Y,0.0,2811.6
7135419,10.0,1,Y,0.0,2810.24
9646452,10.0,1,Y,10.0,2809.21
4200585,11.0,1,Y,7.0,2807.84
6708470,1.0,1,Y,3.0,2807.83
2833868,9.0,1,Y,6.0,2805.88
4811301,8.0,1,Y,0.0,2804.86
3724369,3.0,1,Y,0.0,2800.84
2845243,7.0,1,Y,0.0,2798.6
1358221,4.0,1,Y,0.0,2797.45
4348075,2.0,1,Y,9.0,2793.15
7650318,10.0,1,Y,3.0,2791.45
4752866,3.0,1,Y,6.0,2791.01
4524438,7.0,1,Y,0.0,2789.42
9084911,3.0,1,Y,9.0,2782.6
3837409,6.0,1,Y,12.0,2782.54
2118596,12.0,1,Y,0.0,2782.43
7358068,2.0,1,Y,4.0,2781.66
9948495,1.0,1,Y,0.0,2781.48
8181062,7.0,1,Y,7.0,2779.26
1214686,1.0,1,Y,0.0,2777.08
9380680,11.0,1,Y,0.0,2776.48
8450064,5.0,1,Y,0.0,2773.99
4303403,3.0,1,Y,0.0,2772.8
5232961,1.0,1,Y,4.0,2772.79
6843680,8.0,1,Y,2.0,2768.19
4904575,4.0,1,Y,2.0,2767.76
5363292,3.0,1,Y,0.0,2766.48
9944996,1.0,1,Y,8.0,2762.97
2006031,2.0,1,Y,8.0,2762.96
3625006,9.0,1,Y,0.0,2762.65
7605906,3.0,1,Y,8.0,2761.05
5085843,9.0,1,Y,0.0,2760.39
7172359,2.0,1,Y,0.0,2756.41
1666523,9.0,1,Y,0.0,2755.44
3355133,11.0,1,Y,0.0,2755.28
7515054,7.0,1,Y,5.0,2755.07
3770603,8.0,1,Y,9.0,2751.22
6392610,7.0,1,Y,15.0,2750.56
9588864,3.0,1,Y,12.0,2750.45
6831008,3.0,1,Y,0.0,2750.31
9490476,10.0,1,Y,4.0,2749.31
8203239,1.0,1,Y,0.0,2747.81
3377075,2.0,1,Y,4.0,2743.72
2495881,5.0,1,Y,0.0,2743.41
8963455,10.0,1,Y,0.0,2742.12
7958223,12.0,1,Y,0.0,2741.87
2182040,9.0,1,Y,0.0,2740.63
4499025,10.0,1,Y,1.0,2740.62
4991844,7.0,1,Y,15.0,2736.81
7096355,9.0,1,Y,1.0,2736.08
6546030,12.0,1,Y,0.0,2735.43
6342564,10.0,1,Y,0.0,2731.85
9220809,8.0,1,Y,0.0,2731.05
6866270,11.0,1,Y,0.0,2730.57
9292018,4.0,1,Y,0.0,2730.53
2815030,4.0,1,Y,0.0,2728.97
2005366,11.0,1,Y,0.0,2727.69
5921682,12.0,1,Y,0.0,2726.4
9506574,5.0,1,Y,0.0,2724.77
9794742,7.0,1,Y,15.0,2723.63
1328396,9.0,1,Y,0.0,2722.74
1502358,3.0,1,Y,11.0,2719.71
6999896,2.0,1,Y,0.0,2718.64
4546525,6.0,1,Y,5.0,2718.35
4103771,10.0,1,Y,13.0,2716.99
5114883,12.0,1,Y,0.0,2715.75
3690218,6.0,1,Y,0.0,2713.42
4839468,8.0,1,Y,17.0,2710.9
7963786,9.0,1,Y,0.0,2710.01
6584868,11.0,1,Y,0.0,2708.02
1786361,7.0,1,Y,0.0,2706.2
7454711,8.0,1,Y,0.0,2705.57
7901230,2.0,1,Y,0.0,2704.02
8653463,8.0,1,Y,0.0,2703.54
5649278,6.0,1,Y,0.0,2703.08
5642066,3.0,1,Y,0.0,2702.79
3980914,1.0,1,Y,0.0,2702.23
3183450,10.0,1,Y,7.0,2701.11
9537683,1.0,1,Y,0.0,2698.23
4271967,8.0,1,Y,16.0,2697.02
5096359,3.0,1,Y,12.0,2694.43
6730077,4.0,1,Y,0.0,2694.43
2359759,9.0,1,Y,10.0,2693.5
7052045,4.0,1,Y,8.0,2693.39
4635045,11.0,1,Y,3.0,2692.82
9202782,11.0,1,Y,10.0,2692.46
3264067,12.0,1,Y,11.0,2691.97
3006675,3.0,1,Y,15.0,2691.63
4180639,6.0,1,Y,7.0,2689.18
3201126,10.0,1,Y,6.0,2688.18
5529324,3.0,1,Y,8.0,2687.91
2447618,3.0,1,Y,0.0,2685.07
6316046,9.0,1,Y,0.0,2682.09
5586933,3.0,1,Y,0.0,2676.76
3995577,3.0,1,Y,0.0,2675.8
8977201,10.0,1,Y,12.0,2675.1
4579190,8.0,1,Y,3.0,2673.78
3044061,1.0,1,Y,8.0,2672.75
7585286,4.0,1,Y,0.0,2672.44
5613144,1.0,1,Y,3.0,2670.2
7250790,12.0,1,Y,11.0,2668.58
4010454,3.0,1,Y,3.0,2664.63
7874583,2.0,1,Y,3.0,2662.71
3131047,1.0,1,Y,8.0,2658.29
3384254,4.0,1,Y,1.0,2658.28
2423588,3.0,1,Y,5.0,2657.61
1875155,3.0,1,Y,0.0,2655.44
9795872,11.0,1,Y,4.0,2655.04
2780213,1.0,1,Y,11.0,2654.7
6175906,5.0,1,Y,0.0,2653.08
1511131,8.0,1,Y,19.0,2651.16
2599236,1.0,1,Y,0.0,2650.09
6912040,3.0,1,Y,0.0,2649.09
7063190,10.0,1,Y,2.0,2649.06
1807233,2.0,1,Y,9.0,2648.29
1216975,5.0,1,Y,0.0,2648.21
7359446,7.0,1,Y,0.0,2648.0
6329502,7.0,1,Y,0.0,2636.61
9450876,10.0,1,Y,0.0,2635.34
6137207,3.0,1,Y,0.0,2634.38
2154288,11.0,1,Y,0.0,2633.57
5948200,8.0,1,Y,3.0,2632.95
4660088,9.0,1,Y,1.0,2631.11
8232562,11.0,1,Y,4.0,2630.25
6715154,3.0,1,Y,6.0,2629.91
6346108,9.0,1,Y,13.0,2628.26
4875524,5.0,1,Y,17.0,2628.03
4093748,6.0,1,Y,0.0,2626.96
7132797,2.0,1,Y,0.0,2626.1
6299850,7.0,1,Y,0.0,2625.77
2809903,3.0,1,Y,13.0,2625.23
2788267,3.0,1,Y,0.0,2624.49
1133268,3.0,1,Y,0.0,2618.57
9362728,9.0,1,Y,0.0,2617.95
4344938,8.0,1,Y,0.0,2617.19
5056621,8.0,1,Y,0.0,2617.02
5881348,10.0,1,Y,21.0,2616.49
6431179,5.0,1,Y,0.0,2614.74
8234236,1.0,1,Y,1.0,2613.23
7065567,5.0,1,Y,12.0,2613.1
6960369,3.0,1,Y,8.0,2613.04
2292456,2.0,1,Y,2.0,2612.27
2916163,3.0,1,Y,0.0,2610.95
1531468,7.0,1,Y,0.0,2610.75
6231934,3.0,1,Y,9.0,2609.33
4770977,12.0,1,Y,1.0,2605.58
2095878,5.0,1,Y,0.0,2602.24
5686922,11.0,1,Y,0.0,2601.95
3049789,2.0,1,Y,11.0,2600.12
1647387,11.0,1,Y,20.0,2597.84
1333035,1.0,1,Y,1.0,2597.7
8872181,9.0,1,Y,0.0,2596.53
2442884,3.0,1,Y,0.0,2596.39
5271110,4.0,1,Y,29.0,2593.78
6323648,8.0,1,Y,14.0,2593.1
7630206,7.0,1,Y,0.0,2591.56
8844979,9.0,1,Y,14.0,2588.47
6109142,11.0,1,Y,0.0,2586.27
4828515,10.0,1,Y,0.0,2585.61
6252521,5.0,1,Y,4.0,2585.3
7709824,12.0,1,Y,12.0,2585.12
7620451,7.0,1,Y,0.0,2582.96
8084776,6.0,1,Y,0.0,2582.19
5077486,1.0,1,Y,0.0,2581.32
9553765,9.0,1,Y,0.0,2580.94
2602150,10.0,1,Y,0.0,2580.05
3541530,11.0,1,Y,0.0,2577.81
3924643,8.0,1,Y,0.0,2576.61
5590323,2.0,1,Y,0.0,2575.85
8268350,3.0,1,Y,13.0,2573.25
6731265,2.0,1,Y,0.0,2571.01
3909865,6.0,1,Y,9.0,2568.17
1490884,9.0,1,Y,0.0,2565.23
2300700,10.0,1,Y,0.0,2565.19
6949688,7.0,1,Y,0.0,2563.65
7240348,12.0,1,Y,0.0,2563.24
1138815,4.0,1,Y,0.0,2562.37
3479621,8.0,1,Y,1.0,2561.11
9766877,5.0,1,Y,5.0,2560.98
5690866,4.0,1,Y,12.0,2560.46
8681678,9.0,1,Y,0.0,2559.51
5565534,5.0,1,Y,0.0,2558.13
5615439,7.0,1,Y,0.0,2557.55
5007084,6.0,1,Y,2.0,2555.1
9507434,1.0,1,Y,0.0,2554.77
7664547,10.0,1,Y,0.0,2553.53
9073249,10.0,1,Y,0.0,2550.82
3557990,4.0,1,Y,0.0,2549.75
6301592,10.0,1,Y,0.0,2546.28
7327878,7.0,1,Y,18.0,2544.96
8270997,5.0,1,Y,1.0,2544.47
8634573,4.0,1,Y,10.0,2543.92
2685240,7.0,1,Y,0.0,2542.89
9635002,1.0,1,Y,0.0,2536.82
1267567,8.0,1,Y,14.0,2536.79
2289305,10.0,1,Y,5.0,2535.96
1675585,11.0,1,Y,12.0,2527.36
4424972,8.0,1,Y,14.0,2527.28
1963428,8.0,1,Y,0.0,2525.73
3253670,8.0,1,Y,0.0,2522.36
5957802,12.0,1,Y,12.0,2522.11
7580000,5.0,1,Y,0.0,2521.13
3025046,1.0,1,Y,7.0,2520.82
4108527,3.0,1,Y,17.0,2519.64
2518522,12.0,1,Y,0.0,2519.01
8437942,3.0,1,Y,0.0,2515.66
6879504,3.0,1,Y,18.0,2515.06
1396146,11.0,1,Y,2.0,2514.83
8484934,6.0,1,Y,13.0,2512.44
3978406,6.0,1,Y,5.0,2510.42
2110291,8.0,1,Y,0.0,2508.4
5293158,3.0,1,Y,5.0,2508.08
7894794,6.0,1,Y,17.0,2507.58
1458883,6.0,1,Y,0.0,2506.45
1518401,12.0,1,Y,15.0,2505.47
1011406,10.0,1,Y,0.0,2501.44
4515003,11.0,1,Y,20.0,2500.16
8974245,7.0,1,Y,13.0,2497.84
3891962,10.0,1,Y,7.0,2493.68
6052684,8.0,1,Y,2.0,2492.54
7711382,1.0,1,Y,11.0,2492.53
8994851,12.0,1,Y,14.0,2491.79
4714573,8.0,1,Y,0.0,2491.67
7684866,8.0,1,Y,0.0,2491.6
3009673,6.0,1,Y,22.0,2491.26
1595196,12.0,1,Y,0.0,2489.14
2040642,10.0,1,Y,0.0,2488.34
8048835,7.0,1,Y,4.0,2487.5
9279829,1.0,1,Y,0.0,2486.77
4544537,8.0,1,Y,0.0,2484.14
7483715,7.0,1,Y,0.0,2483.59
9161493,3.0,1,Y,9.0,2482.62
1605187,3.0,1,Y,2.0,2482.33
8958940,3.0,1,Y,0.0,2480.47
1822942,6.0,1,Y,0.0,2479.1
9276736,1.0,1,Y,5.0,2477.47
5347380,11.0,1,Y,3.0,2477.13
7443001,11.0,1,Y,0.0,2476.95
2678630,9.0,1,Y,0.0,2476.82
5374880,10.0,1,Y,0.0,2476.66
3436744,10.0,1,Y,22.0,2476.16
1941017,3.0,1,Y,0.0,2475.92
1609370,6.0,1,Y,5.0,2474.15
3326900,11.0,1,Y,4.0,2473.04
5875170,3.0,1,Y,0.0,2471.93
5741849,3.0,1,Y,0.0,2470.65
4782982,6.0,1,Y,9.0,2467.96
4864697,6.0,1,Y,7.0,2465.98
2545790,10.0,1,Y,9.0,2462.81
6839942,10.0,1,Y,14.0,2461.78
4616712,6.0,1,Y,0.0,2460.36
8807487,4.0,1,Y,1.0,2455.81
8550595,6.0,1,Y,6.0,2455.72
6321099,1.0,1,Y,16.0,2455.34
5404509,11.0,1,Y,0.0,2455.24
8315068,8.0,1,Y,8.0,2455.17
7394766,1.0,1,Y,0.0,2452.76
3647158,10.0,1,Y,0.0,2450.49
1473528,4.0,1,Y,0.0,2449.96
1771633,1.0,1,Y,3.0,2445.45
7358243,11.0,1,Y,0.0,2442.75
7280967,5.0,1,Y,8.0,2439.23
8433472,2.0,1,Y,4.0,2434.95
5663254,12.0,1,Y,13.0,2434.15
5298025,6.0,1,Y,10.0,2433.51
5627579,12.0,1,Y,0.0,2433.31
5539542,11.0,1,Y,0.0,2431.17
1424485,9.0,1,Y,8.0,2430.87
3956252,1.0,1,Y,1.0,2427.12
6241811,8.0,1,Y,0.0,2425.29
7796292,10.0,1,Y,1.0,2424.25
2648171,2.0,1,Y,2.0,2422.14
2057891,7.0,1,Y,0.0,2418.82
5839136,4.0,1,Y,0.0,2418.3
3744662,4.0,1,Y,1.0,2418.02
9149635,9.0,1,Y,11.0,2414.82
5032273,3.0,1,Y,2.0,2413.03
3016933,11.0,1,Y,0.0,2412.28
5767076,11.0,1,Y,1.0,2404.44
6313282,9.0,1,Y,6.0,2402.07
7742893,2.0,1,Y,0.0,2401.59
4105271,10.0,1,Y,9.0,2400.41
7209065,1.0,1,Y,0.0,2397.25
6095673,9.0,1,Y,8.0,2395.56
5854591,8.0,1,Y,0.0,2392.4
4334732,11.0,1,Y,0.0,2391.26
6895593,6.0,1,Y,9.0,2391.05
7544061,12.0,1,Y,0.0,2389.51
9326874,7.0,1,Y,0.0,2389.27
2441716,4.0,1,Y,0.0,2388.66
3530759,11.0,1,Y,0.0,2387.85
4269273,4.0,1,Y,3.0,2386.34
6835083,8.0,1,Y,0.0,2385.35
5801720,8.0,1,Y,9.0,2384.39
7700739,10.0,1,Y,1.0,2381.59
9437483,2.0,1,Y,0.0,2380.7
4332517,6.0,1,Y,0.0,2379.44
9957058,8.0,1,Y,2.0,2376.37
9368380,5.0,1,Y,0.0,2374.84
9343780,4.0,1,Y,0.0,2374.78
1161621,12.0,1,Y,0.0,2374.43
5032337,2.0,1,Y,0.0,2370.42
6214627,1.0,1,Y,3.0,2370.1
3353872,9.0,1,Y,0.0,2369.67
8534597,3.0,1,Y,0.0,2369.12
4850614,2.0,1,Y,0.0,2365.56
1636174,12.0,1,Y,0.0,2365.14
3499122,11.0,1,Y,3.0,2364.69
8459121,1.0,1,Y,0.0,2361.95
5860645,10.0,1,Y,1.0,2360.69
5370386,2.0,1,Y,0.0,2360.67
9649061,8.0,1,Y,4.0,2360.2
8857504,8.0,1,Y,0.0,2357.83
8971197,7.0,1,Y,25.0,2357.44
6048656,1.0,1,Y,1.0,2357.23
7297528,2.0,1,Y,0.0,2357.16
4949591,8.0,1,Y,4.0,2354.72
5381501,5.0,1,Y,7.0,2354.58
3214926,10.0,1,Y,0.0,2353.79
3295037,10.0,1,Y,0.0,2352.99
5172505,4.0,1,Y,0.0,2352.1
2529030,6.0,1,Y,0.0,2348.9
1864067,8.0,1,Y,3.0,2347.34
3040556,1.0,1,Y,26.0,2346.97
4456796,11.0,1,Y,11.0,2346.95
8863997,11.0,1,Y,13.0,2346.75
9958773,5.0,1,Y,10.0,2346.38
6733712,3.0,1,Y,0.0,2344.27
6901369,9.0,1,Y,0.0,2343.82
3611050,12.0,1,Y,0.0,2342.27
7674926,7.0,1,Y,21.0,2340.69
8548508,3.0,1,Y,33.0,2338.54
3398040,11.0,1,Y,0.0,2337.99
4768905,1.0,1,Y,0.0,2335.85
3753834,11.0,1,Y,0.0,2334.32
8887191,12.0,1,Y,0.0,2333.84
4309254,2.0,1,Y,0.0,2332.04
2426807,11.0,1,Y,0.0,2329.79
4746468,10.0,1,Y,0.0,2329.17
3464486,4.0,1,Y,2.0,2328.64
3258667,8.0,1,Y,3.0,2327.43
2356962,2.0,1,Y,0.0,2327.29
6705426,10.0,1,Y,0.0,2327.25
2528795,1.0,1,Y,0.0,2326.79
3136601,10.0,1,Y,0.0,2325.79
9803218,7.0,1,Y,0.0,2325.66
8747471,4.0,1,Y,15.0,2324.81
3760893,3.0,1,Y,3.0,2323.69
9629729,9.0,1,Y,4.0,2321.02
8684528,1.0,1,Y,0.0,2319.47
9438535,2.0,1,Y,11.0,2318.34
3524241,10.0,1,Y,0.0,2317.46
5157351,8.0,1,Y,6.0,2315.52
7062593,5.0,1,Y,10.0,2314.34
4614249,5.0,1,Y,3.0,2313.26
7709300,8.0,1,Y,10.0,2310.28
3363251,8.0,1,Y,0.0,2309.72
2771589,1.0,1,Y,0.0,2307.98
6701933,3.0,1,Y,0.0,2307.95
2509253,11.0,1,Y,0.0,2307.59
5268912,4.0,1,Y,0.0,2307.59
9629661,5.0,1,Y,0.0,2307.13
5075628,1.0,1,Y,2.0,2306.71
1665378,6.0,1,Y,0.0,2306.63
1747436,1.0,1,Y,0.0,2302.35
2804314,4.0,1,Y,9.0,2299.4
6962855,2.0,1,Y,3.0,2298.79
1443809,10.0,1,Y,0.0,2298.71
1624264,10.0,1,Y,0.0,2298.63
8862758,8.0,1,Y,0.0,2296.96
8235637,5.0,1,Y,0.0,2296.41
3031136,7.0,1,Y,0.0,2295.45
8485121,11.0,1,Y,13.0,2294.84
5324766,8.0,1,Y,13.0,2293.97
2954571,8.0,1,Y,0.0,2292.01
6979958,8.0,1,Y,4.0,2291.36
6186210,9.0,1,Y,10.0,2288.79
9775500,10.0,1,Y,2.0,2285.83
4268610,12.0,1,Y,3.0,2285.39
9628385,11.0,1,Y,2.0,2285.03
5772657,4.0,1,Y,0.0,2282.11
3585287,11.0,1,Y,0.0,2278.48
2680918,9.0,1,Y,3.0,2277.9
6369784,10.0,1,Y,4.0,2276.84
2660482,3.0,1,Y,3.0,2274.07
9792622,12.0,1,Y,0.0,2273.79
1458956,8.0,1,Y,12.0,2272.56
3812741,7.0,1,Y,0.0,2271.35
9672359,7.0,1,Y,0.0,2270.8
4713509,6.0,1,Y,0.0,2265.72
2457806,11.0,1,Y,0.0,2264.87
7364798,3.0,1,Y,0.0,2264.45
2646920,7.0,1,Y,0.0,2263.29
7626380,3.0,1,Y,8.0,2261.28
1043758,5.0,1,Y,11.0,2260.86
1033359,11.0,1,Y,0.0,2259.32
2525674,10.0,1,Y,13.0,2257.95
3137329,11.0,1,Y,11.0,2255.91
7214616,7.0,1,Y,4.0,2255.18
1179947,5.0,1,Y,0.0,2254.54
1826314,10.0,1,Y,0.0,2253.77
2400028,8.0,1,Y,8.0,2253.07
3410591,1.0,1,Y,0.0,2250.81
6512830,8.0,1,Y,13.0,2250.09
4976356,9.0,1,Y,0.0,2249.91
7160233,10.0,1,Y,0.0,2249.69
5570087,1.0,1,Y,0.0,2249.33
3902451,11.0,1,Y,7.0,2248.76
8847683,2.0,1,Y,0.0,2247.83
4925887,10.0,1,Y,3.0,2246.68
9072693,4.0,1,Y,0.0,2241.46
6403854,3.0,1,Y,8.0,2241.24
7568217,6.0,1,Y,0.0,2239.79
3196222,3.0,1,Y,0.0,2238.96
8023282,4.0,1,Y,8.0,2237.86
3988345,2.0,1,Y,6.0,2237.17
9057368,4.0,1,Y,1.0,2236.18
1492992,10.0,1,Y,0.0,2235.75
5994317,12.0,1,Y,26.0,2234.14
9400287,12.0,1,Y,0.0,2233.86
7727091,1.0,1,Y,0.0,2233.62
4274261,11.0,1,Y,0.0,2231.87
5078697,2.0,1,Y,9.0,2230.25
2796125,3.0,1,Y,1.0,2228.74
1700667,6.0,1,Y,1.0,2228.73
6775672,5.0,1,Y,0.0,2228.17
9643639,8.0,1,Y,0.0,2226.72
2267337,4.0,1,Y,9.0,2225.0
5118009,9.0,1,Y,0.0,2224.71
2667181,4.0,1,Y,16.0,2224.44
1024124,7.0,1,Y,0.0,2223.37
7899784,8.0,1,Y,0.0,2222.54
8197907,2.0,1,Y,14.0,2222.24
8514509,1.0,1,Y,8.0,2221.63
8579643,2.0,1,Y,2.0,2221.25
7987353,10.0,1,Y,0.0,2220.94
9071462,2.0,1,Y,0.0,2219.59
1742572,10.0,1,Y,0.0,2219.58
3286674,2.0,1,Y,0.0,2219.02
6536099,7.0,1,Y,0.0,2217.56
1700928,2.0,1,Y,0.0,2217.17
2299882,12.0,1,Y,0.0,2216.82
7770077,10.0,1,Y,0.0,2215.33
1737919,6.0,1,Y,18.0,2215.09
4253873,11.0,1,Y,0.0,2213.28
7482243,10.0,1,Y,0.0,2213.17
8770618,11.0,1,Y,0.0,2210.56
8902839,6.0,1,Y,0.0,2209.05
6005629,2.0,1,Y,0.0,2206.66
4070177,10.0,1,Y,15.0,2205.2
2391422,11.0,1,Y,0.0,2201.16
6338557,1.0,1,Y,0.0,2200.56
9151508,7.0,1,Y,20.0,2200.33
5879006,8.0,1,Y,0.0,2196.37
7313498,9.0,1,Y,0.0,2196.15
7262776,5.0,1,Y,0.0,2195.04
1087915,1.0,1,Y,0.0,2193.04
9542030,10.0,1,Y,0.0,2192.62
6591899,4.0,1,Y,0.0,2191.97
7734499,2.0,1,Y,0.0,2190.79
9557492,11.0,1,Y,8.0,2189.75
6126842,2.0,1,Y,0.0,2186.9
2365360,11.0,1,Y,0.0,2186.0
6131361,7.0,1,Y,1.0,2185.57
4760212,11.0,1,Y,15.0,2184.98
2560233,8.0,1,Y,0.0,2183.32
9487559,2.0,1,Y,18.0,2183.32
8618528,7.0,1,Y,14.0,2180.56
9208483,7.0,1,Y,0.0,2180.3
7685735,11.0,1,Y,9.0,2179.62
6983656,4.0,1,Y,0.0,2179.34
1094457,7.0,1,Y,0.0,2177.07
5479280,11.0,1,Y,10.0,2176.6
2091826,7.0,1,Y,11.0,2176.05
6355686,8.0,1,Y,4.0,2172.7
8960197,7.0,1,Y,6.0,2171.77
5278108,11.0,1,Y,10.0,2171.21
4265744,12.0,1,Y,14.0,2169.95
7562247,8.0,1,Y,3.0,2169.87
3407360,5.0,1,Y,16.0,2168.91
9992625,4.0,1,Y,19.0,2168.24
9975432,9.0,1,Y,0.0,2168.09
5942060,4.0,1,Y,0.0,2167.81
1109521,2.0,1,Y,0.0,2167.79
4500596,2.0,1,Y,0.0,2165.57
1582329,12.0,1,Y,0.0,2164.17
7288128,11.0,1,Y,0.0,2164.05
9014243,3.0,1,Y,0.0,2163.9
4668724,10.0,1,Y,4.0,2163.62
5644336,11.0,1,Y,6.0,2163.18
2260900,4.0,1,Y,0.0,2162.85
8923733,3.0,1,Y,4.0,2162.85
6416106,8.0,1,Y,0.0,2161.16
3963877,10.0,1,Y,3.0,2159.92
9460480,6.0,1,Y,0.0,2159.41
9919485,7.0,1,Y,5.0,2157.53
9246379,12.0,1,Y,7.0,2157.21
3476351,1.0,1,Y,0.0,2155.16
7270410,4.0,1,Y,0.0,2154.0
6144882,7.0,1,Y,0.0,2152.98
9038966,12.0,1,Y,2.0,2151.4
6807199,10.0,1,Y,0.0,2150.94
5676793,3.0,1,Y,9.0,2150.11
1755167,8.0,1,Y,4.0,2146.28
6678295,3.0,1,Y,0.0,2144.5
8361875,5.0,1,Y,0.0,2141.96
3660989,11.0,1,Y,12.0,2140.88
8549417,1.0,1,Y,0.0,2139.12
3657690,6.0,1,Y,4.0,2138.85
8587444,2.0,1,Y,0.0,2138.65
9870621,2.0,1,Y,6.0,2137.7
7432380,10.0,1,Y,0.0,2133.78
1700236,10.0,1,Y,7.0,2126.38
9502619,7.0,1,Y,16.0,2123.44
1094035,2.0,1,Y,1.0,2119.94
7373055,4.0,1,Y,6.0,2119.34
7008466,11.0,1,Y,0.0,2118.67
9326069,12.0,1,Y,6.0,2118.66
2357781,12.0,1,Y,22.0,2117.49
1371051,1.0,1,Y,0.0,2116.72
1194731,9.0,1,Y,0.0,2114.38
9150282,12.0,1,Y,1.0,2113.59
2627281,10.0,1,Y,0.0,2113.54
9355150,6.0,1,Y,0.0,2112.09
1604047,8.0,1,Y,0.0,2111.94
8979176,7.0,1,Y,3.0,2106.56
7092517,4.0,1,Y,0.0,2106.1
7223350,2.0,1,Y,0.0,2105.31
3827416,3.0,1,Y,1.0,2105.21
5445104,1.0,1,Y,2.0,2104.01
1764500,3.0,1,Y,0.0,2103.31
9139652,6.0,1,Y,0.0,2103.24
8277025,11.0,1,Y,5.0,2100.51
2810342,12.0,1,Y,0.0,2099.03
5943433,10.0,1,Y,0.0,2098.04
9769065,8.0,1,Y,13.0,2094.6
9079191,9.0,1,Y,11.0,2094.54
8792658,8.0,1,Y,5.0,2092.34
3081739,12.0,1,Y,0.0,2087.94
1537453,1.0,1,Y,0.0,2087.84
6194707,12.0,1,Y,0.0,2086.77
1340650,5.0,1,Y,0.0,2085.44
4214640,7.0,1,Y,13.0,2084.51
4450062,2.0,1,Y,0.0,2084.15
6371839,12.0,1,Y,0.0,2082.96
7476711,6.0,1,Y,2.0,2082.24
7444289,7.0,1,Y,0.0,2081.65
2128802,10.0,1,Y,0.0,2080.4
6436689,8.0,1,Y,4.0,2078.9
1531153,4.0,1,Y,0.0,2078.85
1398339,7.0,1,Y,21.0,2078.66
2726860,7.0,1,Y,0.0,2077.1
9718783,11.0,1,Y,4.0,2076.4
8948196,2.0,1,Y,15.0,2074.52
5451418,12.0,1,Y,2.0,2073.24
3794957,8.0,1,Y,4.0,2073.06
2176346,1.0,1,Y,1.0,2071.34
8411198,10.0,1,Y,0.0,2071.04
8387203,10.0,1,Y,2.0,2070.08
2957628,11.0,1,Y,6.0,2069.79
8374291,1.0,1,Y,13.0,2068.34
1407862,6.0,1,Y,0.0,2065.46
5679363,7.0,1,Y,13.0,2064.83
5724428,10.0,1,Y,0.0,2064.66
4227889,11.0,1,Y,0.0,2063.91
7482202,5.0,1,Y,0.0,2063.64
9268488,10.0,1,Y,16.0,2056.88
4878118,3.0,1,Y,22.0,2056.19
9480155,12.0,1,Y,0.0,2055.71
2843704,5.0,1,Y,1.0,2055.01
2052067,2.0,1,Y,0.0,2054.9
6210474,12.0,1,Y,0.0,2052.66
7060326,12.0,1,Y,0.0,2052.02
5901510,10.0,1,Y,5.0,2050.66
8829421,6.0,1,Y,0.0,2050.52
7882007,6.0,1,Y,0.0,2050.2
7000489,5.0,1,Y,9.0,2050.03
1885805,1.0,1,Y,5.0,2047.58
7294254,12.0,1,Y,2.0,2044.4
1705181,1.0,1,Y,4.0,2044.08
8858090,10.0,1,Y,0.0,2043.57
1254926,1.0,1,Y,0.0,2043.12
1588611,11.0,1,Y,13.0,2042.79
3764671,7.0,1,Y,5.0,2041.77
8318307,12.0,1,Y,0.0,2040.98
7726255,12.0,1,Y,0.0,2038.89
2783764,10.0,1,Y,0.0,2037.23
5878386,3.0,1,Y,16.0,2036.82
9097173,4.0,1,Y,2.0,2034.7
5080723,5.0,1,Y,11.0,2033.05
8267943,4.0,1,Y,0.0,2031.99
6217969,3.0,1,Y,0.0,2031.08
1546857,9.0,1,Y,0.0,2030.79
6268923,6.0,1,Y,0.0,2029.86
3680229,7.0,1,Y,0.0,2027.01
4881696,10.0,1,Y,15.0,2026.31
