year_of_born,gender,age_of_DL,safety_rating,driver_key,claim_number,subrogation,claim_est_payout,liab_prct,claim_date,claim_day_of_week,channel,zip_code,witness_present_ind,policy_report_filed_ind,in_network_bodyshop,accident_key,policyholder_key,vehicle_key
1965,F,19,42,11208,7606663,0,3106.8,32,1/26/2015,Monday,Broker,85048,N,1,yes,9.0,489.0,12671.0
1940,F,23,80,11209,2854915,0,738.31,39,12/25/2015,Wednesday,Phone,15010,N,0,yes,12.0,9957.0,12672.0
1979,F,23,66,11210,1299580,0,652.05,49,6/14/2015,Sunday,Phone,80031,N,0,yes,5.0,9958.0,12673.0
1981,F,24,100,6593,9361180,0,6262.93,51,9/11/2016,Tuesday,Broker,80101,N,1,yes,8.0,87.0,12674.0
1991,M,16,72,11211,4186113,0,2676.12,32,10/29/2016,Friday,Online,50040,N,1,yes,3.0,3953.0,12675.0
1962,M,22,87,11212,3305519,1,8551.25,34,4/3/2015,Saturday,Broker,15022,Y,1,yes,10.0,9959.0,12676.0
1963,F,17,86,11213,8307184,0,281.04,17,6/19/2016,Thursday,Broker,15025,Y,0,yes,2.0,9960.0,12677.0
1992,M,23,100,5414,3606511,0,565.18,60,1/25/2015,Wednesday,Phone,15012,N,1,yes,12.0,87.0,12678.0
1993,F,19,93,11214,2907867,0,4479.49,43,9/8/2015,Sunday,Broker,85003,N,1,yes,2.0,9961.0,12679.0
1982,M,26,87,9600,9908386,0,8258.97,50,4/17/2016,Friday,Broker,80108,Y,0,no,7.0,9962.0,12680.0
1966,M,18,86,11215,9990224,0,1234.9,52,4/23/2016,Saturday,Phone,85074,Y,1,no,12.0,9963.0,12681.0
1995,F,23,73,11216,7557364,0,2839.89,23,4/14/2016,Sunday,Broker,85068,N,1,yes,7.0,9964.0,12682.0
1961,M,22,86,11217,6150915,0,835.47,42,5/16/2016,Friday,Phone,15043,N,1,yes,2.0,9965.0,12683.0
1977,F,25,78,7907,5519071,1,3652.99,28,6/15/2015,Monday,Phone,15050,N,1,no,10.0,9966.0,12684.0
1992,M,26,74,10014,6969904,0,1121.57,45,4/10/2015,Tuesday,Phone,50055,N,0,yes,5.0,1954.0,12685.0
1990,F,16,100,7446,4971370,0,1557.74,40,12/28/2015,Tuesday,Phone,20165,N,1,no,2.0,9967.0,12686.0
1952,F,26,51,11218,1520679,0,1199.69,45,1/31/2016,Sunday,Broker,15012,Y,0,yes,9.0,9968.0,12687.0
1991,M,24,74,11219,9080512,0,5692.85,25,8/24/2015,Thursday,Broker,50001,Y,1,no,12.0,9969.0,12688.0
1986,F,19,65,11220,6734569,1,625.39,45,1/6/2015,Monday,Phone,85009,Y,1,yes,11.0,6848.0,12689.0
1960,M,21,65,11221,5785670,0,2182.75,46,10/1/2016,Thursday,Broker,20160,N,1,yes,4.0,9970.0,12690.0
1967,M,22,77,11222,1945019,1,754.3,27,1/12/2016,Monday,Broker,80110,Y,0,no,11.0,9971.0,12691.0
1997,M,22,90,11223,7444842,1,1937.78,30,4/2/2015,Friday,Phone,50013,Y,1,yes,10.0,9972.0,12692.0
1979,F,22,85,6735,9974878,1,11569.35,33,3/18/2015,Saturday,Phone,20146,N,1,yes,10.0,9973.0,12693.0
1997,F,21,66,11224,2219766,1,15042.25,35,6/14/2016,Saturday,Phone,50033,Y,1,no,3.0,9974.0,12694.0
2001,F,17,90,11225,9225897,0,222.32,37,6/1/2016,Thursday,Broker,50048,N,0,no,9.0,9975.0,12695.0
1990,M,16,66,11226,9361279,0,1844.17,36,3/31/2016,Wednesday,Broker,85005,N,1,yes,4.0,64.0,12696.0
1997,M,26,72,11227,5353269,1,1317.94,19,4/9/2015,Friday,Phone,80037,Y,1,yes,1.0,9976.0,12697.0
1986,F,23,100,3364,5519589,0,1927.75,45,9/15/2016,Saturday,Broker,20102,N,1,no,3.0,9977.0,12698.0
1990,M,21,75,11228,4958464,1,2035.92,30,4/19/2015,Monday,Broker,80011,N,1,no,5.0,9978.0,12699.0
1974,F,18,87,11229,2268492,0,2222.31,57,11/7/2016,Thursday,Phone,80028,Y,0,yes,4.0,9979.0,12700.0
1978,F,20,84,11230,9666465,0,5011.04,44,3/19/2016,Thursday,Online,50049,N,1,yes,3.0,9980.0,12701.0
1968,F,22,90,11231,8341915,0,19670.86,45,1/18/2016,Friday,Broker,85071,N,1,yes,2.0,9981.0,12702.0
1949,F,24,47,11232,8650987,0,3532.07,44,12/14/2015,Saturday,Online,15003,Y,1,no,7.0,9982.0,12703.0
1939,M,21,76,11233,1589368,0,527.85,30,4/21/2015,Saturday,Broker,50005,Y,0,yes,6.0,9983.0,12704.0
1986,F,22,58,3925,7568882,0,1465.05,30,5/8/2016,Tuesday,Broker,15006,N,1,yes,5.0,9984.0,12705.0
1989,M,22,47,3150,2652555,0,2364.68,32,9/11/2015,Wednesday,Broker,80101,N,1,yes,8.0,9985.0,12706.0
1982,F,25,100,1492,2424887,0,3258.57,35,6/11/2015,Tuesday,Broker,50049,N,1,yes,8.0,9986.0,12707.0
1989,M,21,54,11234,3060430,0,1193.34,46,7/21/2015,Monday,Phone,20152,Y,1,yes,12.0,9987.0,12708.0
1949,M,23,83,11235,6490966,0,1210.33,29,6/23/2015,Sunday,Phone,20122,Y,1,yes,8.0,9988.0,12709.0
1981,F,16,53,11236,9302433,0,4415.03,43,12/29/2015,Thursday,Phone,85024,Y,1,yes,7.0,9989.0,12710.0
1990,M,21,78,708,6082096,1,6336.86,28,10/24/2015,Thursday,Phone,15049,Y,1,yes,10.0,9990.0,12711.0
1969,M,21,56,11237,6818153,0,1223.63,45,11/8/2016,Wednesday,Broker,85027,N,1,yes,3.0,9991.0,12712.0
1985,F,25,79,11238,5078627,0,4627.69,25,4/25/2016,Wednesday,Broker,80012,N,0,yes,6.0,9992.0,12713.0
1971,F,23,63,2055,9246283,1,3746.9,35,9/1/2015,Friday,Broker,20105,N,0,yes,10.0,1788.0,12714.0
1986,F,17,61,11239,6574112,1,7081.95,22,3/17/2015,Thursday,Broker,80021,Y,1,no,10.0,9993.0,12715.0
1977,M,16,66,2842,2872398,1,876.25,30,3/15/2015,Saturday,Broker,80106,Y,1,yes,10.0,9994.0,12716.0
1973,F,24,56,11240,5451637,1,5401.53,31,8/5/2016,Thursday,Broker,20132,N,0,yes,5.0,9995.0,12717.0
1986,M,26,78,11241,3431990,1,5422.68,34,10/15/2015,Monday,Broker,85036,Y,0,yes,8.0,9996.0,12718.0
1957,F,20,56,11242,2489417,0,1923.96,48,1/3/2015,Thursday,Broker,85062,N,1,no,10.0,43.0,12719.0
2001,F,20,51,11243,7554422,0,2507.65,37,9/14/2016,Wednesday,Broker,85028,N,1,yes,2.0,9997.0,12720.0
1978,M,23,73,9461,3926774,0,1340.63,56,12/3/2016,Tuesday,Broker,20119,N,1,yes,6.0,716.0,12721.0
1981,F,25,89,11244,6480083,0,4209.34,29,1/5/2015,Friday,Broker,20147,Y,1,yes,11.0,9998.0,12722.0
1971,M,22,68,11245,6064886,0,1678.98,45,8/23/2016,Saturday,Broker,20153,Y,1,yes,8.0,9999.0,12723.0
1978,F,22,73,4345,6405841,1,1820.94,40,12/6/2016,Thursday,Phone,20139,N,1,yes,11.0,10000.0,12724.0
1968,F,20,71,11246,5255890,0,2589.48,26,6/20/2016,Sunday,Broker,80002,N,0,yes,6.0,10001.0,12725.0
1973,M,20,68,541,9486660,0,3342.17,38,6/7/2016,Wednesday,Phone,85002,N,1,no,12.0,10002.0,12726.0
1996,M,22,70,11247,5304921,1,2641.22,27,8/22/2016,Tuesday,Phone,80044,N,1,yes,11.0,10003.0,12727.0
1985,M,26,92,10095,6921538,0,2398.33,59,5/11/2016,Sunday,Online,85067,N,0,no,2.0,64.0,12728.0
1984,M,23,59,6964,6948282,0,1929.58,29,2/26/2015,Thursday,Phone,50054,Y,1,yes,1.0,10004.0,12729.0
1991,M,25,64,11248,3014854,0,7797.32,53,1/31/2016,Tuesday,Phone,80014,Y,1,yes,4.0,10005.0,12730.0
1978,F,19,71,11249,9523771,0,1838.74,35,8/29/2015,Friday,Phone,50012,N,1,no,2.0,10006.0,12731.0
2000,F,27,66,11250,1429157,0,1825.06,21,1/24/2016,Monday,Broker,15037,N,1,yes,5.0,10007.0,12732.0
1997,M,17,78,11251,9581796,0,8856.99,34,4/8/2015,Saturday,Online,20143,N,0,yes,11.0,10008.0,12733.0
1991,F,20,68,11252,4999185,0,3714.54,49,2/15/2015,Sunday,Phone,85026,N,1,no,3.0,10009.0,12734.0
1983,F,23,73,452,5729557,1,797.92,39,11/30/2015,Tuesday,Broker,80024,Y,1,no,3.0,10010.0,12735.0
1989,M,24,84,11253,9935871,0,2140.47,51,7/7/2015,Tuesday,Broker,15043,N,1,yes,4.0,10011.0,12736.0
1978,M,20,77,11254,9474794,0,5114.48,44,2/28/2016,Saturday,Broker,85025,N,0,no,3.0,10012.0,12737.0
1966,F,26,74,11255,7051868,0,5390.68,36,7/16/2015,Sunday,Broker,85045,N,0,yes,6.0,10013.0,12738.0
1980,F,22,85,11256,7990921,0,6536.15,52,2/23/2015,Tuesday,Broker,50051,N,0,yes,7.0,10014.0,12739.0
1991,F,19,65,11257,8713848,1,679.13,26,10/26/2016,Friday,Broker,50041,N,0,yes,3.0,10015.0,12740.0
1993,M,21,84,10615,3750304,0,961.51,26,6/13/2016,Monday,Broker,50005,Y,0,yes,11.0,10016.0,12741.0
1989,F,23,82,11258,1542170,0,5298.65,51,1/3/2016,Monday,Broker,85032,N,1,yes,1.0,43.0,12742.0
1960,F,22,44,11259,6998754,0,6962.61,40,9/15/2016,Thursday,Broker,15012,N,0,yes,10.0,64.0,12743.0
1985,F,25,77,11260,6005629,0,2206.66,43,4/8/2016,Tuesday,Broker,15044,Y,1,yes,2.0,10017.0,12744.0
1971,F,20,100,11261,5483999,0,2403.26,50,6/26/2015,Monday,Phone,80020,N,1,yes,6.0,10018.0,12745.0
1962,M,23,84,11262,6115915,0,3448.94,47,6/15/2016,Friday,Broker,80038,Y,1,yes,12.0,10019.0,12746.0
1975,F,29,85,11263,2481037,0,3576.41,32,11/5/2016,Saturday,Broker,50012,N,1,no,11.0,10020.0,12747.0
1968,F,21,64,11264,9773673,1,2632.39,34,2/20/2016,Thursday,Online,20142,Y,0,yes,11.0,10021.0,12748.0
1996,M,21,52,11265,9278087,1,3388.1,50,5/13/2015,Sunday,Phone,20151,Y,0,yes,11.0,10022.0,12749.0
1994,F,28,74,11266,5677143,0,677.29,35,12/26/2015,Monday,Broker,50002,Y,1,yes,12.0,10023.0,12750.0
1989,F,22,53,11267,4151838,0,1169.39,31,1/14/2016,Thursday,Broker,50047,N,1,yes,3.0,3328.0,12751.0
1974,F,21,65,11268,5483610,1,5136.35,41,10/8/2016,Tuesday,Broker,50050,N,0,yes,2.0,49.0,12752.0
1994,M,21,86,5958,1040184,0,1214.94,36,4/6/2015,Saturday,Phone,50034,Y,1,no,2.0,10024.0,12753.0
1981,F,27,91,11269,2095547,0,1581.58,38,11/14/2016,Friday,Phone,85064,N,1,yes,7.0,10025.0,12754.0
1980,M,24,86,11270,9390816,0,3551.74,49,2/2/2016,Monday,Broker,20121,Y,1,no,4.0,10026.0,12755.0
1978,M,22,88,11271,3108591,1,5064.47,30,1/12/2016,Wednesday,Phone,15012,N,1,no,2.0,10027.0,12756.0
2003,F,25,62,11272,2810342,0,2099.03,41,10/28/2016,Friday,Broker,80007,Y,1,yes,12.0,49.0,12757.0
1994,M,21,73,11273,7154467,0,6485.06,41,8/22/2016,Sunday,Broker,85024,N,0,no,11.0,10028.0,12758.0
1952,F,31,88,11274,6234986,1,3050.57,38,5/31/2015,Sunday,Broker,85011,N,1,yes,3.0,10029.0,12759.0
1986,M,18,61,7304,8273843,0,809.17,5,9/15/2016,Tuesday,Online,15035,Y,1,no,1.0,10030.0,12760.0
1977,M,16,58,11275,2297848,1,626.55,32,12/23/2016,Thursday,Broker,20107,N,1,yes,2.0,10031.0,12761.0
1985,M,22,91,6926,7550048,1,4002.79,29,5/6/2016,Tuesday,Online,80101,Y,0,yes,1.0,10032.0,12762.0
1990,F,23,81,906,3851364,0,2839.24,43,8/11/2015,Tuesday,Broker,80041,N,0,yes,2.0,10033.0,12763.0
1985,F,22,55,11276,1899107,0,6636.22,57,2/27/2016,Monday,Broker,85045,N,0,yes,8.0,10034.0,12764.0
1990,F,27,65,11277,4707514,0,2556.14,28,1/9/2015,Monday,Broker,15014,N,1,yes,3.0,5414.0,12765.0
1979,F,26,90,11278,8226366,0,6837.81,35,1/29/2015,Friday,Phone,20131,N,1,no,10.0,10035.0,12766.0
1938,F,29,96,11279,2968007,1,5243.62,30,6/24/2016,Thursday,Phone,50013,Y,1,yes,7.0,3224.0,12767.0
1979,M,20,72,9390,3946027,0,2873.04,37,3/16/2015,Saturday,Phone,20136,Y,0,yes,4.0,10036.0,12768.0
2001,M,22,89,11280,2648516,0,1199.12,34,5/31/2015,Thursday,Phone,15012,N,0,yes,5.0,3813.0,12769.0
1992,F,25,58,11281,3915581,0,3039.15,41,12/16/2015,Tuesday,Broker,50012,N,0,yes,11.0,397.0,12770.0
1979,M,20,55,11282,5862816,0,16685.15,50,10/14/2015,Wednesday,Phone,50012,N,1,yes,12.0,87.0,12771.0
1979,F,25,81,11283,6578030,0,5603.02,41,10/14/2016,Saturday,Broker,20105,Y,1,yes,7.0,10037.0,12772.0
1998,M,23,62,11284,3904681,0,502.82,39,1/6/2016,Wednesday,Broker,20128,Y,0,no,6.0,10038.0,12773.0
1990,F,22,74,3075,1286587,0,1218.57,38,9/20/2015,Saturday,Phone,50005,N,0,yes,5.0,10039.0,12774.0
1973,M,26,87,249,2423691,1,3110.96,33,3/6/2015,Thursday,Phone,85018,Y,0,yes,10.0,10040.0,12775.0
1975,F,18,79,11285,6676318,1,4132.78,37,12/31/2016,Monday,Broker,20107,Y,0,yes,7.0,10041.0,12776.0
1982,M,23,89,11286,3970333,0,1428.8,40,2/12/2015,Friday,Broker,15021,N,0,no,6.0,10042.0,12777.0
1987,F,19,76,11287,7268120,0,7021.79,49,4/14/2016,Monday,Broker,20113,N,0,no,7.0,10043.0,12778.0
1953,F,26,69,11288,8109694,0,2376.15,38,3/12/2016,Sunday,Broker,20129,N,0,yes,10.0,10044.0,12779.0
1975,F,24,52,11289,1128593,1,1246.54,26,5/25/2016,Wednesday,Broker,20113,N,1,yes,11.0,10045.0,12780.0
1989,F,18,25,11290,3511277,0,3610.91,33,2/4/2015,Saturday,Phone,85028,N,1,yes,10.0,10046.0,12781.0
1994,M,19,87,11291,8175810,1,4257.3,36,10/5/2016,Monday,Phone,80002,N,0,yes,8.0,10047.0,12782.0
1990,M,22,98,11292,9113800,0,3676.63,36,2/5/2016,Tuesday,Broker,80016,Y,1,yes,2.0,10048.0,12783.0
1987,F,21,82,11293,7440205,0,2378.41,22,6/9/2016,Wednesday,Broker,50013,N,1,no,10.0,10049.0,12784.0
1993,F,18,75,11294,8338976,1,738.28,35,3/11/2016,Monday,Phone,50003,Y,1,yes,3.0,2580.0,12785.0
1982,M,24,75,11295,1400222,1,806.8,49,6/13/2016,Monday,Broker,20108,Y,1,yes,8.0,974.0,12786.0
1968,F,22,78,5311,5791140,0,1891.32,34,1/24/2015,Tuesday,Phone,0,N,1,yes,2.0,10050.0,12787.0
1991,M,19,71,4312,5804736,0,3954.92,42,8/1/2016,Thursday,Phone,20134,N,1,yes,8.0,10051.0,12788.0
1975,F,18,75,4937,7473600,0,1023.27,34,3/8/2016,Saturday,Phone,85061,N,1,yes,6.0,87.0,12789.0
1974,M,22,76,11296,6572568,1,2432.35,26,4/11/2016,Saturday,Phone,85010,N,1,yes,10.0,10052.0,12790.0
1989,F,22,54,11297,2201775,0,2244.85,40,5/1/2016,Wednesday,Broker,15025,N,1,yes,12.0,10053.0,12791.0
1965,F,19,83,11298,7588261,0,4899.97,27,8/21/2015,Saturday,Online,20148,N,0,no,3.0,698.0,12792.0
1967,M,29,64,11299,1759499,0,7923.94,44,9/1/2016,Wednesday,Phone,15050,N,0,yes,5.0,10054.0,12793.0
1984,M,23,94,7657,9343780,0,2374.78,32,1/19/2015,Wednesday,Phone,15012,Y,1,yes,4.0,10055.0,12794.0
1981,M,19,67,713,8073243,1,5755.69,37,10/1/2016,Friday,Broker,85005,Y,0,no,10.0,10056.0,12795.0
1996,M,19,65,11300,2682005,0,365.67,36,1/29/2015,Monday,Phone,85019,Y,1,no,6.0,552.0,12796.0
1997,F,19,60,11301,2428616,1,2745.19,33,8/16/2015,Friday,Phone,80038,Y,0,no,11.0,10057.0,12797.0
1960,M,26,63,11302,2015334,0,2515.09,23,1/15/2015,Thursday,Broker,20102,N,0,yes,1.0,10058.0,12798.0
2005,F,24,72,11303,5883691,0,5203.91,38,11/29/2015,Monday,Broker,85044,Y,0,yes,3.0,49.0,12799.0
1986,F,18,70,11304,5245687,0,4328.08,35,4/29/2015,Monday,Phone,85078,Y,0,yes,2.0,10059.0,12800.0
1990,F,19,59,9540,7913902,0,3692.1,55,1/17/2015,Monday,Phone,20153,N,1,yes,7.0,10060.0,12801.0
1970,F,23,100,11305,5685099,0,1192.56,23,7/28/2015,Monday,Broker,85001,Y,1,yes,5.0,10061.0,12802.0
1964,M,24,81,11306,4397260,0,2941.08,48,8/6/2016,Sunday,Phone,50009,N,0,yes,12.0,10062.0,12803.0
1997,M,20,51,11307,8874715,0,1175.47,41,5/31/2016,Tuesday,Broker,15009,N,1,yes,4.0,10063.0,12804.0
1981,F,27,97,11308,5691502,0,1131.72,47,2/8/2016,Tuesday,Broker,85080,Y,0,yes,11.0,10064.0,12805.0
1989,M,21,100,6582,3977777,0,6385.93,34,11/19/2016,Tuesday,Broker,50038,Y,1,yes,2.0,10065.0,12806.0
1972,M,18,77,11309,1105254,0,2143.09,57,3/3/2015,Wednesday,Phone,80028,N,1,no,1.0,10066.0,12807.0
1962,M,25,74,11310,9345671,0,9772.57,56,12/13/2016,Friday,Broker,15012,N,0,yes,3.0,49.0,12808.0
1982,F,23,93,11311,3827416,0,2105.21,28,3/14/2016,Wednesday,Broker,20149,Y,1,no,3.0,10067.0,12809.0
1979,F,26,92,11312,7103542,0,364.96,30,3/7/2015,Sunday,Phone,20148,Y,1,yes,3.0,10068.0,12810.0
1955,F,16,92,11313,6854504,0,11128.53,50,4/22/2016,Saturday,Broker,80021,N,1,no,7.0,10069.0,12811.0
2000,M,23,83,11314,6417786,1,3000.94,26,8/11/2016,Sunday,Broker,15035,N,1,yes,8.0,49.0,12812.0
1974,F,21,65,11268,8839594,0,1049.91,58,6/19/2015,Wednesday,Phone,50032,N,0,no,5.0,10070.0,12813.0
1985,F,24,58,11315,1010211,0,1868.49,50,4/22/2016,Saturday,Broker,85041,Y,1,no,4.0,10071.0,12814.0
1978,M,22,43,11316,7496640,0,3463.42,42,3/13/2015,Sunday,Broker,50025,N,1,yes,12.0,10072.0,12815.0
1978,M,21,80,11317,1209029,0,5723.28,51,1/16/2015,Sunday,Broker,50029,N,1,yes,11.0,10073.0,12816.0
1975,M,16,98,11318,9482019,1,1632.36,32,8/5/2016,Tuesday,Broker,20107,Y,0,yes,8.0,10074.0,12817.0
1978,F,20,77,8532,8128269,0,698.98,32,7/13/2016,Friday,Online,80015,N,0,yes,12.0,10075.0,12818.0
1996,F,25,70,11319,2035836,0,1391.72,58,4/8/2016,Thursday,Online,15053,N,1,yes,5.0,10076.0,12819.0
1975,M,20,67,11320,1423170,0,3947.44,25,10/7/2015,Tuesday,Broker,50025,N,1,no,8.0,10077.0,12820.0
2000,M,20,65,11321,5861897,0,2775.78,42,8/10/2015,Thursday,Online,80045,N,1,yes,10.0,1055.0,12821.0
1982,M,25,80,11322,9657903,0,5594.04,37,10/17/2016,Monday,Online,20151,N,1,no,4.0,6290.0,12822.0
1981,M,20,83,11323,5180271,0,2093.38,51,2/20/2015,Sunday,Online,80022,N,0,no,8.0,10078.0,12823.0
1981,M,29,53,11324,1981323,0,4663.95,34,9/21/2016,Monday,Phone,80001,Y,0,no,5.0,10079.0,12824.0
1971,F,24,73,11325,9677724,0,3441.2,26,10/16/2015,Monday,Broker,20108,N,0,yes,9.0,43.0,12825.0
1987,F,20,79,9277,8278193,0,7415.39,56,11/7/2015,Friday,Broker,20116,N,1,yes,9.0,10080.0,12826.0
1976,M,19,67,11326,1065236,0,774.02,41,7/9/2016,Monday,Phone,15009,Y,1,yes,12.0,36.0,12827.0
1991,M,26,62,11327,9396798,1,6372.24,31,8/27/2016,Wednesday,Online,20160,N,0,no,3.0,5726.0,12828.0
1973,F,30,72,11328,4064012,1,535.57,33,8/29/2016,Tuesday,Online,80045,N,1,yes,10.0,10081.0,12829.0
1978,F,20,70,11329,8726353,1,4143.09,42,12/9/2015,Friday,Broker,85041,Y,1,yes,11.0,10082.0,12830.0
1967,F,23,67,9902,6106928,0,13034.79,43,5/8/2016,Saturday,Phone,85079,N,0,yes,9.0,10083.0,12831.0
1981,F,28,73,11330,8492909,0,5237.96,42,10/13/2016,Friday,Broker,15028,N,0,yes,12.0,10084.0,12832.0
1983,F,25,47,4792,1729938,1,1095.84,33,9/13/2016,Thursday,Phone,20101,N,1,yes,11.0,10085.0,12833.0
1989,M,25,81,11331,1816458,0,4834.65,45,9/21/2016,Tuesday,Broker,50008,Y,0,yes,12.0,10086.0,12834.0
1982,M,22,91,11332,5925164,1,2838.91,31,8/7/2016,Wednesday,Broker,80014,N,0,yes,10.0,10087.0,12835.0
1997,F,23,92,11333,9490747,0,1395.8,43,3/14/2015,Saturday,Broker,15025,N,0,yes,10.0,49.0,12836.0
1971,F,24,79,11334,5409359,0,1135.44,40,4/18/2015,Friday,Broker,80108,Y,0,yes,1.0,10088.0,12837.0
1997,F,19,76,11335,7622963,0,1601.44,41,6/18/2016,Sunday,Broker,15051,N,1,yes,4.0,2410.0,12838.0
1985,M,23,95,11336,3610440,0,1791.19,53,3/22/2015,Saturday,Online,85043,Y,0,yes,6.0,10089.0,12839.0
1988,M,31,40,11337,7890524,0,2536.38,35,8/8/2015,Saturday,Online,80012,Y,0,yes,9.0,10090.0,12840.0
1980,F,22,96,4249,3507196,0,3869.33,27,9/17/2016,Thursday,Phone,85075,Y,0,yes,1.0,10091.0,12841.0
1984,M,24,65,11338,4388258,1,3674.17,31,1/6/2016,Wednesday,Broker,80030,N,1,yes,3.0,10092.0,12842.0
1952,M,22,78,11339,5970271,0,4222.2,33,1/27/2016,Saturday,Phone,50002,N,1,yes,6.0,10093.0,12843.0
1977,F,25,54,11340,3020488,0,862.05,26,2/19/2015,Wednesday,Broker,15017,Y,1,yes,7.0,10094.0,12844.0
1983,M,29,66,11341,4300641,0,2219.01,49,8/29/2015,Thursday,Online,80025,Y,0,no,6.0,5238.0,12845.0
1989,M,23,78,4670,2620194,1,2274.59,32,2/26/2016,Sunday,Phone,50021,Y,0,yes,11.0,10095.0,12846.0
1981,F,19,63,11342,6407380,0,2456.47,29,10/5/2016,Friday,Broker,85007,Y,0,yes,10.0,10096.0,12847.0
1983,F,20,55,11343,7500797,0,1673.14,33,8/2/2016,Monday,Broker,50002,N,1,no,6.0,87.0,12848.0
1998,F,24,71,5136,3058285,0,1906.03,25,5/25/2016,Friday,Broker,20109,Y,0,no,1.0,36.0,12849.0
1953,M,23,61,11344,3930864,0,4953.89,49,4/4/2016,Sunday,Phone,15007,N,1,yes,4.0,183.0,12850.0
1979,F,19,86,11345,6045110,0,1249.34,25,3/30/2016,Monday,Online,80006,Y,1,no,7.0,10097.0,12851.0
1983,M,20,76,3663,4844689,0,2010.12,32,2/8/2016,Friday,Phone,80010,N,0,no,2.0,166.0,12852.0
1995,M,20,58,11346,8541832,1,4978.32,37,8/13/2016,Saturday,Phone,50006,N,0,yes,12.0,10098.0,12853.0
1963,F,21,54,11347,3056812,0,3737.04,41,12/15/2016,Tuesday,Broker,15022,N,1,yes,7.0,10099.0,12854.0
1967,F,27,51,11348,7515414,1,4504.9,36,3/10/2016,Thursday,Phone,20122,N,1,yes,8.0,10100.0,12855.0
1978,M,21,58,11349,9060820,1,1123.64,26,1/27/2016,Monday,Broker,80026,Y,1,yes,2.0,190.0,12856.0
1979,M,23,82,11350,2066015,0,1550.09,34,9/18/2015,Saturday,Phone,20104,Y,0,yes,8.0,43.0,12857.0
1985,M,23,61,181,5360234,1,5765.78,26,9/1/2015,Wednesday,Phone,80001,Y,1,yes,11.0,1291.0,12858.0
1980,M,19,76,11351,1708614,1,450.58,32,3/4/2015,Saturday,Phone,85019,Y,0,yes,8.0,10101.0,12859.0
1958,F,26,72,11352,8244460,0,1389.26,54,10/12/2015,Tuesday,Broker,85032,Y,1,yes,1.0,295.0,12860.0
1992,M,21,61,11353,1326705,0,9156.0,44,2/2/2015,Friday,Broker,15010,N,1,no,5.0,43.0,12861.0
1981,M,25,77,11354,7626380,0,2261.28,54,7/5/2015,Tuesday,Phone,50009,Y,1,no,3.0,10102.0,12862.0
1976,M,19,78,11355,1153340,0,353.7,49,3/25/2016,Wednesday,Phone,20151,N,1,yes,9.0,10103.0,12863.0
1987,M,21,56,11356,8579574,0,2844.86,22,2/15/2016,Sunday,Phone,80037,Y,1,no,5.0,10104.0,12864.0
1978,M,24,78,11357,9448504,0,3842.95,43,3/12/2016,Wednesday,Phone,80002,N,1,yes,2.0,10105.0,12865.0
1990,M,16,46,11358,2721814,1,1727.1,41,8/19/2015,Saturday,Broker,50054,Y,1,yes,10.0,10106.0,12866.0
1981,M,21,87,11359,1357279,0,4509.39,45,7/14/2016,Monday,Broker,80101,N,1,yes,5.0,10107.0,12867.0
1977,M,26,65,11360,3264935,0,8875.35,40,10/11/2016,Wednesday,Broker,50002,N,1,yes,8.0,10108.0,12868.0
2003,M,18,52,11361,4260937,0,2629.4,52,4/14/2015,Tuesday,Online,50005,N,1,no,3.0,10109.0,12869.0
1976,F,24,68,2763,3246921,0,6437.15,35,6/24/2016,Monday,Broker,15053,N,1,yes,2.0,10110.0,12870.0
1985,M,21,70,11362,3355311,0,1685.84,36,11/15/2015,Saturday,Broker,20106,Y,1,yes,1.0,87.0,12871.0
1987,F,21,83,11363,4335214,0,2099.57,46,3/23/2016,Wednesday,Broker,80014,N,0,yes,10.0,10111.0,12872.0
1970,F,21,67,11364,2175399,0,535.42,52,12/15/2016,Thursday,Phone,80018,Y,1,yes,11.0,10112.0,12873.0
2004,M,24,91,3411,7547074,0,2603.71,41,4/11/2016,Wednesday,Phone,80023,N,0,yes,3.0,10113.0,12874.0
1990,F,21,62,7146,2363159,0,4390.64,30,6/3/2015,Tuesday,Broker,85004,N,1,no,1.0,10114.0,12875.0
1994,F,24,71,11365,8636360,1,1591.53,26,6/9/2015,Monday,Broker,20156,Y,1,yes,2.0,10115.0,12876.0
1979,M,25,68,11366,4247028,0,928.16,35,6/25/2015,Saturday,Phone,50021,N,1,yes,9.0,10116.0,12877.0
1975,F,22,49,11367,5849630,0,3954.97,30,6/2/2016,Wednesday,Phone,50044,Y,1,no,7.0,10117.0,12878.0
1979,M,17,68,11368,7796292,0,2424.25,40,10/13/2015,Sunday,Broker,15030,Y,1,yes,10.0,10118.0,12879.0
1982,M,22,72,11369,5862140,1,3776.75,36,9/2/2015,Wednesday,Broker,85082,Y,0,yes,10.0,2239.0,12880.0
1987,F,21,92,8084,1690393,0,16325.09,46,12/18/2016,Thursday,Online,20158,N,0,yes,8.0,10119.0,12881.0
1984,M,27,83,11370,1352040,0,889.96,37,8/8/2016,Friday,Online,50047,N,0,yes,7.0,183.0,12882.0
1987,F,22,51,11371,4321460,0,596.87,48,5/6/2016,Friday,Broker,20143,N,1,yes,8.0,10120.0,12883.0
1997,F,22,100,5915,1483272,0,5308.38,34,5/27/2016,Wednesday,Online,85064,N,0,yes,7.0,10121.0,12884.0
