annual_income,high_education_ind,email_or_tel_available,address_change_ind,living_status,past_num_of_claims,policyholder_key
41477,1,0,1,Own,3,10860
74184,0,0,0,Own,7,10861
100629,1,1,1,Rent,3,10862
39633,1,1,1,Own,6,10863
30015,0,0,0,Rent,13,10864
33133,1,1,1,Own,16,10865
34649,0,0,0,Own,0,10866
55804,1,1,1,Rent,0,10867
90264,1,1,0,Own,0,10868
43456,0,1,0,Own,0,10869
116392,1,1,1,Rent,0,10870
50574,1,1,1,Own,0,10871
90948,1,1,0,Rent,0,10872
52436,1,1,1,Rent,12,10873
70798,1,1,0,Own,7,10874
33739,1,1,1,Own,3,10875
32484,1,0,0,Rent,0,10876
30638,1,1,1,Own,0,10877
34249,1,1,1,Own,11,10878
72808,1,1,0,Own,14,10879
42554,1,1,1,Own,1,10880
30015,0,0,1,Own,10,10881
66530,0,1,1,Own,0,10882
60142,1,1,1,Rent,0,10883
86572,0,0,0,Own,5,10884
91497,1,1,1,Own,8,10885
114725,1,1,0,Rent,0,10886
43937,1,1,0,Rent,6,10887
84528,1,1,0,Rent,5,10888
40593,0,0,1,Rent,14,10889
79963,1,0,1,Rent,15,10890
50929,0,0,0,Rent,3,10891
81236,0,1,0,Own,5,10892
78162,1,0,0,Own,0,10893
43672,1,1,0,Rent,9,10894
41046,1,0,0,Own,0,10895
46394,1,1,1,Rent,0,10896
43831,1,1,1,Rent,0,10897
41710,1,1,0,Rent,9,10898
80351,1,1,0,Own,4,10899
43908,1,1,0,Rent,8,10900
31666,1,1,1,Rent,0,10901
69438,0,1,0,Own,0,10902
37686,0,0,1,Own,6,10903
57100,1,1,1,Rent,0,10904
105742,0,1,1,Rent,3,10905
95715,0,0,0,Rent,0,10906
35799,1,1,1,Own,19,10907
50634,1,0,1,Rent,9,10908
50451,0,1,0,Own,0,10909
81547,1,0,1,Own,2,10910
58797,1,0,1,Rent,16,10911
46776,1,1,0,Rent,0,10912
115022,0,1,0,Own,14,10913
33004,1,0,0,Own,0,10914
64019,1,0,0,Rent,0,10915
30015,1,0,0,Rent,28,10916
55761,0,1,0,Own,10,10917
40148,1,1,1,Rent,38,10918
71413,1,0,1,Own,0,10919
99676,1,0,1,Rent,0,10920
97161,1,1,0,Own,4,10921
52272,1,1,1,Rent,1,10922
87563,1,1,1,Rent,0,10923
100924,0,1,1,Own,4,10924
48848,1,1,1,Rent,5,10925
37835,1,1,1,Own,14,10926
74967,1,1,1,Own,3,10927
52649,1,1,0,Own,0,10928
69478,0,1,0,Rent,0,10929
54846,0,0,0,Rent,4,10930
48862,1,1,1,Own,0,10931
83190,1,1,1,Rent,0,10932
55721,0,1,1,Rent,2,10933
79688,1,1,1,Own,20,10934
75627,1,1,1,Own,2,10935
50929,1,1,1,Rent,1,10936
33622,1,0,0,Own,14,10937
43788,1,1,0,Own,0,10938
99079,1,1,0,Rent,15,10939
54882,1,1,1,Rent,0,10940
35763,1,1,1,Rent,1,10941
80774,1,1,0,Own,11,10942
41665,1,1,0,Own,7,10943
59748,1,1,1,Own,0,10944
44241,1,1,0,Own,0,10945
69871,1,1,1,Rent,16,10946
47667,0,1,1,Own,7,10947
33762,0,1,1,Own,4,10948
107754,1,1,0,Own,0,10949
86229,1,0,1,Rent,0,10950
95806,0,1,1,Rent,0,10951
48723,1,1,0,Rent,2,10952
32007,1,0,1,Rent,1,10953
57180,1,1,1,Rent,0,10954
44537,1,1,0,Own,7,10955
66662,1,1,0,Own,0,10956
47886,1,1,1,Rent,6,10957
108986,1,0,0,Rent,4,10958
83781,1,1,1,Rent,0,10959
48984,1,0,1,Own,0,10960
81508,1,1,0,Own,0,10961
40888,1,1,1,Rent,16,10962
83081,0,0,1,Rent,6,10963
33087,1,1,0,Own,3,10964
85074,0,1,1,Rent,0,10965
30708,0,0,0,Rent,0,10966
36801,1,1,0,Own,3,10967
55141,0,0,1,Own,0,10968
35364,1,1,1,Rent,0,10969
88509,1,0,1,Rent,0,10970
48752,1,1,0,Rent,6,10971
46683,1,1,1,Own,0,10972
57240,1,1,1,Rent,9,10973
70919,1,0,0,Own,4,10974
48320,0,1,1,Rent,0,10975
56898,1,0,1,Rent,0,10976
47272,0,1,1,Own,0,10977
43192,1,0,0,Own,3,10978
61473,1,1,1,Own,10,10979
32818,0,1,0,Rent,17,10980
32779,1,0,1,Rent,12,10981
34543,1,1,1,Rent,3,10982
98462,0,1,0,Rent,0,10983
48098,0,1,1,Rent,7,10984
49355,1,1,0,Own,0,10985
41271,1,1,0,Own,0,10986
76645,0,1,0,Own,7,10987
36969,1,1,1,Own,2,10988
33703,1,1,0,Own,0,10989
58116,0,1,0,Rent,13,10990
38608,1,1,1,Own,0,10991
77745,1,1,1,Own,0,10992
42862,1,1,0,Own,12,10993
31711,1,1,0,Rent,0,10994
88391,1,1,1,Own,7,10995
37772,1,0,1,Own,0,10996
62399,0,1,1,Rent,19,10997
70176,0,0,1,Own,1,10998
63244,1,1,0,Own,0,10999
34892,1,1,0,Own,0,11000
53657,1,1,0,Own,0,11001
111630,1,0,0,Rent,0,11002
72152,1,1,1,Own,4,11003
33242,1,1,1,Rent,0,11004
38243,1,1,0,Own,11,11005
33969,1,1,0,Rent,2,11006
66888,0,0,1,Own,0,11007
91587,0,0,1,Rent,0,11008
55592,0,1,1,Own,0,11009
33885,1,1,1,Rent,4,11010
32121,1,1,1,Rent,0,11011
86014,1,1,1,Own,0,11012
68172,1,1,1,Own,32,11013
34911,1,0,0,Own,0,11014
53625,1,0,1,Own,0,11015
50703,1,1,0,Own,8,11016
30482,0,1,0,Own,0,11017
36758,1,1,1,Own,0,11018
74078,1,1,1,Own,0,11019
47202,1,1,1,Own,17,11020
36644,0,1,1,Own,0,11021
48416,1,0,1,Rent,11,11022
45634,1,1,0,Own,8,11023
36488,0,0,1,Own,0,11024
31792,1,1,1,Own,3,11025
33053,0,0,1,Own,5,11026
32609,0,0,0,Own,11,11027
83120,1,1,0,Own,0,11028
64954,0,1,1,Rent,4,11029
70069,0,1,1,Rent,0,11030
30193,1,1,1,Rent,12,11031
69035,0,1,0,Rent,0,11032
41218,1,0,1,Own,0,11033
32370,1,0,1,Own,3,11034
53724,1,0,0,Rent,18,11035
56495,0,1,1,Own,15,11036
33090,1,1,0,Rent,2,11037
51510,1,1,1,Rent,12,11038
81786,0,1,1,Rent,0,11039
70641,1,1,0,Own,12,11040
59702,1,1,1,Own,0,11041
46178,0,0,1,Own,17,11042
33309,1,1,0,Rent,0,11043
82584,1,0,1,Rent,0,11044
38657,0,0,0,Rent,8,11045
44786,0,0,1,Rent,0,11046
34941,1,1,0,Own,13,11047
36848,0,1,0,Own,0,11048
69588,1,0,0,Rent,0,11049
42078,0,0,0,Own,0,11050
64680,1,1,0,Own,10,11051
115424,1,1,0,Own,17,11052
70496,0,1,0,Rent,0,11053
61285,1,1,0,Rent,6,11054
53637,1,0,1,Own,0,11055
91688,1,1,0,Own,0,11056
31385,1,1,0,Own,4,11057
68395,0,1,0,Rent,0,11058
71849,1,0,0,Own,0,11059
38205,0,1,0,Rent,0,11060
44063,0,1,0,Own,13,11061
108897,0,1,1,Rent,0,11062
94972,1,1,1,Rent,0,11063
76828,0,1,1,Own,0,11064
97322,1,1,1,Own,0,11065
40255,1,1,0,Own,0,11066
72742,0,1,1,Rent,9,11067
33981,1,0,0,Own,0,11068
32683,1,1,1,Rent,0,11069
73860,0,0,1,Rent,15,11070
30808,0,1,1,Rent,0,11071
56557,0,1,0,Own,5,11072
73193,0,1,0,Rent,0,11073
36052,0,1,0,Rent,0,11074
96111,1,1,0,Own,11,11075
65087,1,1,1,Rent,1,11076
39958,1,1,1,Own,0,11077
53283,0,0,0,Rent,0,11078
46590,0,1,0,Own,1,11079
35347,1,0,0,Rent,0,11080
32525,1,1,0,Own,4,11081
41766,1,1,0,Own,20,11082
43898,0,1,0,Rent,0,11083
97645,1,1,1,Own,20,11084
100104,1,0,0,Rent,3,11085
45532,0,1,1,Own,0,11086
95541,1,1,0,Own,0,11087
39755,1,1,0,Rent,0,11088
36682,1,1,1,Rent,9,11089
52701,0,1,0,Own,2,11090
67353,0,1,1,Own,0,11091
94022,0,1,0,Own,6,11092
71671,1,0,0,Rent,7,11093
91190,0,0,0,Rent,16,11094
40982,0,0,1,Rent,5,11095
63013,1,1,1,Rent,9,11096
95113,1,1,1,Own,1,11097
39177,0,1,1,Rent,0,11098
51584,1,1,1,Own,18,11099
48860,1,1,1,Rent,0,11100
41338,1,1,0,Own,0,11101
50142,1,0,1,Rent,24,11102
36341,1,1,1,Own,0,11103
83982,0,0,1,Own,4,11104
54155,0,1,0,Rent,0,11105
43287,0,0,0,Own,2,11106
75091,1,0,0,Own,8,11107
124728,1,1,0,Own,1,11108
73124,1,0,1,Rent,14,11109
55687,1,1,0,Rent,5,11110
33310,1,0,0,Own,10,11111
87642,0,1,1,Rent,0,11112
31972,1,0,0,Own,0,11113
53858,1,1,1,Rent,20,11114
48313,1,1,0,Rent,13,11115
46491,1,0,0,Own,0,11116
41228,0,1,0,Rent,2,11117
88014,1,1,0,Own,0,11118
44635,1,1,1,Own,1,11119
47690,1,0,0,Own,0,11120
120146,1,1,1,Rent,16,11121
30126,1,1,0,Own,0,11122
121082,0,1,1,Rent,0,11123
52745,1,1,1,Rent,0,11124
42613,1,1,1,Rent,0,11125
124993,0,1,1,Rent,15,11126
46485,1,1,1,Own,0,11127
50478,1,0,1,Rent,0,11128
79090,1,1,1,Rent,0,11129
33588,1,1,0,Own,4,11130
60223,1,0,1,Rent,13,11131
100060,1,1,0,Rent,3,11132
43472,0,1,1,Own,0,11133
48502,1,0,1,Own,11,11134
77802,1,1,1,Own,3,11135
49415,0,1,0,Own,0,11136
59144,1,0,0,Rent,0,11137
83199,1,1,1,Rent,3,11138
35457,1,1,0,Own,0,11139
63748,1,0,0,Rent,3,11140
46880,0,0,1,Rent,0,11141
40219,1,1,0,Rent,0,11142
63561,1,1,1,Own,0,11143
48961,1,1,0,Own,0,11144
64906,1,1,0,Own,0,11145
52722,1,1,0,Rent,10,11146
76478,1,1,0,Own,0,11147
62908,1,0,1,Own,13,11148
78491,1,1,1,Rent,0,11149
47095,0,0,1,Own,5,11150
67666,1,0,1,Own,1,11151
89789,1,1,1,Own,2,11152
36653,1,1,0,Rent,0,11153
37901,1,0,0,Own,0,11154
45875,1,0,0,Own,0,11155
122259,1,0,0,Rent,3,11156
48278,1,1,1,Rent,7,11157
74423,0,1,0,Own,0,11158
54820,1,1,1,Rent,0,11159
61604,0,1,1,Rent,0,11160
56987,0,0,1,Rent,0,11161
34272,1,1,1,Own,0,11162
47140,1,1,0,Own,19,11163
46511,1,1,1,Own,0,11164
34730,0,1,1,Own,0,11165
34849,1,1,1,Own,2,11166
40123,0,0,1,Rent,7,11167
89648,1,0,0,Rent,0,11168
41515,1,1,0,Rent,0,11169
35199,1,1,1,Own,13,11170
31452,1,1,1,Rent,1,11171
74779,1,1,1,Rent,0,11172
79775,0,1,1,Rent,0,11173
77416,0,1,1,Own,0,11174
58277,1,1,1,Own,10,11175
31404,1,1,1,Rent,0,11176
51214,1,0,0,Rent,8,11177
65099,1,1,1,Rent,0,11178
59156,1,0,1,Own,0,11179
44176,1,0,1,Rent,0,11180
42045,1,1,0,Own,1,11181
63429,0,1,1,Own,12,11182
52333,1,1,0,Own,0,11183
56823,0,1,0,Own,0,11184
121529,1,1,1,Own,14,11185
33775,1,1,1,Rent,0,11186
39598,1,0,0,Own,0,11187
57240,1,1,1,Own,22,11188
33259,1,0,0,Rent,0,11189
56564,1,1,0,Rent,11,11190
30015,0,1,1,Own,19,11191
76033,1,0,0,Rent,7,11192
64454,0,1,1,Own,0,11193
57399,1,1,0,Own,0,11194
100116,0,1,0,Own,0,11195
57439,1,1,0,Own,0,11196
33624,1,1,1,Own,0,11197
44832,1,1,1,Own,6,11198
47471,0,1,0,Own,2,11199
53902,0,0,0,Own,0,11200
57925,0,1,0,Own,0,11201
75074,1,0,1,Own,4,11202
118645,1,1,1,Rent,2,11203
35855,1,1,1,Own,0,11204
40716,1,1,1,Own,13,11205
45938,1,1,1,Own,6,11206
32562,1,1,1,Own,8,11207
63562,1,1,1,Rent,0,11208
30813,1,1,1,Own,0,11209
77651,0,1,1,Rent,15,11210
44769,0,1,0,Own,8,11211
35941,1,1,1,Rent,1,11212
48251,0,1,1,Own,0,11213
48800,1,1,0,Rent,10,11214
37573,1,1,0,Own,6,11215
43103,1,0,1,Rent,0,11216
92481,1,1,1,Own,9,11217
55902,0,0,0,Rent,13,11218
31131,1,1,1,Own,0,11219
46936,0,0,0,Rent,29,11220
37614,1,1,0,Own,0,11221
50674,1,0,1,Own,1,11222
55306,1,1,0,Rent,0,11223
43106,0,1,1,Own,21,11224
35963,1,0,1,Own,1,11225
54152,0,1,1,Rent,0,11226
34724,1,1,1,Own,20,11227
36962,0,1,1,Rent,16,11228
45663,1,0,1,Rent,6,11229
105422,1,1,0,Own,0,11230
33744,1,1,1,Rent,8,11231
65172,1,0,1,Own,7,11232
116142,1,1,0,Own,2,11233
110992,1,1,1,Own,0,11234
87972,1,1,1,Own,2,11235
62239,0,1,0,Rent,0,11236
72837,1,1,1,Own,5,11237
95402,0,1,1,Rent,0,11238
115774,0,0,0,Own,7,11239
56908,1,1,1,Rent,3,11240
30615,1,1,0,Rent,0,11241
56447,1,1,1,Rent,11,11242
54337,1,1,0,Rent,0,11243
36016,0,0,1,Rent,5,11244
56709,1,1,1,Rent,0,11245
30851,0,1,0,Own,6,11246
69269,1,1,0,Own,0,11247
80982,1,1,1,Rent,11,11248
37427,0,1,1,Own,0,11249
38236,1,1,1,Rent,0,11250
49839,1,1,1,Own,7,11251
42368,1,1,0,Rent,6,11252
122382,1,1,1,Own,8,11253
37947,1,0,0,Rent,0,11254
31854,1,0,1,Rent,0,11255
51659,1,1,0,Rent,0,11256
69323,0,1,0,Own,0,11257
71132,0,1,1,Own,0,11258
107488,1,1,1,Rent,0,11259
31589,0,1,1,Rent,12,11260
47647,1,1,0,Own,8,11261
33550,1,1,1,Rent,0,11262
32048,1,0,1,Own,0,11263
73853,0,1,0,Own,11,11264
103010,1,0,0,Own,0,11265
62251,1,1,1,Rent,0,11266
32202,0,1,1,Own,9,11267
55897,1,1,0,Rent,1,11268
41726,0,1,1,Own,0,11269
35236,1,0,1,Rent,0,11270
86352,1,1,1,Rent,4,11271
46813,1,1,0,Own,1,11272
39514,1,1,1,Own,0,11273
49976,0,1,0,Own,23,11274
84169,1,1,1,Own,0,11275
65940,1,1,1,Rent,0,11276
47056,1,0,1,Own,0,11277
43680,1,0,1,Own,0,11278
34077,0,1,0,Rent,3,11279
40319,0,1,1,Own,10,11280
31276,1,1,1,Own,9,11281
40541,1,1,1,Own,12,11282
87870,0,1,0,Own,11,11283
45291,1,1,0,Own,0,11284
68367,1,0,1,Rent,0,11285
40604,1,1,1,Own,0,11286
97337,1,0,0,Rent,0,11287
43533,0,0,1,Rent,4,11288
55773,1,1,0,Rent,0,11289
38997,1,1,1,Own,0,11290
55972,1,1,1,Own,19,11291
40333,1,1,1,Rent,9,11292
40495,0,1,1,Own,8,11293
67525,1,0,1,Own,6,11294
39288,1,1,0,Own,12,11295
58826,1,0,1,Own,8,11296
84208,1,1,0,Rent,0,11297
52740,1,1,1,Own,0,11298
86951,1,0,0,Rent,0,11299
47557,0,1,0,Own,0,11300
55796,1,0,0,Rent,13,11301
55415,0,0,1,Own,3,11302
47236,0,1,0,Own,2,11303
56272,1,0,0,Rent,18,11304
66516,0,0,1,Rent,0,11305
97628,0,1,0,Own,8,11306
57642,1,1,1,Rent,0,11307
61863,1,1,1,Own,0,11308
66070,0,1,1,Own,0,11309
47873,1,0,0,Own,4,11310
103609,0,0,1,Own,10,11311
32079,1,1,0,Own,4,11312
56729,1,0,1,Own,15,11313
99427,0,1,0,Own,0,11314
53791,0,0,1,Rent,11,11315
36626,1,0,0,Own,0,11316
53783,1,1,1,Own,20,11317
40295,1,1,1,Rent,3,11318
74622,1,0,1,Rent,0,11319
35311,1,1,0,Own,7,11320
34938,1,0,0,Own,13,11321
60993,1,0,1,Own,0,11322
32518,1,1,1,Rent,0,11323
76487,1,1,0,Rent,7,11324
45934,0,1,1,Rent,0,11325
44717,0,0,1,Own,3,11326
69602,0,1,0,Own,0,11327
58074,1,1,0,Own,0,11328
45998,1,0,0,Own,0,11329
53879,1,1,0,Own,0,11330
54965,1,0,1,Own,0,11331
101053,1,1,1,Rent,0,11332
86325,1,1,0,Rent,0,11333
53771,1,1,1,Rent,3,11334
63016,1,0,1,Rent,0,11335
83028,0,1,0,Rent,0,11336
110406,0,1,1,Rent,4,11337
63765,1,1,1,Rent,0,11338
38990,1,0,1,Own,0,11339
124993,0,1,1,Own,5,11340
75395,1,0,1,Rent,3,11341
47250,1,1,0,Own,0,11342
75031,0,1,1,Own,0,11343
71813,1,1,0,Rent,0,11344
62002,1,1,1,Own,0,11345
34391,1,1,1,Rent,8,11346
89492,0,0,0,Rent,13,11347
33713,1,1,1,Rent,0,11348
55716,1,1,1,Rent,7,11349
123082,0,1,1,Own,1,11350
61599,0,0,1,Rent,11,11351
38333,1,1,1,Own,8,11352
31560,1,1,0,Rent,7,11353
80206,0,1,0,Own,0,11354
31436,1,1,1,Own,0,11355
47877,1,0,1,Own,0,11356
98573,1,1,1,Own,2,11357
35968,1,1,1,Rent,0,11358
63859,1,0,0,Own,6,11359
54248,0,1,1,Own,0,11360
47429,1,1,1,Rent,12,11361
44108,0,1,1,Own,0,11362
47613,1,1,0,Own,0,11363
66530,0,1,0,Own,11,11364
43336,0,1,1,Rent,0,11365
32428,1,1,1,Own,0,11366
55356,0,1,0,Own,0,11367
53849,1,0,0,Rent,0,11368
45639,1,1,1,Own,4,11369
91976,1,0,1,Own,0,11370
35690,1,1,1,Rent,5,11371
36398,1,1,1,Own,1,11372
42806,1,1,1,Own,0,11373
35285,1,0,1,Own,0,11374
83514,0,0,1,Rent,13,11375
33933,1,0,0,Rent,19,11376
40608,0,1,1,Own,0,11377
74912,1,1,1,Own,9,11378
41412,1,1,0,Own,0,11379
55238,1,1,0,Own,0,11380
92650,1,1,0,Own,4,11381
67036,1,1,0,Own,18,11382
62537,1,1,1,Own,0,11383
79739,1,1,0,Own,6,11384
61869,1,1,1,Own,0,11385
113645,0,1,1,Own,0,11386
124993,0,1,1,Rent,19,11387
73510,0,0,1,Rent,4,11388
39403,1,1,1,Own,2,11389
53240,1,0,1,Own,0,11390
116659,0,1,1,Rent,0,11391
41136,0,1,1,Own,0,11392
57732,0,1,0,Own,0,11393
35037,1,1,1,Rent,12,11394
62934,1,1,1,Own,12,11395
36392,1,0,0,Rent,0,11396
69595,1,1,1,Rent,0,11397
30015,0,0,0,Rent,11,11398
48158,0,1,1,Own,7,11399
34670,0,0,0,Own,0,11400
74819,1,1,0,Own,7,11401
31548,1,1,0,Own,0,11402
113452,1,0,0,Rent,0,11403
41168,0,1,1,Own,0,11404
30563,1,1,1,Own,0,11405
105032,1,0,1,Rent,13,11406
51366,1,0,1,Rent,0,11407
36711,1,1,1,Rent,0,11408
64971,1,1,1,Own,9,11409
53740,1,0,1,Rent,3,11410
76919,1,1,0,Own,7,11411
37038,1,1,1,Rent,0,11412
35885,1,0,1,Rent,0,11413
34769,1,0,1,Own,0,11414
102646,1,1,0,Rent,7,11415
40025,0,1,0,Own,4,11416
71954,1,1,1,Rent,0,11417
72844,1,1,0,Own,0,11418
73343,1,1,1,Own,0,11419
54742,0,0,1,Own,0,11420
44307,1,1,1,Rent,8,11421
89208,0,0,1,Rent,0,11422
53041,0,1,1,Rent,0,11423
44575,0,0,1,Rent,0,11424
54793,0,1,0,Own,0,11425
34044,0,1,1,Rent,0,11426
94912,1,1,0,Own,0,11427
43364,1,1,0,Own,11,11428
41243,1,0,1,Own,0,11429
40818,1,1,0,Rent,0,11430
42519,1,1,1,Own,0,11431
40950,0,1,1,Own,2,11432
70171,1,1,1,Rent,0,11433
50648,1,1,1,Rent,9,11434
63791,1,1,0,Own,12,11435
34661,0,1,1,Own,18,11436
60264,1,0,1,Rent,15,11437
30015,1,0,0,Rent,19,11438
50945,1,1,0,Own,0,11439
57479,0,1,0,Own,0,11440
111024,1,1,1,Own,0,11441
37954,1,0,1,Rent,6,11442
73050,1,1,1,Rent,2,11443
34425,1,1,1,Own,0,11444
50501,1,1,0,Rent,0,11445
41098,1,1,1,Rent,0,11446
49134,0,1,0,Rent,4,11447
43802,1,1,1,Own,5,11448
46996,1,1,0,Rent,0,11449
42084,1,0,1,Rent,0,11450
39943,1,1,1,Own,7,11451
37665,0,1,1,Own,0,11452
116808,1,1,0,Rent,25,11453
85394,1,1,1,Rent,4,11454
46401,1,1,1,Own,0,11455
46955,1,1,0,Own,1,11456
60928,1,1,0,Rent,0,11457
112081,1,1,1,Rent,3,11458
36217,0,0,1,Rent,1,11459
41409,1,0,1,Own,0,11460
50961,1,1,0,Own,6,11461
40503,1,0,1,Own,7,11462
39820,1,0,1,Own,3,11463
93018,1,1,1,Own,2,11464
42702,1,0,0,Rent,0,11465
55780,0,1,1,Own,0,11466
76876,1,1,0,Rent,5,11467
42535,1,1,1,Own,7,11468
59089,0,0,1,Own,1,11469
43296,0,1,0,Rent,0,11470
74424,0,1,0,Own,0,11471
42427,1,1,0,Own,1,11472
36650,1,0,1,Own,0,11473
71558,1,1,0,Rent,0,11474
34150,1,1,0,Own,3,11475
42278,1,0,0,Rent,19,11476
84586,1,0,1,Own,8,11477
60352,1,1,1,Own,0,11478
82434,0,0,0,Rent,0,11479
104190,0,1,1,Own,0,11480
73766,1,1,0,Own,0,11481
34601,1,0,1,Rent,0,11482
46574,0,1,0,Own,6,11483
35256,1,0,1,Own,3,11484
76986,0,1,0,Own,0,11485
80376,1,1,1,Own,0,11486
64383,1,1,1,Rent,0,11487
85254,0,1,1,Rent,0,11488
56192,1,1,0,Own,0,11489
57969,1,1,1,Own,0,11490
32221,1,1,1,Rent,0,11491
39648,1,1,0,Own,0,11492
34500,0,1,0,Own,0,11493
90288,1,1,1,Own,0,11494
49923,1,1,1,Own,12,11495
47298,1,1,1,Own,2,11496
31049,1,1,1,Rent,0,11497
46200,1,1,1,Rent,11,11498
30015,0,1,0,Own,22,11499
76571,1,0,0,Own,0,11500
41426,1,1,1,Rent,8,11501
87395,0,1,1,Rent,8,11502
64677,0,1,1,Own,10,11503
48701,1,1,1,Own,15,11504
49396,1,1,0,Own,4,11505
48361,0,1,1,Rent,0,11506
46532,1,1,0,Own,0,11507
49969,1,0,0,Rent,0,11508
81228,1,0,0,Rent,0,11509
66742,1,1,1,Rent,0,11510
68302,1,1,0,Rent,3,11511
55516,1,1,1,Rent,12,11512
41796,0,1,0,Rent,0,11513
47603,1,1,0,Own,5,11514
40953,0,0,1,Rent,0,11515
39197,0,1,0,Rent,8,11516
31447,1,1,1,Own,15,11517
50729,0,1,0,Own,10,11518
54444,0,0,1,Rent,3,11519
48077,0,1,1,Rent,10,11520
103928,1,1,1,Own,0,11521
33444,1,1,1,Own,6,11522
34318,0,0,1,Rent,11,11523
75665,1,1,0,Rent,0,11524
47532,1,1,0,Own,0,11525
46518,0,1,1,Rent,0,11526
105507,1,0,1,Own,12,11527
31397,1,1,1,Own,0,11528
50424,1,0,0,Own,16,11529
46104,1,1,1,Own,0,11530
47864,0,0,1,Own,0,11531
41385,1,1,0,Own,0,11532
44905,0,1,1,Rent,0,11533
31188,0,1,1,Rent,0,11534
84678,1,1,0,Own,1,11535
96450,0,1,1,Own,0,11536
124993,1,0,1,Rent,13,11537
54497,1,1,1,Rent,3,11538
58051,1,1,0,Rent,0,11539
108002,0,1,1,Own,9,11540
67305,0,1,1,Rent,4,11541
52951,1,1,1,Rent,0,11542
80688,1,1,0,Own,13,11543
74212,1,1,1,Own,12,11544
40775,0,1,1,Own,10,11545
49429,1,1,1,Own,0,11546
33530,1,0,1,Own,0,11547
124060,0,1,0,Own,13,11548
88457,1,1,0,Own,6,11549
45458,1,0,0,Rent,2,11550
55272,1,1,0,Own,0,11551
37490,1,0,1,Rent,13,11552
64937,1,0,0,Own,0,11553
43878,1,0,1,Rent,0,11554
33839,1,1,1,Rent,0,11555
43166,1,0,1,Own,12,11556
65352,1,1,0,Rent,3,11557
61951,0,1,0,Own,3,11558
31679,0,1,0,Own,0,11559
66033,1,1,1,Rent,0,11560
90261,1,0,1,Rent,18,11561
53071,1,1,1,Rent,1,11562
67045,0,1,1,Own,0,11563
44092,0,1,1,Own,3,11564
94196,1,1,1,Own,8,11565
64675,1,1,0,Own,0,11566
73145,1,1,0,Rent,10,11567
75491,1,0,0,Rent,0,11568
78596,0,1,1,Own,0,11569
36268,1,1,1,Own,13,11570
43317,1,0,1,Own,0,11571
64066,0,1,1,Rent,7,11572
46121,1,1,1,Own,0,11573
75235,1,1,1,Own,4,11574
31752,1,0,0,Rent,0,11575
32416,0,1,0,Rent,2,11576
53337,1,1,1,Rent,1,11577
73049,1,1,1,Rent,0,11578
30015,0,1,0,Own,21,11579
37611,1,1,1,Own,8,11580
44902,0,0,1,Rent,17,11581
112847,0,1,1,Own,0,11582
37661,0,0,1,Own,0,11583
73935,1,1,1,Rent,0,11584
42518,1,1,1,Own,24,11585
63920,0,0,1,Own,0,11586
52372,0,1,1,Own,6,11587
40300,1,0,1,Rent,0,11588
82693,1,0,1,Own,6,11589
71341,1,0,1,Own,1,11590
57927,1,1,1,Rent,0,11591
46392,1,1,1,Own,0,11592
74584,0,1,1,Rent,0,11593
37676,1,1,0,Rent,7,11594
56457,0,1,0,Rent,2,11595
53147,1,0,1,Own,4,11596
96030,0,1,0,Rent,0,11597
36195,1,0,0,Own,8,11598
79297,1,1,0,Own,2,11599
36368,0,0,0,Rent,0,11600
52241,1,1,1,Own,0,11601
41023,1,1,0,Own,11,11602
88783,1,1,1,Rent,0,11603
106544,1,1,1,Rent,3,11604
54478,0,1,1,Own,9,11605
38945,1,1,1,Rent,0,11606
47304,1,1,1,Rent,0,11607
31458,1,1,0,Own,0,11608
33664,1,0,1,Rent,0,11609
49825,1,1,1,Own,3,11610
69402,1,0,1,Rent,0,11611
56172,1,1,1,Rent,13,11612
65822,1,0,0,Rent,0,11613
33047,1,0,0,Rent,0,11614
58049,0,1,1,Own,0,11615
35925,0,1,1,Own,0,11616
40539,1,1,0,Rent,0,11617
89110,1,0,0,Rent,0,11618
55833,1,0,0,Own,0,11619
30364,1,1,1,Own,0,11620
57605,0,1,0,Own,4,11621
34120,0,0,0,Rent,0,11622
63586,0,1,0,Rent,0,11623
66166,1,1,1,Rent,0,11624
92675,1,1,1,Own,0,11625
77638,1,1,0,Own,8,11626
55870,1,1,1,Own,0,11627
30112,1,1,1,Rent,3,11628
51182,1,0,1,Own,0,11629
43844,0,0,1,Rent,0,11630
30041,0,1,0,Own,0,11631
69599,1,1,1,Rent,0,11632
74807,1,1,1,Rent,11,11633
43727,0,1,0,Rent,0,11634
51278,0,1,0,Rent,0,11635
31705,1,1,1,Rent,3,11636
68626,1,1,1,Rent,12,11637
36697,1,1,0,Own,0,11638
34929,0,0,1,Own,19,11639
30429,1,1,1,Own,3,11640
39013,1,1,1,Own,0,11641
78311,0,1,1,Own,0,11642
94172,0,0,1,Own,0,11643
39562,1,1,1,Rent,0,11644
33033,1,1,1,Own,0,11645
55716,1,1,0,Rent,5,11646
51794,1,1,1,Rent,12,11647
84428,1,1,0,Rent,0,11648
100389,1,1,1,Rent,0,11649
84592,1,1,1,Own,7,11650
64090,1,1,1,Rent,9,11651
66707,1,1,0,Rent,31,11652
45303,0,1,0,Rent,5,11653
94035,1,1,1,Own,6,11654
49575,1,0,0,Rent,0,11655
30858,0,1,1,Own,0,11656
63260,1,0,0,Rent,0,11657
48291,0,0,0,Rent,22,11658
