vehicle_made_year,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,vehicle_mileage,vehicle_key
2023,Compact,26049.738,blue,31431.79932,104297,15458
2024,Medium,15000,blue,20105.72254,68443,15459
2022,Large,15000,red,58881.74076,104064,15460
2012,Compact,15270.89596,gray,38208.45387,112342,15461
2024,Compact,15000,white,24240.51493,111323,15462
2017,Medium,31688.14816,red,23603.06354,110590,15463
2025,Compact,15000,other,29747.29963,51981,15464
2023,Large,33814.94583,blue,33184.70079,125093,15465
2021,Medium,38433.81728,other,10241.92816,71230,15466
2024,Medium,15000,silver,8576.463178,66105,15467
2024,Large,61494.80377,silver,25446.1057,109672,15468
2025,Large,18064.70604,gray,18788.98963,61302,15469
2026,Medium,28329.34413,other,23633.21158,93577,15470
2027,Large,15000,red,24354.48237,85237,15471
2024,Large,15000,blue,6784.514096,56170,15472
2016,Large,16162.95152,red,10521.38226,85245,15473
2026,Compact,68442.38052,silver,25492.03421,145130,15474
2026,Medium,65999.2103,black,13249.56938,96418,15475
2027,Medium,15000,red,58117.76914,87723,15476
2022,Compact,15000,blue,11767.06744,18882,15477
2009,Large,15000,other,4484.884039,60319,15478
2021,Medium,72528.43767,other,31111.02991,76465,15479
2004,Compact,15000,blue,27508.19448,69361,15480
2023,Compact,15000,blue,14741.37747,42163,15481
2014,Compact,23336.55375,black,27818.0648,63222,15482
2017,Medium,15000,black,4350.803858,108671,15483
2023,Medium,34366.96379,white,39415.50525,66181,15484
2016,Compact,15000,red,17172.25685,44376,15485
2023,Large,60045.16332,other,16611.93456,65206,15486
2026,Medium,15000,blue,17585.89098,100865,15487
2024,Medium,47986.62932,gray,29266.53975,65680,15488
2026,Medium,31882.68202,gray,20239.05324,60978,15489
2020,Medium,62875.47624,blue,36697.6635,108231,15490
2027,Compact,89772.3855,gray,10637.86699,72130,15491
2022,Medium,59417.82386,blue,38168.94101,51522,15492
2017,Compact,15000,white,22041.15072,77812,15493
2026,Medium,23572.12897,black,19262.80155,75646,15494
2021,Medium,15000,white,14739.24126,56252,15495
2024,Compact,15000,blue,8662.401067,47008,15496
2017,Medium,15000,white,17497.4903,121738,15497
2026,Compact,15000,white,45789.71563,70977,15498
2024,Medium,76542.33464,black,16846.8899,50021,15499
2022,Compact,15000,blue,17180.00333,129035,15500
2025,Compact,45447.76944,white,28057.69819,101561,15501
2026,Large,15000,other,16815.28118,47078,15502
2024,Large,42202.26001,white,37659.84862,100497,15503
2022,Compact,15000,black,39584.78065,53982,15504
2025,Large,15000,black,19439.02085,137116,15505
2016,Large,46987.34893,silver,21383.35835,133533,15506
2022,Large,15000,gray,14364.42776,58444,15507
2025,Large,15000,silver,18381.57665,96815,15508
2024,Medium,27487.60242,other,35172.38154,26266,15509
2025,Medium,15000,black,20639.60683,59049,15510
2024,Compact,15000,white,34122.93456,32427,15511
2026,Medium,56056.32256,blue,17157.08816,61806,15512
2018,Medium,15000,blue,54399.70498,76937,15513
2024,Large,67849.3174,silver,18839.88474,68187,15514
2027,Compact,61733.3218,gray,43062.4577,47739,15515
2022,Compact,36359.09221,blue,17672.14599,56281,15516
2023,Medium,34149.3187,black,24368.58073,72253,15517
2017,Compact,25038.28198,black,34041.07588,106225,15518
2023,Medium,64946.56438,black,16285.89218,53285,15519
2023,Large,54055.16684,white,26884.58664,107471,15520
2025,Compact,15000,gray,21632.23838,73801,15521
2024,Medium,46671.00047,black,23281.97875,81154,15522
2027,Large,36608.48268,white,27867.66748,175060,15523
2024,Compact,61598.96372,silver,36241.10764,92846,15524
2023,Large,15000,black,7312.534591,99103,15525
2016,Medium,15000,blue,10957.36602,44250,15526
2013,Compact,56773.95394,other,25756.33539,118268,15527
2025,Compact,48490.85975,gray,41655.85819,113633,15528
2016,Large,15000,gray,8362.705135,58748,15529
2026,Large,15000,gray,36478.48966,79449,15530
2017,Large,15495.26181,gray,14528.37973,124212,15531
2024,Compact,48674.0821,other,23324.82368,101836,15532
2022,Large,15000,white,12135.57416,41342,15533
2024,Large,56595.97346,red,14100.8605,103899,15534
2017,Large,15000,red,27321.06761,47675,15535
2022,Compact,34337.06516,blue,19537.13638,99548,15536
2019,Medium,60624.83798,other,26461.68301,42878,15537
2025,Large,15000,silver,37357.24489,49463,15538
2026,Medium,34210.63236,other,32176.35219,97602,15539
2023,Large,15000,silver,40563.95393,44258,15540
2027,Large,15000,gray,11412.32613,87391,15541
2026,Medium,15000,silver,20958.22043,103779,15542
2022,Large,20050.31486,silver,11484.42081,37460,15543
2021,Medium,15000,black,25817.58578,96622,15544
2026,Large,39618.18214,red,14552.84021,44186,15545
2024,Compact,15000,silver,13931.15152,61842,15546
2025,Medium,43083.90352,other,19506.52089,72404,15547
2018,Large,15000,gray,37788.7374,59507,15548
2014,Medium,15000,gray,26707.46021,65357,15549
2021,Medium,18820.30406,red,39592.7468,112390,15550
2012,Compact,86671.17892,silver,12851.73261,73055,15551
2023,Medium,34812.34263,other,16496.13149,44542,15552
2018,Large,48872.58678,gray,31844.3403,68701,15553
2026,Medium,15000,black,21898.88616,75115,15554
2026,Compact,48421.10694,other,26529.29534,99768,15555
2018,Medium,25453.0983,black,17729.73905,39554,15556
2026,Large,15000,gray,12921.71078,79599,15557
2021,Large,15000,red,30343.71167,120498,15558
2027,Compact,28954.08645,gray,17871.42849,29994,15559
2027,Medium,20385.09235,other,41052.1753,28053,15560
2018,Large,31677.9974,red,12368.98869,112142,15561
2025,Medium,15000,red,7533.201103,86826,15562
2025,Large,15391.1005,other,24092.35014,91219,15563
2026,Large,74743.38993,silver,21568.40432,98189,15564
2025,Large,15000,red,27437.05401,69745,15565
2016,Large,15000,other,15629.27404,51983,15566
2024,Compact,24810.1869,white,36760.79969,12279,15567
2026,Medium,15000,white,14680.33702,47448,15568
2023,Medium,15000,black,26289.50932,38173,15569
2024,Medium,15000,other,26065.23955,113434,15570
2022,Compact,33922.46951,blue,32935.52724,60732,15571
2023,Large,77239.82248,black,15715.42369,96357,15572
2024,Large,77244.25803,blue,10322.6894,91752,15573
2021,Medium,15000,blue,15678.53794,97035,15574
2023,Large,15000,other,12017.23738,131037,15575
2026,Medium,15000,blue,18770.47315,78845,15576
2024,Large,15000,other,19849.68667,56407,15577
2024,Compact,47331.16752,silver,19642.50926,59207,15578
2024,Large,15000,red,17295.63771,88905,15579
2022,Compact,15000,red,14486.6109,37604,15580
2023,Compact,21036.03943,other,43928.06958,103916,15581
2023,Large,15000,silver,27119.21033,131414,15582
2017,Medium,15000,black,33149.54864,79224,15583
2023,Medium,15000,silver,30321.44328,84640,15584
2011,Large,15000,blue,26892.16878,44694,15585
2022,Medium,42454.29261,other,12422.80302,38807,15586
2023,Compact,15000,red,20257.49025,62421,15587
2025,Medium,38105.46206,other,6890.248858,78825,15588
2022,Compact,15000,gray,15734.40778,21991,15589
2025,Compact,28293.07145,silver,26753.69746,58290,15590
2017,Medium,16463.20064,white,7306.1245,98467,15591
2025,Compact,32910.77222,black,15830.22869,90253,15592
2022,Compact,77008.06963,red,21095.05034,47173,15593
2024,Compact,26937.53625,white,21811.98716,112867,15594
2022,Large,15000,other,23655.75598,68267,15595
2027,Compact,22919.61831,silver,22262.41197,83320,15596
2024,Compact,20063.65544,black,17128.71227,92519,15597
2024,Compact,15000,red,20489.89211,110329,15598
2026,Compact,38243.40909,silver,23135.74453,73938,15599
2020,Medium,15000,blue,34762.38137,70331,15600
2025,Large,15000,red,20266.27605,90087,15601
2025,Medium,15000,white,50426.63844,66367,15602
2014,Large,24110.10059,red,29975.28822,79446,15603
2025,Medium,15000,red,10077.06998,94453,15604
2019,Medium,15000,silver,52931.17531,60910,15605
2018,Large,62367.47646,silver,30977.94623,60450,15606
2024,Medium,15000,white,46178.89351,78772,15607
2021,Large,15000,gray,31737.62939,68015,15608
2024,Compact,15000,gray,18565.25396,123871,15609
2024,Large,47846.83221,gray,25647.67122,100514,15610
2022,Compact,15000,white,19289.08307,121802,15611
2020,Compact,31646.59278,white,14664.80457,86103,15612
2026,Medium,15000,silver,12256.64958,82793,15613
2023,Compact,44205.45502,silver,10028.27988,77387,15614
2016,Medium,21754.94288,black,16514.62963,146476,15615
2017,Large,17003.8813,other,25547.4591,65498,15616
2022,Medium,33893.86266,silver,5822.816281,104249,15617
2025,Large,33961.96405,black,15749.21987,46884,15618
2016,Compact,30371.04539,white,17633.52631,68190,15619
2026,Compact,55007.19932,white,10734.75241,60695,15620
2027,Medium,36886.06503,black,31050.45752,95966,15621
2024,Large,39307.84646,silver,30977.94623,81371,15622
2023,Medium,15000,silver,35937.78748,94435,15623
2023,Large,18547.38205,silver,41208.12907,106965,15624
2027,Medium,15000,silver,19774.34618,74516,15625
2022,Medium,23400.67951,gray,10814.51996,155627,15626
2024,Large,15000,gray,38244.85504,124304,15627
2020,Medium,15000,other,57358.77332,34354,15628
2024,Large,60192.12869,blue,10278.41885,45999,15629
2025,Medium,21333.60646,other,34098.09336,59616,15630
2018,Large,15000,black,16095.5207,130061,15631
2025,Compact,25064.62889,other,5905.1771,107050,15632
2019,Large,15000,silver,22074.46898,111470,15633
2008,Compact,62443.05843,gray,6722.731474,65361,15634
2027,Compact,50521.1816,white,29226.48324,76807,15635
2021,Large,59668.79799,white,47757.04269,96401,15636
2021,Medium,15000,black,7822.163775,116563,15637
2027,Large,51266.62814,white,13628.97477,74109,15638
2013,Large,34169.71428,red,28794.78236,500,15639
2023,Medium,61101.67917,white,26065.46403,106039,15640
2025,Medium,15000,white,23720.15549,59125,15641
2022,Compact,43513.10501,silver,13147.71275,77192,15642
2023,Compact,15000,other,11927.12856,125644,15643
2024,Medium,48051.77908,other,35279.73791,101521,15644
2020,Medium,15000,red,10641.6278,73937,15645
2024,Medium,15000,white,32286.10887,124448,15646
2026,Compact,15000,blue,23838.94659,122907,15647
2019,Large,15000,other,37142.43414,75696,15648
2007,Large,15000,black,44293.13103,94171,15649
2026,Compact,15000,blue,14724.51408,80326,15650
2025,Medium,67685.99419,silver,41247.11491,88858,15651
2025,Large,33452.45499,black,24816.36105,62190,15652
2026,Compact,40476.27493,black,25663.2794,14290,15653
2027,Medium,92867.35441,other,10809.40566,118428,15654
2019,Medium,15000,silver,37959.11426,38290,15655
2025,Medium,27759.1963,red,10443.91978,96468,15656
2024,Medium,25237.75565,black,28368.88965,48312,15657
2024,Medium,37985.88496,red,8084.463006,125455,15658
2025,Large,15000,black,13555.854,69385,15659
2024,Large,15000,black,17137.43667,103030,15660
2018,Compact,54852.49557,white,18607.51792,124942,15661
2026,Large,20826.60933,gray,22590.36696,103576,15662
2020,Large,30178.45645,blue,11533.33464,46995,15663
2014,Large,15000,other,20600.95865,38839,15664
2024,Large,15000,white,8787.878926,91757,15665
2027,Compact,60002.35064,black,16910.33994,62888,15666
2021,Medium,15000,blue,23522.73925,83378,15667
2022,Large,45430.77527,white,28316.55034,81738,15668
2022,Large,15000,black,9286.885448,56249,15669
2023,Compact,31038.45699,red,16849.72226,51350,15670
2024,Large,15000,other,17710.03461,79357,15671
2024,Medium,17898.98338,red,19870.94381,82577,15672
2025,Compact,15000,other,58145.29423,94888,15673
2022,Large,15000,blue,33446.80933,93264,15674
2020,Medium,15000,red,9433.563831,119847,15675
2024,Compact,15000,blue,17082.31371,59061,15676
2023,Large,15000,gray,44589.64976,112120,15677
2022,Medium,15000,other,23668.32463,75935,15678
2024,Compact,43739.40351,silver,16176.04761,33842,15679
2025,Medium,15000,other,8971.264925,67334,15680
2022,Large,15000,white,11463.68049,64077,15681
2026,Large,15000,gray,13974.04001,63086,15682
2024,Compact,15000,white,8609.070653,59034,15683
2019,Large,15000,blue,30031.51933,78511,15684
2026,Medium,15000,silver,35166.24109,58730,15685
2022,Compact,26469.66698,gray,25938.14582,72144,15686
2022,Large,15000,other,8018.645393,131857,15687
2026,Medium,17650.59784,gray,25978.47765,84742,15688
2025,Large,34980.57063,other,7040.172679,45404,15689
2021,Compact,15000,black,28611.83789,53951,15690
2020,Medium,15000,blue,20011.94369,62949,15691
2025,Compact,56552.43965,silver,7518.065319,81714,15692
2027,Compact,23958.46709,white,9498.448052,73061,15693
2003,Compact,15905.74104,red,27365.32446,102009,15694
2025,Medium,15000,gray,8048.923411,116162,15695
2012,Compact,40128.28248,white,24596.01713,73871,15696
2025,Large,18584.83227,black,25170.92686,78728,15697
2013,Compact,15000,gray,9628.569961,81745,15698
2022,Compact,59513.33098,gray,8124.521273,103044,15699
2014,Large,50953.51237,black,42173.07854,32326,15700
2023,Medium,15000,other,31111.02991,106699,15701
2025,Medium,15000,black,28600.37074,90678,15702
2024,Medium,17822.92203,silver,42623.71767,84852,15703
2022,Medium,33934.03199,gray,20097.14588,64615,15704
2020,Large,15000,other,27335.55933,83176,15705
2023,Large,39624.05273,silver,8109.676739,76905,15706
2027,Large,15000,silver,22930.37843,94684,15707
2022,Compact,58255.62,gray,30818.77679,90886,15708
2018,Large,45345.25383,blue,7980.931058,50020,15709
2025,Medium,48404.79416,red,23749.10751,70323,15710
2025,Large,15000,white,4441.612794,100035,15711
2026,Medium,15000,black,29972.40144,63168,15712
2013,Large,78576.37705,white,16065.76195,71991,15713
2023,Compact,58137.45165,other,28967.23817,76509,15714
2020,Compact,15000,red,38982.86115,80102,15715
2018,Large,42318.42221,other,38881.46024,110826,15716
2025,Large,15000,white,15247.77794,112842,15717
2027,Large,15000,gray,10814.51996,65609,15718
2012,Compact,79656.7317,white,20006.4784,143429,15719
2023,Compact,18566.61892,white,12706.47722,82868,15720
2026,Medium,15000,white,19600.08131,81087,15721
2022,Large,15000,other,31494.58733,60286,15722
2026,Large,15000,blue,10962.70489,89518,15723
2026,Compact,37746.24869,other,25069.39207,60707,15724
2024,Compact,25686.41741,blue,8651.893459,58834,15725
2026,Medium,15000,black,14022.83671,49917,15726
2025,Large,38836.9813,silver,14958.37746,74005,15727
2026,Medium,68807.03903,white,10662.66099,58979,15728
2025,Large,50512.68186,black,13533.83558,87865,15729
2017,Large,53922.61489,black,5354.176927,49384,15730
2023,Large,15000,gray,17918.70078,74519,15731
2022,Medium,64095.54644,black,18095.04411,80917,15732
2026,Large,45016.47189,gray,14057.28313,73853,15733
2023,Large,30103.4205,red,40313.40684,26008,15734
2024,Medium,45395.16096,blue,38349.07565,64420,15735
2020,Compact,59624.10999,other,13825.30566,100890,15736
2018,Large,15000,red,22877.82932,75752,15737
2023,Large,15000,red,24218.45524,79724,15738
2025,Compact,15000,white,28020.15912,69913,15739
2019,Large,50193.49177,gray,32979.00332,123027,15740
2027,Compact,24762.60368,blue,24057.34357,37615,15741
2023,Medium,59161.83194,black,31297.68666,86509,15742
2022,Compact,15000,white,13376.57112,51740,15743
2024,Medium,43719.19211,white,15850.26097,108106,15744
2027,Large,41411.77998,blue,6680.720147,84058,15745
2026,Large,24763.19807,red,6321.57229,145832,15746
2020,Medium,43789.51717,black,28686.33789,111590,15747
2022,Medium,80381.77575,white,36465.55554,86251,15748
2023,Compact,43426.4762,blue,37118.21807,79005,15749
2023,Medium,96558.40902,black,32689.96608,35403,15750
2024,Medium,15000,blue,18862.4337,93117,15751
2023,Compact,15000,white,31121.70641,52750,15752
2027,Medium,37560.65333,red,24003.87194,77449,15753
2016,Large,16663.58827,red,11051.94632,89267,15754
2025,Large,15000,gray,26340.33121,119649,15755
2023,Large,15000,blue,23880.80199,62969,15756
2024,Compact,72719.30293,black,22731.17802,91190,15757
2021,Medium,15000,red,27458.48379,110255,15758
2024,Compact,15000,blue,25181.09567,121597,15759
2023,Large,15000,gray,29552.08541,76716,15760
2026,Large,43565.68987,white,16873.99065,71500,15761
2022,Medium,30935.42689,white,17135.79051,90283,15762
2026,Large,52058.55982,red,17197.8237,87384,15763
2024,Large,81855.93699,blue,33836.17943,108269,15764
2026,Medium,70728.33264,black,19183.34389,83657,15765
2024,Large,34368.97587,gray,14600.20625,35893,15766
2025,Medium,15000,blue,16622.99326,97070,15767
2023,Large,15000,silver,14848.91851,92067,15768
2009,Large,28149.81569,other,20264.20881,58504,15769
2025,Compact,15000,gray,18601.08915,52191,15770
2026,Medium,15000,black,14926.23874,98874,15771
2024,Medium,15000,silver,20431.56248,67811,15772
2021,Medium,15000,gray,27352.10871,49920,15773
2024,Medium,48977.08875,gray,20423.71115,93964,15774
2023,Medium,76336.81307,silver,15876.6849,49020,15775
2013,Medium,15000,white,10086.82991,114759,15776
2027,Medium,15000,silver,10653.10708,40681,15777
2023,Large,15848.5019,other,37274.13276,94183,15778
2022,Medium,48310.98164,black,15605.95976,53899,15779
2023,Compact,52873.73029,other,14094.21006,127753,15780
2025,Compact,111834.1454,blue,30346.36627,108210,15781
2020,Medium,15000,blue,21249.2847,27512,15782
2023,Compact,15000,blue,25678.20027,75668,15783
2025,Compact,15561.87643,white,32475.30296,98709,15784
2025,Large,15000,white,5748.555561,108925,15785
2018,Compact,15000,red,19221.50069,124578,15786
2022,Medium,26412.38356,black,15365.28918,45229,15787
2026,Medium,15000,black,21236.34427,61492,15788
2025,Medium,15000,other,34272.13486,58377,15789
2022,Compact,70127.13414,red,17709.0342,106424,15790
2022,Compact,32418.34094,red,14646.29302,112015,15791
2027,Large,22845.90607,gray,35047.54354,36396,15792
2022,Large,36748.94652,blue,21076.06831,91013,15793
2019,Compact,27500.1954,gray,27968.49982,80002,15794
2021,Medium,42670.69411,black,25585.5291,67959,15795
2023,Medium,15000,red,26722.22673,66289,15796
2018,Compact,15000,other,8404.115536,75701,15797
2027,Large,15000,blue,61693.2554,66880,15798
2023,Compact,22780.28939,red,24097.71418,99675,15799
2023,Medium,38627.68208,silver,9906.362176,77289,15800
2027,Medium,48942.93276,white,33748.47409,112558,15801
2022,Compact,15000,red,15867.51203,78915,15802
2024,Large,27144.02755,blue,9327.890326,80865,15803
2019,Compact,25767.26233,red,20529.52476,97787,15804
2018,Large,15000,blue,30747.78962,79078,15805
2024,Medium,26670.62511,black,43419.68978,72195,15806
2021,Compact,43582.9187,silver,13458.68865,69540,15807
2014,Compact,15000,white,13057.86327,93902,15808
2025,Medium,82329.84307,red,20720.68948,59553,15809
2025,Large,37264.85842,blue,31452.11379,40970,15810
2023,Large,36517.6666,white,21374.33583,107665,15811
2026,Medium,15000,gray,10559.60003,13899,15812
2027,Compact,15000,blue,25515.8919,73771,15813
2024,Large,30612.40831,blue,40075.62713,111413,15814
2027,Large,53588.15104,other,11908.59459,124858,15815
2023,Compact,15000,gray,16404.93263,78736,15816
2025,Compact,43104.07862,gray,9835.48581,60200,15817
2022,Compact,23119.88014,white,25066.57999,58887,15818
2021,Compact,52943.88116,black,22074.46898,106181,15819
2025,Medium,15000,red,45604.32635,89634,15820
2026,Large,19347.65349,silver,26361.73421,124870,15821
2021,Compact,15000,white,12842.59607,67179,15822
2026,Large,15000,white,25784.57861,54785,15823
2019,Large,49745.25317,silver,24783.04768,59426,15824
2027,Compact,20689.41232,silver,8296.787233,74106,15825
2026,Large,32972.04581,gray,14397.78409,94270,15826
2012,Compact,15000,red,19074.84862,74770,15827
2024,Medium,15000,white,35179.79336,37910,15828
2024,Medium,15000,white,26008.1004,94077,15829
2023,Large,15000,gray,37251.18359,64200,15830
2026,Large,36176.35366,red,13228.70885,55314,15831
2027,Large,15000,silver,20711.01256,71754,15832
2019,Medium,15000,white,21738.15301,40083,15833
2023,Compact,15000,red,16226.03101,79362,15834
2023,Medium,15000,blue,9497.060829,78415,15835
2022,Large,15000,silver,12297.30875,47704,15836
2018,Medium,15000,silver,46187.21533,80624,15837
2023,Compact,22459.18659,red,10646.45897,77828,15838
2015,Medium,53574.83189,white,9746.469943,110597,15839
2019,Medium,15000,white,32466.26572,91705,15840
2024,Large,33083.23365,red,22430.12473,39506,15841
2022,Compact,19561.2335,black,18277.72925,104003,15842
2026,Large,27745.82129,blue,19805.48311,86091,15843
2022,Medium,27960.47021,gray,12600.76119,106962,15844
2022,Large,15000,blue,14573.04637,124338,15845
2025,Medium,39434.83261,black,9274.155881,79570,15846
2024,Medium,35924.19025,blue,43159.60878,32882,15847
2022,Large,50967.32166,red,10837.54293,49785,15848
2023,Large,69253.10769,white,28743.87355,80002,15849
2025,Large,15000,black,24934.75603,51749,15850
2023,Compact,91259.36317,other,21404.37545,86649,15851
2024,Medium,53581.6539,blue,31384.90468,96037,15852
2027,Large,43031.39652,other,29972.46715,100976,15853
2026,Medium,15000,gray,19211.33976,81977,15854
2027,Medium,15000,red,41500.08967,119359,15855
2010,Medium,15000,white,29168.71885,133490,15856
2025,Compact,34402.42542,blue,19277.28839,88319,15857
2023,Large,15000,other,6949.490413,86416,15858
2020,Large,24180.06529,gray,16853.51598,59275,15859
2023,Large,38692.37344,silver,17466.94576,500,15860
2019,Medium,21158.26272,black,19253.59418,110297,15861
2022,Compact,15000,red,16474.54344,102660,15862
2027,Compact,77257.43793,gray,19397.54392,104110,15863
2025,Large,15000,gray,8039.369305,60220,15864
2023,Large,15000,gray,20133.74388,67875,15865
2018,Large,80854.78761,blue,18466.61887,83194,15866
2023,Large,31537.05089,white,24663.60204,62837,15867
2025,Large,58797.05244,black,10460.4278,19601,15868
2023,Medium,23119.88014,white,45511.15041,64449,15869
2022,Medium,32214.24797,black,31316.38027,56769,15870
2024,Medium,15000,red,32986.73524,82744,15871
2023,Medium,15000,red,23963.59734,107985,15872
2017,Medium,15000,silver,32311.41344,54172,15873
2023,Compact,15000,other,38208.45387,70430,15874
2019,Large,34243.67036,gray,32319.77322,81778,15875
2026,Compact,15000,gray,13921.97718,106120,15876
2026,Compact,64471.37589,black,13145.54427,89205,15877
2016,Large,15000,blue,18370.09136,67265,15878
2014,Large,15000,white,13468.10963,104227,15879
2021,Medium,36013.63137,red,16529.13229,54765,15880
2019,Compact,25029.71112,blue,22031.14389,70226,15881
2022,Compact,15000,black,21421.8004,77884,15882
2026,Medium,30195.24538,red,27585.90279,96951,15883
2027,Compact,36270.26393,gray,24908.79757,77517,15884
2024,Medium,15000,other,78684.52201,119454,15885
2007,Compact,32609.62317,white,14026.46633,92597,15886
2025,Medium,49427.53308,blue,31252.29201,114724,15887
2023,Compact,38044.6289,gray,13818.75346,57721,15888
2022,Medium,48634.28477,white,23344.2287,85460,15889
2021,Medium,27137.93663,other,39851.03176,57392,15890
2011,Medium,42856.87359,blue,39830.68393,97147,15891
2026,Medium,15000,white,33610.1898,135521,15892
2025,Compact,29431.48947,other,19246.44067,87846,15893
2025,Large,15000,blue,9498.448052,150640,15894
2018,Medium,15000,white,30601.56378,95103,15895
2025,Medium,64368.79665,silver,28926.48299,72422,15896
2027,Large,34053.08987,gray,6530.047628,40031,15897
2024,Compact,15000,white,27505.85664,95714,15898
2023,Large,15000,red,20417.31735,145608,15899
2024,Large,15000,gray,21043.03248,149593,15900
2022,Compact,29457.03429,silver,17841.65124,153975,15901
2024,Large,64989.84989,black,33135.61728,114831,15902
2022,Large,15000,red,10816.15924,55503,15903
2023,Medium,15000,red,12738.95862,65739,15904
2026,Medium,15000,black,38025.51779,83242,15905
2021,Medium,54572.12385,white,10505.46492,128995,15906
2016,Compact,24626.87777,red,8956.8459,104810,15907
2026,Large,65021.82958,white,11392.19386,47837,15908
2026,Medium,15000,red,11587.50216,116570,15909
2026,Large,15000,other,7990.640306,36288,15910
2021,Medium,15000,white,12592.4274,112067,15911
2025,Large,15000,gray,27151.87078,74131,15912
2024,Large,15000,blue,13524.93924,92572,15913
2024,Medium,65226.37341,gray,23576.9134,75999,15914
2025,Medium,23377.98405,red,35832.46857,103495,15915
2027,Compact,63893.71197,red,25547.4591,52233,15916
2022,Compact,17893.39399,gray,23274.02666,79644,15917
2024,Compact,15000,other,12267.69836,79506,15918
2027,Medium,15000,blue,16919.67886,173748,15919
2021,Large,48766.33885,blue,16209.34122,118417,15920
2022,Medium,49517.95576,white,15426.00937,112455,15921
2024,Large,15000,blue,11418.01583,19212,15922
2024,Compact,15000,red,26123.35223,72437,15923
2022,Compact,51675.32031,red,26928.87913,114108,15924
2025,Compact,28694.47534,blue,27728.21099,77698,15925
2021,Large,15000,black,14330.55981,76317,15926
2026,Large,15000,white,6983.752426,66819,15927
2019,Compact,45957.38758,blue,12820.85883,69651,15928
2024,Compact,71130.6265,other,12422.80302,57089,15929
2027,Medium,15000,black,18004.78407,60344,15930
2027,Medium,15000,red,18397.44352,92382,15931
2026,Large,41431.0467,blue,17810.42752,118841,15932
2022,Large,67531.45214,other,37520.84907,133375,15933
2023,Large,15000,silver,9600.703529,104080,15934
2021,Large,15000,blue,35263.86452,108825,15935
2024,Medium,15000,red,16037.83226,71063,15936
2027,Compact,57495.78067,other,39333.99686,74549,15937
2027,Compact,24956.96245,white,28883.11449,17336,15938
2021,Compact,24719.08545,blue,36079.1552,99606,15939
2024,Compact,15000,red,40556.60512,88723,15940
2022,Large,30277.21565,red,14057.28313,78190,15941
2025,Medium,24781.2535,black,5217.133613,100418,15942
2024,Compact,44953.73786,silver,45382.384,70718,15943
2022,Compact,27532.61065,red,20707.49143,86551,15944
2013,Compact,44282.67829,other,22673.47037,88372,15945
2020,Large,30779.08838,black,27306.42413,110245,15946
2022,Medium,15000,gray,25346.46192,102173,15947
2025,Medium,54511.60828,white,18359.91068,121764,15948
2023,Compact,18391.81371,blue,15964.53963,46927,15949
2019,Compact,15000,white,38881.46024,65937,15950
2027,Large,25524.08605,silver,18793.02215,56157,15951
2013,Medium,30410.54345,white,22352.50562,43535,15952
2022,Medium,30347.63719,blue,15591.0622,49500,15953
2009,Medium,37362.97289,silver,36465.55554,155809,15954
2009,Medium,15000,gray,26159.28025,59659,15955
2015,Medium,33798.28246,black,14732.86554,137559,15956
2010,Large,20931.13866,blue,10016.679,41790,15957
2024,Compact,15000,red,38919.67614,58520,15958
2019,Large,34958.62563,silver,40906.69252,100250,15959
2026,Medium,15000,silver,37368.96382,73247,15960
2025,Large,15000,silver,21286.38727,55971,15961
2014,Compact,21600.05542,gray,32323.03037,67421,15962
2023,Medium,76062.05168,gray,14617.4889,78611,15963
2018,Large,15000,white,36328.343,76885,15964
2025,Medium,36306.45725,white,26348.69075,93989,15965
2024,Compact,15000,other,25281.98986,78415,15966
2026,Compact,15000,red,43957.3153,49703,15967
2022,Compact,15000,white,18262.64797,91810,15968
2025,Compact,36277.56985,red,14367.42923,56328,15969
2024,Medium,15000,blue,19188.06397,14620,15970
2025,Large,15000,white,17257.26835,88328,15971
2026,Large,33381.16116,black,58275.56308,61353,15972
2027,Compact,15000,other,12678.15302,91436,15973
2024,Medium,24899.74562,white,30255.49255,112980,15974
2021,Compact,39785.54705,silver,43218.28983,84193,15975
2023,Compact,15000,other,35011.89008,53751,15976
2023,Compact,69456.75289,red,19796.20286,51354,15977
2018,Large,34722.93893,white,28538.74483,16513,15978
2022,Large,22288.46215,red,20486.79922,71042,15979
2027,Medium,22732.51204,silver,8049.905853,88214,15980
2023,Medium,53655.96042,blue,13499.93523,66477,15981
2023,Large,15000,white,38401.10175,70236,15982
2027,Medium,24347.88416,silver,15511.43172,36579,15983
2026,Medium,15000,red,9150.973685,100198,15984
2023,Large,15000,black,21035.75441,103394,15985
2022,Large,68442.38052,other,31846.12094,124032,15986
2022,Medium,15000,blue,40982.40892,75473,15987
2024,Compact,15000,white,38663.70397,117286,15988
2019,Medium,15000,black,22275.51131,97201,15989
2022,Large,15000,white,33116.57702,102052,15990
2022,Large,40801.3447,blue,22931.37151,96519,15991
2019,Large,58666.62637,white,27098.65875,115207,15992
2023,Medium,15000,white,43292.93153,49779,15993
2026,Medium,15000,black,24224.51902,68626,15994
2023,Large,60095.78094,silver,20720.68948,56362,15995
2023,Large,15000,blue,30382.43982,115553,15996
2027,Medium,35055.37812,silver,17012.24447,90365,15997
2024,Medium,68059.25463,white,11998.46772,106430,15998
2023,Large,67268.11563,red,20451.89611,132677,15999
2020,Large,68457.20681,blue,33549.92882,129165,16000
